asv,asv_len,rel_ab,midas_taxonomy,best_organism,best_genome_id,best_align_score,best_identity,best_edlib_distance,best_genus,best_family
9e457060b1001ce234dd19021ca7164a,375,0.001172,Bacteria Actinobacteriota Actinobacteria Micrococcales Micrococcaceae,Helicobacter sp. L4,2316077.3,745.0,0.9973,1,,
9e57495b15e44827dc837eef929a2587,372,0.011069,Bacteria Proteobacteria Gammaproteobacteria Competibacterales Competibacteraceae Ca_Competibacter midas_s_198,uncultured Gammaproteobacteria bacterium MFD09964.bin.1.117,86473.1588,739.0,0.9973,1,,
9e5f7d2247ac749d50a226417b3cd59b,370,0.000907,Bacteria Proteobacteria Alphaproteobacteria Holosporales Holosporaceae midas_g_37538 midas_s_59744,Alphaproteobacteria bacterium ND2_Bin_14,1913988.1549,720.0,0.9892,4,,
9e7ed3b61fdde210b54118454549a6d1,370,0.002199,Bacteria Bacteroidota Bacteroidia Cytophagales Microscillaceae Hassallia midas_s_10463,Hassallia byssoidea VB512170,1304833.9,740.0,1.0,0,Hassallia,Tolypothrichaceae
9e81dcd765edee468ffb26d86b810795,374,0.001233,Bacteria Planctomycetota Planctomycetes Gemmatales Gemmataceae midas_g_940,Gemmatales bacterium STL-PLA26,2838789.46,715.0,0.9814,7,,
9e867ab2fc61335ad69cdb02b1bfa9bc,374,0.065053,Bacteria Myxococcota Polyangia mle1-27 midas_f_990 midas_g_23270,Myxococcales bacterium 12C18O_168h_100_P16_coass_bin_36,2026763.756,653.0,0.9492,19,,
9e8d159af3ae2c59d5905ca301d45fe7,371,0.000525,Bacteria Patescibacteria Gracilibacteria midas_o_1258 midas_f_53156 midas_g_88166,uncultured Candidatus Peribacteria bacterium binchicken_co284_85,2501586.115,692.0,0.973,10,,
9e8f64890ff5ef28f853d5bdb92ef15c,374,0.00077,Bacteria Acidobacteriota Vicinamibacteria Vicinamibacterales Vicinamibacteraceae Luteitalea midas_s_74974,Luteitalea sp. ME2002-09-12pf_3300042556_group1_bin219,2004800.13,743.0,0.9973,1,Luteitalea,Vicinamibacteraceae
9eaf3126b1a59d53885da5e5b61ab98f,373,0.007364,Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Moraxellaceae Acinetobacter,Acinetobacter johnsonii 2P07AD,40214.496,746.0,1.0,0,Acinetobacter,Moraxellaceae
9eb2290d68ba386d073025afae51c11c,370,0.001752,Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Ferruginibacter,Ferruginibacter sp. AMR_MDS_5797,1940288.165,720.0,0.9892,4,Ferruginibacter,Chitinophagaceae
9ec3e702a471a3c3b7114948ea803efa,389,0.000651,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae,Variovorax sp. KK3 strain KK3,1855728.3,764.0,0.9898,4,Variovorax,Comamonadaceae
9ecd1e20b937a69ced652e80617becd5,372,0.001126,Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae Mesorhizobium,Geobacteraceae bacterium Ww219,2282154.27,699.0,0.9758,9,,Geobacteraceae
9ecfbaf92361ef5e81a5f6a0a6bdb852,372,0.003826,Bacteria Proteobacteria Gammaproteobacteria Competibacterales Competibacteraceae Ca_Competibacter midas_s_198,uncultured Gammaproteobacteria bacterium MFD09964.bin.1.117,86473.1588,739.0,0.9973,1,,
9ed5a386cbec95521ff3570b72c9c211,375,0.001581,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Microbacterium,Microbacterium hominis strain MAG-1F-S8P,162426.15,750.0,1.0,0,Microbacterium,Microbacteriaceae
9ed7db55b1660eea4f040bbdb05b9d9f,374,0.003033,Bacteria Firmicutes midas_c_4 DTU014 midas_f_4306 midas_g_4306 midas_s_58199,Bacillota bacterium USDV_metabat.107,1879010.10638,698.0,0.9733,10,,
9ee2f14ff04353774b55bec0080d0afb,370,0.056208,Bacteria Spirochaetota Spirochaetia Spirochaetales Spirochaetaceae midas_g_6092,Dehalococcoidia bacterium Spart_025_MAG,2026734.1424,570.0,0.9086,34,,
9efa972d2975a4982b8dfeca8015b724,374,0.012446,Bacteria Firmicutes Clostridia Oscillospirales Hungateiclostridiaceae Ruminiclostridium,Ruminiclostridium sp. strain MnB_11,2053608.6,723.0,0.9866,5,Ruminiclostridium,Oscillospiraceae
9f00a0027aa960982a4fea2abac3bb32,375,0.000837,Bacteria Sumerlaeota Sumerlaeia Sumerlaeales Sumerlaeaceae,Candidatus Sumerlaeia bacterium coassembly_bin.29,2715255.5,579.0,0.9127,33,,
9f034207cc084126bf07cd7173f4461f,375,0.012086,Bacteria Actinobacteriota Actinobacteria Corynebacteriales Mycobacteriaceae Mycobacterium,Mycobacterium sp. RTGN5,3016522.4,745.0,0.9973,1,Mycobacterium,Mycobacteriaceae
9f320ec9d312f6f94fd8e600383871e2,372,0.000733,Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Hyphomicrobiaceae Hyphomicrobium midas_s_1607,uncultured Alphaproteobacteria bacterium MFD09779.bin.1.281,91750.4571,709.0,0.9812,7,,
9f3a5f227e2e70c64b16247545719d7b,370,0.005054,Bacteria Bacteroidota Ignavibacteria SJA-28 midas_f_30822 midas_g_30822 midas_s_113359,Bacteroidota bacterium JPNA_maxbin.151,1898104.3432,685.0,0.9703,11,,
9f4050eb01836b6d3ead0551af594572,374,0.00182,Bacteria Chloroflexi Anaerolineae Anaerolineales Anaerolineaceae midas_g_7694 midas_s_51238,uncultured Chloroflexia bacterium MFD09964.bin.2.221,1672391.35,671.0,0.9598,16,,
9f48dc43461af788c9e199cd8c09ecfa,371,0.000317,Bacteria Proteobacteria Alphaproteobacteria,Proteobacteria bacterium strain CAED1,1977087.1350,577.0,0.9113,33,,
9f55778ec208f83c9be5d235c06c7e2e,374,0.000809,Bacteria Planctomycetota Planctomycetes Pirellulales Pirellulaceae Pir4_lineage midas_s_102468,uncultured Planctomycetia bacterium MFD05580.bin.2.83,411917.44,622.0,0.9309,26,,
9f5606f60cb062846895baa39632c907,373,0.002099,Bacteria Planctomycetota Planctomycetes Pirellulales Pirellulaceae Pirellula midas_s_3991,Pirellula sp. ME2001-09-10pf_3300042914_group1_bin1,117.83,741.0,0.9973,1,Pirellula,Pirellulaceae
9f5e783ff88a1088bd09742287bad251,372,0.000372,Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Flavitalea midas_s_61428,uncultured Chitinophagaceae bacterium MFD02581.bin.1.67,866510.121,541.0,0.8928,40,,Chitinophagaceae
9f6438c8a527dd08f58abfdb6c691372,392,0.002989,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Rhodocyclaceae Ca_Accumulibacter,Candidatus Accumulibacter meliphilus UW14,2211374.3,768.0,0.9949,4,Candidatus Accumulibacter,
9f7aca78c6d68c40dfae9df946d6634a,369,0.024083,Bacteria Firmicutes Clostridia Peptostreptococcales-Tissierellales Fusibacteraceae Fusibacter midas_s_55457,Fusibacter bizertensis WBS,1488331.4,728.0,0.9946,2,Fusibacter,Fusibacteraceae
9f86297104372f6378c6bf3dc1a8e8ec,374,0.002745,Bacteria Chloroflexi Chloroflexia Thermomicrobiales JG30-KF-CM45 midas_g_4042 midas_s_4681,uncultured Candidatus Berkelbacteria bacterium SRR5576005_bin.117_CONCOCT_v1.1_MAG,1664347.22,723.0,0.9866,5,,
9f8a0583985d01b12a595716eb8976d6,373,0.00088,Bacteria Planctomycetota Planctomycetes Gemmatales Gemmataceae Gemmata midas_s_113018,Fimbriiglobus sp. GFS_2131,1914235.29,701.0,0.9759,9,Fimbriiglobus,Gemmataceae
9f9616cff518b42fa416afd432ea9d99,370,0.000791,Bacteria Patescibacteria Microgenomatia Ca_Pacebacteria midas_f_12426 midas_g_12426 midas_s_12426,uncultured Pseudomonadales bacterium binchicken_co23_30,332614.302,695.0,0.9757,9,,
9f9afd312eff62f873428130f4a2d3de,366,0.000563,Bacteria Bacteroidota Ignavibacteria SJA-28 midas_f_31 midas_g_1955,Ignavibacteria bacterium strain SSF34,2053306.133,624.0,0.9355,24,,
9fa766b4e3d6ee9910655388ab2f16bd,374,0.001309,Bacteria Bdellovibrionota Bdellovibrionia Bdellovibrionales Bdellovibrionaceae Bdellovibrio,Bdellovibrionales bacterium GL114_DN_metabinner_3,2053517.374,728.0,0.9893,4,,
9fb67235c68ae13c2cf5f9f7dd7d2461,374,0.002831,Bacteria Firmicutes Clostridia Peptococcales Peptococcaceae midas_g_95534 midas_s_95534,Firmicutes bacterium Bin_53,1879010.10371,638.0,0.9412,22,,
9fc55d666e8fe1b1b34d31d9f340f23d,370,0.008012,Bacteria Bacteroidota Bacteroidia Bacteroidales Prolixibacteraceae WCHB1-32,Prolixibacteraceae bacterium ef7765ba-7ead-4b2a-8fe4-832c187d60b8,2053594.172,725.0,0.9919,3,,Prolixibacteraceae
9fca62a00b5a006ef5777a565d547615,378,0.002002,Bacteria,Rickettsiales bacterium strain SP152,2026788.25,300.0,0.766,93,,
9fe599ae129462cf9d74a6c54192f134,373,0.001411,Bacteria Proteobacteria Alphaproteobacteria Elsterales Elsteraceae Elstera Elstera_litoralis,Elstera cyanobacteriorum strain CGMCC 1.15802,2022747.4,741.0,0.9973,1,Elstera,Rhodospirillaceae
9fe7e3a22967666046b599318ffe3f31,532,0.008164,Eukaryota Amorphea Obazoa Opisthokonta Nucletmycea,Helicobacter heilmannii strain ASB6,35817.23,556.0,0.8094,104,Helicobacter,Helicobacteraceae
9feda0d620fa50b57ce3f848e1b48975,372,0.070095,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae,Delftia tsuruhatensis I4-RSP,180282.80,744.0,1.0,0,Delftia,Comamonadaceae
a017db3bfdae612d959f9edcc112104c,372,0.009522,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae Acidovorax,Polaromonas sp. 17-63-33,1970413.3,744.0,1.0,0,Polaromonas,Comamonadaceae
a01d2715e07fdf273d2978261d48ab9b,372,0.000823,Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales midas_f_7641 midas_g_35378 midas_s_44205,Rhodospirillales bacterium clean5997,2026786.360,624.0,0.9355,24,,
a046571fd93f4e94a9aca9c1d8c6e03c,374,0.000809,Bacteria Desulfobacterota Desulfomonilia Desulfomonilales Desulfomonilaceae Desulfomonile,uncultured Desulfomonile sp. strain LaPlata_bin-3022,169962.19,713.0,0.9813,7,Desulfomonile,Desulfomonilaceae
a09faba6e6b6b9f89c9d0270b6c0bedd,374,0.000397,Bacteria Firmicutes Clostridia Oscillospirales,Spirochaetales bacterium Spiro_06,1674862.5,638.0,0.9412,22,,
a0a9754baf3b04bdd6a6ad9e5d182b5d,375,0.00075,Bacteria Actinobacteriota Actinobacteria Micrococcales Demequinaceae Demequina Demequina_lutea,Demequina lutea strain DSM 19970,431489.6,745.0,0.9973,1,Demequina,Demequinaceae
a0ad9e79abfb9045025969ed036f8d2f,372,0.819932,Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Brevundimonas midas_s_22823,Brevundimonas poindexterae EaN21-13,74325.6,734.0,0.9946,2,Brevundimonas,Caulobacteraceae
a0bbaf9e4f0f7178855dab570d0dab71,372,0.000872,Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae Aquamicrobium,Aquamicrobium sp. cd-1,2781738.3,714.0,0.9839,6,Aquamicrobium,Phyllobacteriaceae
a0bbfb182e829dcd543eba20abe4bf13,375,0.003841,Bacteria Actinobacteriota Actinobacteria Corynebacteriales Nocardiaceae Gordonia,Gordonia sp. ABSL49_1,2920941.4,750.0,1.0,0,Gordonia,Gordoniaceae
a0c1556ea168162a70cd3a50294c128c,360,0.001245,Bacteria midas_p_38457 midas_c_38457 midas_o_38457 midas_f_38457 midas_g_38457 midas_s_38457,Burkholderiales bacterium strain C_No_T20_A_bin.3,1891238.795,283.0,0.7652,89,,
a0c3e6c403197604e910935ef3b920a5,373,0.001411,Bacteria Proteobacteria Alphaproteobacteria Micavibrionales midas_f_25039 midas_g_31560 midas_s_54947,Micavibrio sp. UBA6139,1946927.3,676.0,0.9625,14,Micavibrio,Pseudobdellovibrionaceae
a0cf74493584c4f0e8771ec8af16d337,378,0.000872,Archaea Euryarchaeota Methanobacteria Methanobacteriales Methanobacteriaceae Methanobrevibacter Methanobrevibacter_olleyae,Methanobrevibacter acididurans DSM 15163,120963.3,751.0,0.9974,1,Methanobrevibacter,Methanobacteriaceae
a0dfdf37fdd713e262983050a50cde70,374,0.001213,Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae midas_g_114018 midas_s_119390,Pedosphaera parvula Ellin514,320771.20,653.0,0.9492,19,Pedosphaera,Pedosphaeraceae
a1004df257a6cbef02f3805291d2398e,374,0.00206,Bacteria Bdellovibrionota Bdellovibrionia Bdellovibrionales Bdellovibrionaceae Bdellovibrio midas_s_53920,Bdellovibrio sp. HCB-162,3394234.3,728.0,0.9893,4,Bdellovibrio,Pseudobdellovibrionaceae
a1013020a0d157d09343731bdefbcd5b,372,0.079393,Bacteria Bacteroidota Ignavibacteria SJA-28 midas_f_31 midas_g_1955 midas_s_1955,Ignavibacteria bacterium bin.543,2053306.332,744.0,1.0,0,,
a1082c9793c661a28129a0bd9cba39e0,374,0.002911,Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Xanthomonadaceae Pseudoxanthomonas midas_s_22181,Pseudoxanthomonas mexicana isolate_57,128785.61,743.0,0.9973,1,Pseudoxanthomonas,Lysobacteraceae
a10e1f2b77a4d6a5ad413dcac2aadda7,374,0.00044,Bacteria Verrucomicrobiota Chlamydiae Chlamydiales Parachlamydiaceae Neochlamydia midas_s_82383,uncultured Parachlamydiaceae bacterium MFD04434.bin.2.30,464461.11,583.0,0.9122,33,,Parachlamydiaceae
a1297e619a92d1bdfd7ef3ff6e1d58cc,379,0.001213,Archaea,uncultured Candidatus Woesearchaeota archaeon strain AlinenSediments_bin-3794,2014372.14,621.0,0.9289,27,,
a12e83abdc2857c90690fba4028f4971,376,1.470387,Bacteria Chloroflexi Anaerolineae SBR1031 Flexifilaceae midas_g_12887 midas_s_37233,Anaerolineae bacterium F3_97,2052143.979,554.0,0.8942,40,,
a132a57d5279039fecabae80a6eda25d,374,0.020552,Bacteria Firmicutes Clostridia Oscillospirales Hungateiclostridiaceae midas_g_52243,Clostridia bacterium AnMBR.bin495,2044939.4953,673.0,0.9599,15,,
a1625691f95974a0d3e0bdd207bd3017,374,0.006293,Bacteria Patescibacteria Gracilibacteria Absconditabacteriales_SR1 midas_f_10951 midas_g_35446,Patescibacteria group bacterium strain Gw_Eff_bin_18,2052139.101,708.0,0.9786,8,,
a17c6babed826cb485e2ab6b64426c14,374,0.00465,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Rhodocyclaceae midas_g_26 midas_s_74,Azoarcus sp. CC-YHH838,2565930.4,719.0,0.9867,5,Pseudothauera,Zoogloeaceae
a183e77506df65f689b8696a1b85a08d,372,0.001312,Bacteria Bacteroidota Ignavibacteria Ignavibacteriales LD-RB-34 midas_g_33416 midas_s_33416,Ignavibacteriaceae bacterium BIN33,2651163.77,644.0,0.9489,19,,Ignavibacteriaceae
a18c5acc933e407a7fad008bb220b495,372,0.025776,Bacteria Proteobacteria Gammaproteobacteria Competibacterales Competibacteraceae Ca_Competibacter midas_s_198,uncultured Gammaproteobacteria bacterium MFD09964.bin.1.117,86473.1588,739.0,0.9973,1,,
a1957e4dec194dd778161a3d947f8efe,370,0.659655,Bacteria Spirochaetota Spirochaetia Spirochaetales Spirochaetaceae midas_g_6092,Dehalococcoidia bacterium Spart_025_MAG,2026734.1424,575.0,0.9113,33,,
a1a213d3a52256f258d77a2fd1cb7f8c,374,0.000809,Bacteria Verrucomicrobiota Verrucomicrobiae Verrucomicrobiales Rubritaleaceae Luteolibacter,Luteolibacter sp. GHJ8,2989719.4,733.0,0.992,3,Luteolibacter,Verrucomicrobiaceae
a1af46c6171033e48f05d0a8cf37960c,543,0.156334,Bacteria,Klebsiella pneumoniae 18443,573.95363,320.0,1.0,218,Klebsiella,Enterobacteriaceae
a1cc1f348d90a6677fc09eb40d871835,370,0.000907,Bacteria Bacteroidota Bacteroidia Bacteroidales Rikenellaceae midas_g_36215 midas_s_87061,Bacteroidales bacterium C8_metabat.bin.20,2030927.4484,665.0,0.9595,15,,
a1fe3bb7481d6acf10d0de0540ce2481,374,0.000527,Bacteria Acidobacteriota Acidobacteriae Bryobacterales Bryobacteraceae Bryobacter midas_s_84543,Bryobacterales bacterium Salar_de_Ascotan_sediment_MAG_ASE11,2026791.265,583.0,0.9127,33,,
a2134149ba42c6f57f22595bdb2f2d04,369,0.001176,Bacteria Firmicutes Clostridia Peptostreptococcales-Tissierellales Acidaminobacteraceae Acidaminobacter midas_s_82367,Ghiorsea sp. MC-14,2045305.6,653.0,0.9539,17,Ghiorsea,
a22669c1b3ad7ce865227c50f04dae82,372,0.05939,Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Hyphomicrobiaceae Hyphomicrobium,Hyphomicrobium sp. 5N538,82.231,739.0,0.9973,1,Hyphomicrobium,Hyphomicrobiaceae
a22be74f8733902081f55e528f6fa755,370,0.00956,Bacteria Bacteroidota Bacteroidia Chitinophagales 37-13 midas_g_1159 midas_s_16566,Chitinophagales bacterium strain new MAG-368,2448779.29,685.0,0.9703,11,,
a24160f734e6422056651db88f490610,375,0.012042,Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Xanthomonadaceae Lysobacter,Xanthomonadales bacterium strain UWPOB_LYSO1,2006849.66,549.0,0.8966,39,,
a24e98c8cdf1fa36eeddaf2d500e801d,370,0.005642,Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Ferruginibacter,Ferruginibacter sp. 5N108,1940288.328,710.0,0.9838,6,Ferruginibacter,Chitinophagaceae
a24eaa8dcbc38550ea371e2736ec6bea,374,0.000404,Bacteria Chloroflexi Anaerolineae midas_o_1 midas_f_813 midas_g_56471 midas_s_56471,uncultured Chloroflexia bacterium MFD02416.bin.2.92,1672391.970,648.0,0.9465,20,,
a255b114d8e5aeef6927e05dd54f1411,372,0.003852,Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae,uncultured Alphaproteobacteria bacterium MFD03066.bin.2.28,91750.4668,744.0,1.0,0,,
a256eb56820ee941739fbf30e911276e,372,0.000733,Bacteria Proteobacteria Alphaproteobacteria Rickettsiales Mitochondria midas_g_62439 midas_s_62439,Nitrosopumilus sp. strain MGR_bin381,2024843.44,557.0,0.9008,37,Nitrosopumilus,Nitrosopumilaceae
a27571034ae9b7a996478df13722416b,371,0.000489,Bacteria Bacteroidota Bacteroidia Cytophagales Cyclobacteriaceae Algoriphagus midas_s_49425,Algoriphagus sp. A40 strain A40,1945863.3,710.0,0.9838,6,Algoriphagus,Cyclobacteriaceae
a27faba2585967eba812be1a4792c62a,374,0.000611,Bacteria SAR324_cladeMarine_group_B midas_c_814 midas_o_928 midas_f_11219 midas_g_81136 midas_s_115744,Candidatus Adiutricales bacterium SCS4bin.7,3107020.3,653.0,0.9492,19,,
a2849d4878b19dd3d3b53df4fe5d2a2e,374,0.037445,Bacteria Myxococcota Polyangia Haliangiales Haliangiaceae Haliangium midas_s_25776,Kofleriaceae bacterium BC1.218,2212474.127,728.0,0.9893,4,,Kofleriaceae
a28b9f376ea8fdee5e89a01fc3e947ed,372,0.006424,Bacteria Acidobacteriota Acidobacteriae Paludibaculum midas_f_675 midas_g_675 midas_s_3127,Bryobacterales bacterium strain Skiv_18-Q3-R9-52_BATAC.396,2026791.112,704.0,0.9785,8,,
a29755dad8fde39960016bc463099bc2,374,0.00132,Bacteria Chloroflexi Chloroflexia Thermomicrobiales JG30-KF-CM45 midas_g_4042,Thermomicrobiales bacterium STL-CHL30,2482790.201,733.0,0.992,3,,
a2ad5df99d5328bfc9acbfa0dec4a724,375,0.000805,Bacteria Actinobacteriota Actinobacteria,Blastococcus sp. TML/M2B,2798727.3,750.0,1.0,0,Blastococcus,Geodermatophilaceae
a2bc08995e9f89e286e197e24acece5d,391,0.003058,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Rhodocyclaceae Thauera,Thauera sp. JM12B12,3142262.4,765.0,0.9898,4,Thauera,Zoogloeaceae
a2cdb548bd234c39a30d990087a719f6,372,0.00132,Bacteria Proteobacteria Gammaproteobacteria Competibacterales Competibacteraceae Ca_Competibacter,bacterium RA_AS_maxbin.015,1869227.7415,729.0,0.9919,3,,
a2d51c8dd8ae82d5f6850bac5c438a2a,372,0.000809,Bacteria Chloroflexi Anaerolineae SBR1031 Flexifilaceae midas_g_23911 midas_s_50550,uncultured Gammaproteobacteria bacterium MFD09206.bin.2.29,86473.1743,476.0,0.859,54,,
a2ea5245d83eba89a777bfc3af4e28a7,372,0.001389,Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae midas_g_534,uncultured Rhizobiales bacterium strain MJ130820B_bin-0848,208549.109,729.0,0.9919,3,,
a2eb6838113114793cfacecb335a44ac,370,0.000513,Bacteria Bacteroidota Bacteroidia Bacteroidales Williamwhitmaniaceae Williamwhitmania,Clostridia bacterium SMAG_U13138,2044939.4537,730.0,0.9946,2,,
a2faa58f525dee3f47dc0bfd8b59bddf,372,0.000436,Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Xanthomonadaceae Pseudoxanthomonas midas_s_22181,Pseudomonadaceae bacterium samp_4344_VAMB_44,1914538.132,621.0,0.9335,27,,Pseudomonadaceae
a2fd75012cbf3bb6e5abcc6966ab903a,366,0.394307,Bacteria Chloroflexi Anaerolineae SBR1031 Flexifilaceae,Aggregatilineales bacterium RM_bin17_OCT21,2952883.60,520.0,0.8811,45,,
a30880b97160a2b14568a61880f870a8,370,0.000213,Bacteria Bacteroidota Bacteroidia Cytophagales Spirosomaceae Spirosoma midas_s_54792,Spirosoma sp. strain SCN18_30_10_14_R1_P_49_46,1899569.4,660.0,0.9568,16,Spirosoma,Cytophagaceae
a309c2a2d256fdaed17ec39efd0851fe,374,0.000596,Bacteria,Parachlamydiales bacterium nzgw624,2052178.66,713.0,0.9813,7,,
a3282d8b0bca51557d4436ec1c205ec1,376,0.001001,Bacteria Actinobacteriota Acidimicrobiia Microtrichales Microtrichaceae IMCC26207 midas_s_2275,Microthrixaceae bacterium binned_ad_9.119,2497627.107,752.0,1.0,0,,Microthrixaceae
a32e850a5f65ae413256b32a7943262e,370,0.002022,Bacteria Bacteroidota Kapabacteria Kapabacteriales midas_f_428 midas_g_5806 midas_s_5806,Ignavibacteria bacterium strain CoA_1_bin.73,2053306.106,620.0,0.9351,24,,
a3335ca4e125cb661544fe29c65449de,374,0.00182,Bacteria Firmicutes Clostridia Oscillospirales Hungateiclostridiaceae Ruminiclostridium,Candidatus Brocadia sp. strain SB37,2172549.5,713.0,0.9813,7,Candidatus Brocadia,Candidatus Brocadiaceae
a34eb23095dd0ae203dba5ed1e96003f,370,0.001812,Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Nubsella,Pedobacter sp. RP-1-13,2530452.3,710.0,0.9838,6,Pedobacter,Sphingobacteriaceae
a35a074b61d16fe9931ff39cd3b577cc,374,0.000607,Bacteria Chloroflexi OLB14 midas_o_731 midas_f_731 Ca_Amarobacter midas_s_7461,Chloroflexi bacterium OLB14,1617415.5,738.0,0.9947,2,,
a35dbe56a984701a73ecd671dc1404b9,389,0.000397,Bacteria Bacteroidota Ignavibacteria SJA-28 midas_f_31 midas_g_55441 midas_s_55441,Ignavibacteria bacterium SMAG_U6915,2053306.284,664.0,0.9415,23,,
a36b617c346af9dc1b8b18938adc2fc9,374,0.000787,Bacteria Planctomycetota Planctomycetes Pirellulales Pirellulaceae Pirellula midas_s_2514,Planctomycetota bacterium KLAP7,2026780.1650,748.0,1.0,0,,
a36df9885f6fc3136908572b8aca54df,370,0.000617,Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Ferruginibacter midas_s_1520,Ferruginibacter sp. AS_Ams2_Bin23,1940288.176,720.0,0.9892,4,Ferruginibacter,Chitinophagaceae
a36f69e57ee66f65f0b55de85d00d8d7,372,0.001054,Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Devosiaceae Devosia midas_s_2286,Devosia sp. strain Fred_18-Q3-R57-64_BATAC.601,1871048.28,719.0,0.9866,5,Devosia,Devosiaceae
a384497d31eaff19e5cfa289e06af43a,369,0.001054,Bacteria Firmicutes Clostridia Peptostreptococcales-Tissierellales Family_XI Gallicola,Miniphocaeibacter halophilus AMB_01,2931922.3,714.0,0.9891,5,Miniphocaeibacter,Peptoniphilaceae
a3a63c33ac5490f5550f95e11bebb751,370,0.027496,Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Terrimonas,Bacteroidota bacterium USDE_maxbin.081,1898104.3507,735.0,0.9973,1,,
a3ae39989b511402c504005cc0e50286,374,0.011094,Bacteria WPS-2 midas_c_206 midas_o_395 midas_f_547 midas_g_547 midas_s_79987,Chitinophagaceae bacterium TGS_BAC3,1869212.530,708.0,0.9786,8,,Chitinophagaceae
a3d1481fef3b0b3badba2c5eb423d4d7,370,0.022467,Bacteria Bacteroidota Bacteroidia Bacteroidales Bacteroidetes_vadinHA17 midas_g_37931 midas_s_37931,Bacteroidales bacterium SO_2017_GW1_124,2030927.5662,560.0,0.9027,36,,
a3d82cd1cb098c3f739bb7684c19a57b,374,0.009787,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Rhodocyclaceae Thauera,Thauera sp. JM12B12,3142262.4,743.0,0.9973,1,Thauera,Zoogloeaceae
a3de1a313acf4b2066b9a21fc136a8f0,372,0.017169,Bacteria Proteobacteria Gammaproteobacteria Competibacterales Competibacteraceae Ca_Competibacter midas_s_198,uncultured Gammaproteobacteria bacterium MFD09964.bin.1.117,86473.1588,739.0,0.9973,1,,
a3e42ac5904747a61cb6146e50f37a5b,371,0.001283,Bacteria Firmicutes Clostridia Peptostreptococcales-Tissierellales Anaerovoracaceae Anaerovorax midas_s_8128,Cronobacter dublinensis strain cro2915W,413497.13,697.0,0.9785,8,Cronobacter,Enterobacteriaceae
a3e8d420ea1fa54e080ffcda9dc6d507,370,0.001312,Bacteria Proteobacteria Gammaproteobacteria Competibacterales Competibacteraceae Ca_Competibacter,uncultured Gammaproteobacteria bacterium MFD09964.bin.1.117,86473.1588,569.0,0.9086,36,,
a3ff266911801a04783054a324c17897,374,0.000728,Bacteria Proteobacteria Gammaproteobacteria,uncultured Gammaproteobacteria bacterium MFD01633.bin.2.38,86473.2083,575.0,0.9096,34,,
a437ded863434eb7c8d5f71c09e8504a,374,0.002219,Bacteria Desulfobacterota Desulfuromonadia Geobacterales,Chloroflexi bacterium strain L227-5C,2026724.901,748.0,1.0,0,,
a4559fd5b7228ddbf24516b70f911b4f,373,0.023031,Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas,Sphingomonas sp. EC-HK361 strain SPHINGO361,2038397.3,736.0,0.9946,2,Sphingomonas,Sphingomonadaceae
a469708ee742596965bd6ea062416d14,374,0.000595,Bacteria Proteobacteria Gammaproteobacteria,Ectothiorhodosinus mongolicus DSM 15479,233100.6,579.0,0.9113,35,Ectothiorhodosinus,Ectothiorhodospiraceae
a46c60a0afb216886b8fbb9e9233fd43,372,0.002561,Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae Mesorhizobium midas_s_83359,Reyranella massiliensis 521 JJ-LUK12B-28-7-m2-bin89,1205680.43,719.0,0.9866,5,Reyranella,Reyranellaceae
