asv,best_identity,rel_ab,shared_of_20,raw_overlap_pct,score_aware_overlap_pct,midas_tail
65e0cd027f0d61ce9ad681c51b19b155,0.9569,0.001852,20,100.00,100.00,midas_s_84547
65e4669fd9b1d0eb85ac8b8e68829689,0.9893,0.101444,20,100.00,100.00,midas_s_53372
6602f9aa5de9cb96243e35943b36cc1b,0.9973,0.001820,20,100.00,100.00,Comamonadaceae
660c9ac06f0bb486ede6651e45d397f3,0.8717,0.002222,20,100.00,100.00,midas_s_49127
6629f219026c16bc52c53c10d2aeafc0,0.9973,0.004322,20,100.00,100.00,midas_s_198
66406235f4a19d6fcbaa69211d34bee0,0.9462,0.000478,20,100.00,100.00,Rhizobiaceae
664df3de772af63bc304ed89ab6dc35e,0.9898,0.004153,20,100.00,100.00,Ca_Accumulibacter
665e99579a3e1bb482cc5d7cd96bbf54,0.9947,0.002500,20,100.00,100.00,Enterococcus
665f539940432e954d0406120ad34635,0.9385,0.000412,20,100.00,100.00,midas_g_9360
667593814be12727bc3e6cedec35cc0c,0.9223,0.013952,20,100.00,100.00,midas_s_32627
66a739c11c4148e4d926c0d899ad564b,1.0000,0.001213,20,100.00,100.00,Rhodanobacteraceae
66c80eddc2e1d75f98a210d5a1ce0530,0.9866,0.000868,20,100.00,100.00,midas_s_9224
66ed82053d1dcf6757bbf4ece185d612,0.9973,0.348543,20,100.00,100.00,Thauera
67417cc3c8369e491aef155a9e367cb9,0.9653,0.000425,20,100.00,100.00,Singulisphaera
67424ab29fd3cfb164cb0be8ea7488e6,1.0000,0.164136,20,100.00,100.00,midas_s_76889
6747c4a1545032454d9da96e35468962,1.0000,0.004234,20,100.00,100.00,Mesorhizobium
674c80a33e3c01df163e3c4a48fbd8fa,1.0000,0.000611,20,100.00,100.00,Holdemanella_biformis
674f6933835e51d149e144304dc81564,0.9786,0.026465,20,100.00,100.00,midas_s_19937
67682e0f50721706649e8a7a2a1d420a,0.9305,0.002199,20,100.00,100.00,midas_s_70531
6783933ec452ec2b6716c02b1882a807,0.9973,0.000850,20,100.00,100.00,Ferruginibacter
679fddec230fbd655c1b2b07761d3590,0.9946,0.002064,20,100.00,100.00,Afipia
6802a74e2549183236aed6f173238e8d,1.0000,0.004981,20,100.00,100.00,midas_s_61839
68173dd0214f25ba4a1d4794e09f1b56,0.9919,0.108120,20,100.00,100.00,midas_g_225
68238d61e8ceb8f6e7e8f71790ec3fa4,0.9847,0.000787,20,100.00,100.00,Simplicispira
6831a336ed39b8839b9d6ed6596586f7,0.9251,0.467581,20,100.00,100.00,midas_s_36081
6833fc48f59d61d3dcdc28134813d6d8,0.9973,0.019205,20,100.00,100.00,midas_g_201
68397412918f35901abde90c103d8698,0.9946,0.084152,20,100.00,100.00,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
6856dd84158af186a1872094d3c68b84,0.9892,0.279313,20,100.00,100.00,midas_g_7101
687034296eedbbc67b4a9fd2db36506d,0.9626,0.678253,20,100.00,100.00,midas_s_34217
68a7e86d20300d64c5acb88a9021e2f4,0.9946,0.003630,20,100.00,100.00,midas_g_1919
68ad215ac79f9ac2031f1d51d0d27b56,0.9920,0.001115,20,100.00,100.00,midas_s_80401
68bcf81175331e6c547b9a2de3ecb59d,0.9574,0.002932,20,100.00,100.00,midas_s_169
68d4bc7b04749cdeb44f4d226f814130,0.9548,0.000500,20,100.00,100.00,Babeliales
68fe1146af97783b69ab71ca72322917,0.9358,0.000717,20,100.00,100.00,Rhodocyclaceae
690426f7caf9013460421508f8b60b6e,0.9947,0.018062,20,100.00,100.00,midas_s_7059
693f704f53c53ac399a729bae60610b9,0.9784,0.040355,20,100.00,100.00,midas_s_13168
694417dc9aa73f1b948e7270a4d7a9d4,1.0000,0.055449,20,100.00,100.00,midas_s_27011
696998136be9b16e6f8b854e022e8620,0.9973,0.000262,20,100.00,100.00,Comamonadaceae
697528e77ecbe1e7ee3d5b7518cbdce6,0.9759,0.000714,20,100.00,100.00,Bdellovibrio
69827fe2a8895dcdc42116e0de897060,1.0000,0.002224,20,100.00,100.00,Levilinea_saccharolytica
69961532c3f303330a8116aaa4594aee,0.9893,0.001525,20,100.00,100.00,Rheinheimera
69aa376e71755fcf19cee55920afc9bf,0.8981,0.025156,20,100.00,100.00,midas_s_83150
69ad702e5f9a7885c151851de3ec9ed6,1.0000,0.000641,20,100.00,100.00,midas_s_53862
69e1537c730ee5b8b2ae80044c62cea3,0.9976,0.000787,20,100.00,100.00,midas_s_71310
69fe011a5836a61a4ae08f451dd81d65,1.0000,0.001820,20,100.00,100.00,Hydrogenedensaceae
6a1091d075ec18598d3bf0544a0c17fa,0.9549,0.001415,20,100.00,100.00,midas_s_4304
6a26c7c03301d89a34548db2388d37d4,0.9685,0.026021,20,100.00,100.00,midas_s_53862
6a2f45190f64b3d51bb375ba2d269295,0.9973,0.003639,20,100.00,100.00,Methylomonas
6a50370508ef4429c0cae49dd5e46e94,1.0000,0.857178,20,100.00,100.00,midas_g_12777
6a504bfcf55748414788435c86762b1a,0.9330,0.002831,20,100.00,100.00,Spirochaeta
6a7dec8faceec248ce60d45aa01b81d8,0.9898,0.000403,20,100.00,100.00,midas_g_3846
6aa8e1d0e5c49b7b2c20ec52f5b61ee5,0.9786,0.001100,20,100.00,100.00,Blastocatellaceae
6aaaca60b394696125dffd27e62c4a11,0.9005,0.001312,20,100.00,100.00,Rhizobiales
6abc1d56d2de01fd3a7d58ba445c9584,0.9813,0.000986,20,100.00,100.00,midas_s_6721
6add7f3698138901bf8df66453439f50,0.9595,0.002645,20,100.00,100.00,midas_s_29557
6adeeb079ef0e0951eee2c76e5db5ddb,0.9866,0.000513,20,100.00,100.00,midas_s_68013
6af212b38b50970eedbe3b77771df1f7,0.9757,0.029799,20,100.00,100.00,midas_g_1409
6b077fe45f354018d63a6b488abbc690,0.9948,0.003002,20,100.00,100.00,Dokdonella
6b08855ae7211b8ef156bc5b99ea4fa7,1.0000,0.003639,20,100.00,100.00,Paracoccus
6b0a203af2e34ed8c5bd50b00af37d18,0.9946,0.002502,20,100.00,100.00,Comamonadaceae
6b0c0cc67fd069ab14efc27a0804ff82,0.9437,1.611799,20,100.00,100.00,Williamwhitmaniaceae
6b2030a8d8c47bf09d9b07b826735881,1.0000,0.013806,20,100.00,100.00,Dokdonella
6b22675ff0bdbd992a3a9f6ff19fb136,0.9811,0.037339,20,100.00,100.00,Eubacterium_brachy_group
6b3cc1fb534e1063a870a8c73ce0c206,0.9840,0.217811,20,100.00,100.00,Rhodocyclaceae
6b4b4d0252d155f95b7a41da0ba8fcbd,1.0000,0.885697,20,100.00,100.00,Sediminibacterium_salmoneum
6b4e57c2c2f234adfc6686d27758d325,0.9947,0.067401,20,100.00,100.00,Smithella_propionica
6b56c9608328b2d117758a36aa078e92,0.9974,0.014428,20,100.00,100.00,Thauera
6b61f479bfad6b250e35f9ad34fd565b,0.9922,0.000794,20,100.00,100.00,Terrimonas
6b68ebbc9e9e8d26fa7018cf163d4848,1.0000,0.046192,20,100.00,100.00,midas_s_75
6b6961f173c81297f7a0d91f54e1acaf,0.9839,0.000868,20,100.00,100.00,midas_s_2899
6b6e949a916f18c29019ad1df63ee15e,0.9973,0.006352,20,100.00,100.00,midas_s_198
6bb0c2d9f702303eb7749e9c726f59c0,0.9813,0.001913,20,100.00,100.00,midas_g_5210
6bb44720dc440226822b7c31bc424d93,0.9973,0.001222,20,100.00,100.00,midas_s_32279
6bb602f161cd434e740b0b0694a2fe7e,0.9893,0.002037,20,100.00,100.00,midas_s_1048
6bb7b85703c4a4aa57fbc0646e7d5f62,0.9288,0.018483,20,100.00,100.00,Pedomicrobium
6bbdef1b8a43845127c85f3b3601ff6a,0.9839,0.000717,20,100.00,100.00,midas_g_273
6be2fa6e5b5c05086ddfbea315c69bca,0.9812,0.000728,20,100.00,100.00,midas_s_6200
6be5764ec57f27939c720c501cb77020,0.9973,0.259396,20,100.00,100.00,Thauera
6c08e4f4369adb555dec39bcb89f4adb,0.9973,0.024010,20,100.00,100.00,Reyranella_massiliensis
6c0d540b5601f1175fba06f59e2bdf16,0.9062,0.000513,20,100.00,100.00,midas_s_82742
6c2f70f4c2d90cff3e3432f2d9ff7641,1.0000,0.001235,20,100.00,100.00,midas_s_5447
6c5769cde345ee7d540e7a66ae1a5f47,0.9545,0.001889,20,100.00,100.00,midas_s_4299
6c66b2de3937b47ff4f26623c9d422e2,0.9866,0.001390,20,100.00,100.00,Comamonadaceae
6c69b67bc429532ce3461ea6f3dc7c82,0.9626,0.002116,20,100.00,100.00,midas_s_3364
6c6d36d847ce88d1d370c9761431b3ec,0.9974,0.012913,20,100.00,100.00,midas_s_198
6c7852bc10e02a255cf31aabfda2d50f,0.9626,0.000837,20,100.00,100.00,midas_g_9443
6c7a1a940865cb8fc19e17d404be6951,1.0000,0.004482,20,100.00,100.00,Mycobacterium
6c7cc8df0f1a95808dba30516216d618,1.0000,0.028573,20,100.00,100.00,midas_f_4436
6c84e7fd64b6c1c1ef1f98cd78f7e524,0.9946,0.218848,20,100.00,100.00,Paracoccus
6c98efe638154a758cb4fc3e9f34ab69,1.0000,0.000952,20,100.00,100.00,Flavobacterium
6cb97c907f4e77ccce368368dda139dc,1.0000,0.009445,20,100.00,100.00,Comamonadaceae
6cc281b46a575c7ec9525dc2a4ac5def,1.0000,0.003021,20,100.00,100.00,Novosphingobium
6cc9fb78a00377ee84d339ad848a407e,1.0000,0.000651,20,100.00,100.00,midas_s_177
6cd68fced82cdcce46bf44a91394c985,0.9946,0.006710,20,100.00,100.00,Comamonadaceae
6ce0bcd8237213c4aed280b76c7dd7a0,0.9947,0.224332,20,100.00,100.00,midas_s_26965
6ce4b7603488a058260933ab3ff0a918,0.9920,0.008012,20,100.00,100.00,midas_s_102763
6ce791a2ee4ff90c8db46044bd6d3505,0.9920,0.002391,20,100.00,100.00,Sphingopyxis
6cf039e2db62dc4808ef056c264d0266,1.0000,0.035835,20,100.00,100.00,Arenimonas_metalli
6d0f92c33f29be3cc4ecc054ef1b440e,1.0000,0.000375,20,100.00,100.00,midas_g_10162
6d4462d6c1f18167858055110cf7234f,0.9893,0.002037,20,100.00,100.00,midas_s_71407
6d52c1bf5d0b75acc20307af70174836,0.9733,0.003611,20,100.00,100.00,Leptolinea
6d5583964dcdeb9b32867c56c5e19a33,0.9946,0.001415,20,100.00,100.00,midas_s_47796
6d5b2eea3c6199978498ab6e123b58f1,0.9873,0.005859,20,100.00,100.00,Ca_Accumulibacter
6d79358fb4481b385cb38924034d2be0,0.8868,0.000744,20,100.00,100.00,midas_s_57021
6d83e99a299c375838b7fd011d7f7c02,0.9180,0.001111,20,100.00,100.00,Ca_Competibacter
6d975595efead5d670bdb8d76c05201b,0.9180,0.000833,20,100.00,100.00,midas_s_99701
6d98bc98669fa23fe7fd6f365528e40b,0.9973,0.000750,20,100.00,100.00,midas_s_38248
6dac365a70e8bb9979c79cc778e2ee6e,0.9626,0.000375,20,100.00,100.00,midas_s_71066
6dadb3c15a09830522d9098ce8d96222,0.9784,0.004458,20,100.00,100.00,midas_s_61804
6db4887236885a8b8d3bfab25769bd9e,0.9813,0.037206,20,100.00,100.00,Azoarcus
6dcc749f121973d6d68cd84dcb6e4ac3,1.0000,0.007423,20,100.00,100.00,midas_s_16444
6dcd15bd555e89be1a5051024bf0c7e1,0.9947,0.003611,20,100.00,100.00,midas_s_6934
6de74202f2b005602e0e95eb99780497,0.9787,0.015375,20,100.00,100.00,midas_s_53622
6df509cdde51389b675a6f3a8f45227a,1.0000,0.007684,20,100.00,100.00,midas_s_32033
6dfa1d3cd280ae1124f11510300535db,1.0000,0.022307,20,100.00,100.00,Ca_Competibacter
6dfb10e6d92b2c7ec87175ad560bed2e,1.0000,0.006108,20,100.00,100.00,Mycobacterium
6e01e4385cee37baa2cba8e4af01c030,1.0000,0.003439,20,100.00,100.00,midas_s_135
6e13c5679b1ca4aa69f3db50b63cd618,0.9973,0.005947,20,100.00,100.00,Thauera
6e4ed450909c446cda8ef7862651626d,0.9840,0.002379,20,100.00,100.00,Bdellovibrionaceae
6e6137ef33b179cded7602557b0ef6d1,0.9865,0.000638,20,100.00,100.00,Cloacibacterium
6e696227f41f15d1f8abf54757759777,0.9946,0.000956,20,100.00,100.00,Rheinheimera
6e72d85c5c29aaa1b7f043f60c8515fa,0.9892,0.001689,20,100.00,100.00,Hyphomicrobium
6f12436fc06e7cb529499de6a5edfb6c,0.9973,0.002251,20,100.00,100.00,midas_g_422
6f12c2f377723b5a288bafae6663a51d,0.9571,0.000604,20,100.00,100.00,midas_g_7254
6f16417857574fc399bd4979eb70e57e,0.9973,0.217062,20,100.00,100.00,Beijerinckiaceae
6f3130165b23c7905555e4b9cf4a6d0f,0.9412,0.015375,20,100.00,100.00,Peptococcaceae
6f462ab0adc534fd8c0f3f926b899c05,0.9897,0.001381,20,100.00,100.00,Cloacibacterium
6f4bf7bf82f2000bc06db39e650b4182,0.8579,0.000809,20,100.00,100.00,midas_s_119385
6f4f1b0e92407366bb4af4db89ebceed,0.9182,0.022467,20,100.00,100.00,Coxiellaceae
6f6937250fa67a37f4d115f55640a58a,0.9251,0.000607,20,100.00,100.00,midas_s_109655
6f75865bcb51a0f54d630d5377b5dbb0,0.9973,0.014465,20,100.00,100.00,midas_s_198
6fb34904416feabeb2d82f07ccd36a12,0.9121,0.000403,20,100.00,100.00,midas_g_36032
6fe2b12ae3c866fc166010696bac7ff0,1.0000,0.002833,20,100.00,100.00,midas_s_32279
6ff2cdb5d5ee881905df624998959b8a,1.0000,0.042017,20,100.00,100.00,midas_s_9216
7014d88f88b0aff3526b220d68dd16cb,0.9947,0.000440,20,100.00,100.00,midas_s_21376
7018a433478a7efa768166f739b4a88a,0.9383,0.000743,20,100.00,100.00,SM1A02
701c2c1e250f5abc4041817aac58d228,0.8883,0.003639,20,100.00,100.00,Puniceicoccaceae
701f7d9eaba3bcea8f27a471874e8fef,0.9872,0.000434,20,100.00,100.00,midas_g_5914
702860fda44c0d44ddacb5bd79fd5d24,1.0000,0.046125,20,100.00,100.00,Methanothrix
702d92ce5fdd5f537f6ecf1232fc7696,0.9652,0.000404,20,100.00,100.00,CPla-3_termite_group
703b123d3cbe4a7e8c02253f1f55d261,1.0000,0.002058,20,100.00,100.00,Thermomonas
703e5aedab78e1cbba9e50c06db8e1be,0.9601,0.031861,20,100.00,100.00,midas_s_169
703ed676b850110d2f6ab9823a9df73a,0.9973,0.010284,20,100.00,100.00,midas_s_198
703facdb092254afa50396bf4b1fd2d8,0.9412,0.000440,20,100.00,100.00,Roseomonas
704083aa874082e2613685b4c2f4597e,0.9865,0.002786,20,100.00,100.00,midas_s_36815
70587a5848f80e8639f9bb824c9236fa,1.0000,0.021769,20,100.00,100.00,Rhodobacter
70763b9d6af543d0fb17d588fdb979c7,1.0000,0.000457,20,100.00,100.00,midas_s_361
707c2f929c0d81fc4176eca00284add7,0.9813,0.000525,20,100.00,100.00,midas_f_5162
709c7c7040f23f7845ad1befc91bf812,0.9919,0.001213,20,100.00,100.00,midas_s_41908
70a09969cc07be3420857b4730787830,0.9921,0.000238,20,100.00,100.00,midas_s_21921
70baada3e2d6cddcaf6a099c56f0e2ab,1.0000,0.004994,20,100.00,100.00,midas_s_63202
70d511d2a8af18cd1313926496969e15,0.9919,0.001192,20,100.00,100.00,Prosthecomicrobium
70e165a97152d1f50f5be25f0f3d5698,0.9572,0.002881,20,100.00,100.00,midas_s_64306
70f4d4f190f1a21ef77138702dca84ec,0.9946,0.000805,20,100.00,100.00,Bacteria
712189e82061007889f004dcc83cf4ac,0.8915,0.001954,20,100.00,100.00,midas_s_8129
7145924d11a114327b185cb6197b60ca,0.9974,0.002601,20,100.00,100.00,midas_g_973
715682869e970fcf954e0b1fe3c07d08,0.9415,0.000291,20,100.00,100.00,Bacteria
715823d36b444c77ef65e51726d0f965,0.9973,0.002170,20,100.00,100.00,Microbacterium
716df7e4aebfd739b567998387f5bb37,0.9276,0.000823,20,100.00,100.00,midas_s_76951
71777ad603579ec33c2b99ca6be2d100,0.9735,0.060533,20,100.00,100.00,midas_s_53968
717cc727092dbb7ee3606910f567df96,0.9973,0.007379,20,100.00,100.00,midas_s_198
717f2a29f8f8516f3dc7a7b83595743f,0.9118,0.000986,20,100.00,100.00,midas_s_49818
71806755cbeab62240bb611dfe1bbe85,0.9211,0.000412,20,100.00,100.00,midas_s_36081
7182f3c3ff82c157d3e2f35c711b19ff,0.9176,0.000809,20,100.00,100.00,midas_s_99701
7197872e3f38a6410794e0f480dcf72a,0.8360,0.000733,20,100.00,100.00,SM1A07
7198928d1ede795c1d907bad7f727a63,0.9599,0.002426,20,100.00,100.00,midas_s_81141
71a4e4dc4778c14deb4fe7c9e9a9f070,1.0000,0.007015,20,100.00,100.00,midas_g_3838
71b9b7854be80b6898d9caa25f283891,0.9973,0.000872,20,100.00,100.00,midas_s_8808
71cd630003cdefb73053d96dc6a1773a,0.9865,0.000238,20,100.00,100.00,Spirosomaceae
71e280e2d661cbb40dda4c8f4e71b886,0.9973,0.001479,20,100.00,100.00,Intrasporangiaceae
71e311b187e2336bc66cb1b384df43ad,1.0000,0.010634,20,100.00,100.00,midas_s_23483
71eeeaa22bcb595a1bf71d3cb2c91f2e,1.0000,0.003639,20,100.00,100.00,midas_s_110921
71f6c4a482bec3b30611eeb266dda6a5,0.8564,0.001251,20,100.00,100.00,midas_s_50882
720874dd44f1398dde656d25bf3b83ea,0.9599,0.022192,20,100.00,100.00,Xanthomonadales
722ecb4a9b5ae5dbdb378ac7213182e6,0.9543,0.000743,20,100.00,100.00,midas_g_982
72371aa4182f8ed10fe0418b8fbb067c,1.0000,0.000425,20,100.00,100.00,Bdellovibrionaceae
72539cd6e76345ba192c82eac9c9571b,1.0000,0.000595,20,100.00,100.00,Rhodobacteraceae
725897407c64c5824e550565b91b7625,0.9382,0.001111,20,100.00,100.00,midas_s_44205
726f141aac90352b68e0018529534855,0.9973,0.001512,20,100.00,100.00,midas_s_8808
7278a050c1e159256bbfe9e30e9e35ca,0.9920,0.005000,20,100.00,100.00,Rhodocyclaceae
7284793a5da0c1fb3d22718838cfab21,0.9866,0.001519,20,100.00,100.00,midas_s_41474
728d4d9a2b84d2dc3a4734a1fad8d42d,0.9973,0.000872,20,100.00,100.00,midas_s_11707
7290690cd7d5a79639de791d9e99b446,0.9974,0.009377,20,100.00,100.00,midas_s_198
72ac916f69005584aabdc18fe4ba0da8,0.9112,0.002179,20,100.00,100.00,midas_g_61647
72b7576186ef5e3c5bcaf199131a5225,1.0000,0.005257,20,100.00,100.00,midas_s_50907
7304d0acd22be97a3c32261ccf1d2a4e,0.9305,0.000850,20,100.00,100.00,midas_s_45788
73167a969d83804802edf177655644c5,0.9974,0.008862,20,100.00,100.00,midas_s_32392
735cc301c31004a203aa1a8e89973dab,1.0000,0.003437,20,100.00,100.00,midas_g_1743
7363aac88b5325ac49cb469e284e10dd,1.0000,0.000733,20,100.00,100.00,Lactococcus
73767effedcca2c7661f294d4358fb56,0.8484,0.000529,20,100.00,100.00,midas_s_80044
73798027e58ef9049854435b53ca0dea,0.9892,0.002014,20,100.00,100.00,midas_g_18382
73b531a1d6844e48a3f94eac3f309bbf,1.0000,0.007481,20,100.00,100.00,Methanothrix
73d92342a1a933ad12ec3bcace1129b2,0.9706,0.002022,20,100.00,100.00,Christensenellaceae
7420b15cfcbc734cb7f4d2c9724a5bb1,1.0000,0.000610,20,100.00,100.00,Enterococcus
74266d27a9a14dec7b6bd8064a93216c,0.9919,0.000188,20,100.00,100.00,Brevundimonas
74316f0e658505498c0bd04393736a67,0.9946,0.210084,20,100.00,100.00,midas_s_8374
7432ceede448f6e5d60567947347a06b,0.9326,0.011487,20,100.00,100.00,Ca_Gottesmanbacteria
74a18c619372a03e9486504c29e1932d,0.9892,0.006268,20,100.00,100.00,midas_s_37518
74a369bafc9efabf60a00dde2ed7aeb7,0.8633,0.026876,20,100.00,100.00,Alphaproteobacteria
74c18fdfb2949d518d832ded9c067ac4,0.9786,0.012322,20,100.00,100.00,midas_s_71925
74ce04d1fbbb02322b719b8b90d2eea0,0.7449,0.008585,20,100.00,100.00,midas_s_100664
74d0377d2ae6eaf80cd4105f161803df,0.9545,0.001617,20,100.00,100.00,midas_f_3092
74d090a72f7ebbc359b459a115e93d81,0.9840,0.000515,20,100.00,100.00,midas_s_7697
74d2714eeeaab9558bbfeb2f46afbd0f,0.8933,0.000556,20,100.00,100.00,midas_s_88144
74d2f6d63134e96a7f8271fbd7e160c9,1.0000,0.246098,20,100.00,100.00,midas_s_58718
74db97b5590394b23a214308d73d160f,0.9894,0.013438,20,100.00,100.00,Methanoregula
74eaa20d8aa89dea5b650f23bb02a8d2,0.9730,0.010598,20,100.00,100.00,midas_s_88019
74f950acc581e4b7788bb3efd6d45209,0.8316,0.000375,20,100.00,100.00,Bacteria
75073693099ddccd1747e07839c976e5,1.0000,0.001067,20,100.00,100.00,midas_s_113221
7509fefa7ad71f5c962c4ef168d79c1c,0.9924,0.001945,20,100.00,100.00,Ca_Leptovillus
751b8a7e707d381f99cebf940e4b5e0d,0.9599,0.000747,20,100.00,100.00,midas_s_14538
751e2c755dd6167beb72af3396ad4def,0.8793,0.003222,20,100.00,100.00,ABY1
7543bb0a112cae2d9c45a662e0784171,0.9785,0.007698,20,100.00,100.00,Mesorhizobium
754e219fc3395ede5cbfa6a8d1886504,0.9973,0.007616,20,100.00,100.00,Lacunisphaera
755025cd89088f99ec5705ead1eb4da7,0.9947,0.003690,20,100.00,100.00,Ca_Villigracilis
755974dcfb9dd8169eada93b06fdc26d,0.9947,1.799027,20,100.00,100.00,midas_s_1294
7560341d189979061fc67e4bd19f82ca,0.9650,0.001953,20,100.00,100.00,midas_s_6067
7569ce63b29e4f4fadfebdfb16dc15b8,0.9115,0.000478,20,100.00,100.00,Ca_Competibacter
757173a4cc39115529197aa67bea4f5b,1.0000,0.054648,20,100.00,100.00,midas_s_49775
757fc9521598cd4d3fe876a606b80f95,0.9973,0.000823,20,100.00,100.00,Actinobacteria
758a7e9f92314c0e74d8861b6e767d2a,0.9431,0.000837,20,100.00,100.00,midas_s_82367
75ae184615957ea74819e0710296a493,1.0000,0.016604,20,100.00,100.00,midas_s_5
75b05298c8904f09c79cf58bf3dbc434,0.9868,0.018736,20,100.00,100.00,Methanospirillum_hungatei
75b5e06c22e25a2539ce977cd69ac2a8,0.9973,0.001071,20,100.00,100.00,Tahibacter_caeni
75c16b2ebcc571f626b18cd65bdb79f7,0.9758,0.468399,20,100.00,100.00,midas_s_59186
75c43bd66f718ca75507ff5efd6e4ccb,1.0000,0.000850,20,100.00,100.00,Novosphingobium
7617a50864c6776db93d6ce7823c5360,0.9652,0.001374,20,100.00,100.00,midas_g_9443
762ec6a667a13feda8d606772bcf2576,0.8693,0.000397,20,100.00,100.00,SM1A07
762f39f6da95d6ae718dd739d23eec05,0.9920,0.001611,20,100.00,100.00,midas_s_55001
7630bf64a564cb9b33f0285c4236e4c2,0.9730,0.007430,20,100.00,100.00,env.OPS_17
7632c22ed1d184bf0be7d14ee4c44521,0.9840,0.001726,20,100.00,100.00,midas_s_20025
7660ff9c0aafe149a4e5ca23950aed33,0.9676,0.000957,20,100.00,100.00,Mangroviflexus
7678d845ce7c008fd9022b1fa0971488,0.9973,0.005396,20,100.00,100.00,Thauera
7683d6d6c802eb07021e0eae33b21718,0.9973,0.010015,20,100.00,100.00,Thauera
7686e777cbbdaee500c0d2e23bb59a66,0.9920,0.000556,20,100.00,100.00,Rhodocyclaceae
768e034e0fefda2af8149f43bf78bcaa,0.8757,0.003944,20,100.00,100.00,midas_s_7080
769e10c5c1b9be35b212e37dedf55ae0,0.8827,0.036505,20,100.00,100.00,midas_o_2276
76aa205fe88992f2d8548f7a370ed8e6,0.9332,0.001617,20,100.00,100.00,Verrucomicrobiales
76b07c73c582d8ef5268a4a93d705792,0.9437,0.000404,20,100.00,100.00,Ca_Leptovillus
76b9d510584a13d8e57f616fd189130b,1.0000,0.002141,20,100.00,100.00,Arenimonas
76bcea39b566ada1e95acc6ea6b88795,0.9866,0.002116,20,100.00,100.00,Pirellula
76bff201ca59f0210f2c27c49020e487,0.9893,0.018007,20,100.00,100.00,midas_s_25776
76fa2c878787a46c1301a7db86d99aec,1.0000,0.026563,20,100.00,100.00,Comamonadaceae
771fdfaa46cf3ab40de59d81d2b88123,0.9838,0.000805,20,100.00,100.00,midas_s_89
7726f3da71c38658576095b06e12ee08,1.0000,0.046044,20,100.00,100.00,Lysinibacillus
772a35cbcb279cc687799162bff59c4b,1.0000,0.304935,20,100.00,100.00,Parcubacteria
772c51fc3d0fb2e1bcaeda2b528c17cc,0.9704,0.039927,20,100.00,100.00,midas_s_6067
7781b763c94e148e5d1f22c8f346747d,0.9705,0.054441,20,100.00,100.00,midas_s_44970
77a02ba64461ad3cdee5ac90f6f806ab,0.9973,0.000457,20,100.00,100.00,midas_s_56085
77aba9f4f4b82f49c0b2f9850bdcbaa4,1.0000,0.001986,20,100.00,100.00,midas_s_3084
77b3679c80d68769243758ddbd49e43b,0.9973,0.000434,20,100.00,100.00,Caedibacteraceae
77c78aa1f31a08b0e50d8dac3a76897a,0.9893,0.000660,20,100.00,100.00,midas_s_34067
780d0a7a7ec5cf7c0547858e0fa690de,1.0000,0.002043,20,100.00,100.00,midas_s_1252
7812303d130810a5242492d556f0d902,1.0000,0.594238,20,100.00,100.00,midas_s_18767
78123af13d385db4ee6a9342283a042b,0.9893,0.000403,20,100.00,100.00,midas_s_134
781af70eed8b17d285d44f49d836a48e,0.9651,0.000611,20,100.00,100.00,midas_s_53749
7845ac50324de2307ca5f1907af10731,0.9358,0.000611,20,100.00,100.00,midas_g_44235
78571689def5620061b622ab87a928ff,0.9919,0.001589,20,100.00,100.00,midas_s_750
787adac177d19badcc91fe4cf127d054,0.9973,0.003188,20,100.00,100.00,Thauera
7889471e852edc08726fbfe1f02f4720,0.9440,0.000638,20,100.00,100.00,midas_s_113781
789bc483c37797194125b20f8110cfbe,0.9920,0.002022,20,100.00,100.00,Microbacteriaceae
789bc7f8e404f47aa1a1efd5c70b18cb,0.9973,0.000986,20,100.00,100.00,Prosthecomicrobium_hirschii
78a4a138167d73f3cc5de5aa09c8c3fa,0.9973,0.004128,20,100.00,100.00,midas_s_198
78cc98278bf3161cb1541be287179bcf,0.9973,0.119197,20,100.00,100.00,Rhodobacteraceae
78db9615dca8dff07e4259803eff16d7,0.9680,0.359240,20,100.00,100.00,midas_s_17395
78dbce068c704844f3ff89ade16bd833,1.0000,0.000641,20,100.00,100.00,Acinetobacter
78f8a48dc0980fcb73adb35e532363d0,0.9812,0.001440,20,100.00,100.00,midas_s_4750
78f9011b39402e695fb3d23a11948e55,0.9974,0.000213,20,100.00,100.00,Thermomonas
7904b6475471be9104b9cd478aac9eda,0.9973,0.003439,20,100.00,100.00,Microbacterium
793d338656ebf6639f9a0ef0d5e7867c,0.9407,0.001743,20,100.00,100.00,Ca_Competibacter
794ad7d0040e2d2724a928e504f5d181,0.9171,0.000996,20,100.00,100.00,midas_s_1327
795c8690c3c6c4782e22f2e3532f4a2a,1.0000,0.582819,20,100.00,100.00,midas_s_12864
79663175321c877a5796ba3e6553d493,0.9120,0.000440,20,100.00,100.00,Polyangiaceae
797b54ce517a987f1388766762e3f9a9,0.9919,0.162065,20,100.00,100.00,Paracoccus
798678ddf258612b1e1625afe72f2e1c,0.9866,0.051668,20,100.00,100.00,Rheinheimera
7986f0a2c66dcd69b07648b60f17033f,0.9572,0.002502,20,100.00,100.00,Anaerolinea
7992a92dacb4d741b72a7c0f427fc5be,0.9947,0.040314,20,100.00,100.00,Corynebacterium
