MAG,protein_id,KO,gene,pathway,step
coasm_bin.223,contig_27420_pilon_6,K02567,napA,Denitrification,NO3_to_NO2
coasm_bin.223,contig_49534_pilon_13,K00362,nirB,Nitrogen_other,DNRA_NO2_to_NH4
coasm_bin.223,contig_49534_pilon_14,K00363,nirD,Nitrogen_other,DNRA_NO2_to_NH4
coasm_bin.226,contig_52996_pilon_12,K07657,phoB,Phosphate,Phosphate_regulation
coasm_bin.226,contig_52996_pilon_13,K07636,phoR,Phosphate,Phosphate_regulation
coasm_bin.226,contig_52996_pilon_14,K00937,ppk,PolyP,PolyP_synthesis
coasm_bin.226,contig_21645_pilon_16,K01720,prpD,Propionate_PHV,Methylcitrate_cycle
coasm_bin.226,contig_21645_pilon_22,K01659,prpC,Propionate_PHV,Methylcitrate_cycle
coasm_bin.226,contig_29630_pilon_1,K01214,glgX,Glycogen,Glycogen_debranching
coasm_bin.226,contig_29630_pilon_23,K02040,pstS,Phosphate,Phosphate_transport
coasm_bin.226,contig_29630_pilon_24,K02037,pstC,Phosphate,Phosphate_transport
coasm_bin.226,contig_29630_pilon_25,K02038,pstA,Phosphate,Phosphate_transport
coasm_bin.226,contig_29630_pilon_26,K02038,pstA,Phosphate,Phosphate_transport
coasm_bin.226,contig_29630_pilon_27,K02036,pstB,Phosphate,Phosphate_transport
coasm_bin.226,contig_29630_pilon_28,K02039,phoU,Phosphate,Phosphate_regulation
coasm_bin.226,contig_56568_pilon_20,K02039,phoU,Phosphate,Phosphate_regulation
coasm_bin.226,contig_56568_pilon_21,K02036,pstB,Phosphate,Phosphate_transport
coasm_bin.226,contig_56568_pilon_22,K02038,pstA,Phosphate,Phosphate_transport
coasm_bin.226,contig_56568_pilon_23,K02037,pstC,Phosphate,Phosphate_transport
coasm_bin.226,contig_56568_pilon_24,K02040,pstS,Phosphate,Phosphate_transport
coasm_bin.226,contig_56568_pilon_25,K02040,pstS,Phosphate,Phosphate_transport
coasm_bin.226,contig_62570_pilon_22,K00626,phaA,PHA,PHA_synthesis
coasm_bin.226,contig_37931_pilon_3,K00626,phaA,PHA,PHA_synthesis
coasm_bin.226,contig_58574_pilon_2,K00368,nirK,Denitrification,NO2_to_NO
coasm_bin.226,contig_58574_pilon_4,K15864,nirS,Denitrification,NO2_to_NO
coasm_bin.226,contig_58574_pilon_21,K04561,norB,Denitrification,NO_to_N2O
coasm_bin.231,contig_22608_pilon_95,K00374,narI/narV,Denitrification,NO3_to_NO2
coasm_bin.231,contig_22608_pilon_97,K00371,narH/narY/nxrB,Denitrification,NO3_to_NO2
coasm_bin.231,contig_22608_pilon_98,K00370,narG/narZ/nxrA,Denitrification,NO3_to_NO2
coasm_bin.231,contig_61222_pilon_104,K00703,glgC,Glycogen,Glycogen_synthesis
coasm_bin.231,contig_61222_pilon_113,K01214,glgX,Glycogen,Glycogen_debranching
coasm_bin.231,contig_61222_pilon_114,K00688,glgP,Glycogen,Glycogen_degradation
coasm_bin.231,contig_29472_pilon_95,K00925,ackA,Acetate,Acetate_activation
coasm_bin.231,contig_6262_pilon_500,K00363,nirD,Nitrogen_other,DNRA_NO2_to_NH4
coasm_bin.231,contig_6262_pilon_504,K04561,norB,Denitrification,NO_to_N2O
coasm_bin.231,contig_21023_pilon_46,K15876,nrfH,Nitrogen_other,DNRA_NO2_to_NH4
coasm_bin.231,contig_21023_pilon_47,K03385,nrfA,Nitrogen_other,DNRA_NO2_to_NH4
coasm_bin.231,contig_21023_pilon_98,K00700,glgA,Glycogen,Glycogen_synthesis
coasm_bin.231,contig_21023_pilon_206,K07636,phoR,Phosphate,Phosphate_regulation
coasm_bin.231,contig_21023_pilon_207,K07657,phoB,Phosphate,Phosphate_regulation
coasm_bin.231,contig_35196_pilon_11,K00937,ppk,PolyP,PolyP_synthesis
coasm_bin.231,contig_35196_pilon_76,K01895,acs,Acetate,Acetate_activation
coasm_bin.231,contig_60973_pilon_90,K01847,mcmA,Propionate_PHV,Methylmalonyl_CoA
coasm_bin.231,contig_60973_pilon_91,K01847,mcmA,Propionate_PHV,Methylmalonyl_CoA
coasm_bin.233,contig_34369_pilon_34,K04561,norB,Denitrification,NO_to_N2O
coasm_bin.233,contig_26548_pilon_3,K15864,nirS,Denitrification,NO2_to_NO
coasm_bin.233,contig_26548_pilon_4,K15864,nirS,Denitrification,NO2_to_NO
coasm_bin.233,contig_29253_pilon_29,K02305,norC,Denitrification,NO_to_N2O
coasm_bin.233,contig_29253_pilon_30,K04561,norB,Denitrification,NO_to_N2O
coasm_bin.233,contig_61379_pilon_24,K22468,ppk2,PolyP,PolyP_synthesis
coasm_bin.233,contig_22419_pilon_1,K04561,norB,Denitrification,NO_to_N2O
coasm_bin.233,contig_27486_pilon_100,K15864,nirS,Denitrification,NO2_to_NO
coasm_bin.233,contig_27486_pilon_133,K00925,ackA,Acetate,Acetate_activation
coasm_bin.233,contig_27486_pilon_134,K00634,pta,Acetate,Acetate_activation
coasm_bin.233,contig_59821_pilon_35,K00626,phaA,PHA,PHA_synthesis
coasm_bin.233,contig_59821_pilon_41,K03821,phaC,PHA,PHA_synthesis
coasm_bin.233,contig_59821_pilon_70,K01895,acs,Acetate,Acetate_activation
coasm_bin.233,contig_45065_pilon_8,K15864,nirS,Denitrification,NO2_to_NO
coasm_bin.233,contig_20138_pilon_1,K02040,pstS,Phosphate,Phosphate_transport
coasm_bin.233,contig_20138_pilon_2,K02037,pstC,Phosphate,Phosphate_transport
coasm_bin.233,contig_20138_pilon_4,K02038,pstA,Phosphate,Phosphate_transport
coasm_bin.233,contig_20138_pilon_6,K02040,pstS,Phosphate,Phosphate_transport
coasm_bin.233,contig_20138_pilon_8,K07636,phoR,Phosphate,Phosphate_regulation
coasm_bin.233,contig_20138_pilon_9,K07657,phoB,Phosphate,Phosphate_regulation
coasm_bin.233,contig_61478_pilon_21,K00626,phaA,PHA,PHA_synthesis
coasm_bin.233,contig_23652_pilon_12,K00626,phaA,PHA,PHA_synthesis
coasm_bin.233,contig_23652_pilon_68,K00371,narH/narY/nxrB,Denitrification,NO3_to_NO2
coasm_bin.233,contig_23652_pilon_69,K00370,narG/narZ/nxrA,Denitrification,NO3_to_NO2
coasm_bin.233,contig_39022_pilon_54,K00703,glgC,Glycogen,Glycogen_synthesis
coasm_bin.233,contig_39022_pilon_57,K00700,glgA,Glycogen,Glycogen_synthesis
coasm_bin.233,contig_39022_pilon_58,K00688,glgP,Glycogen,Glycogen_degradation
coasm_bin.233,contig_58993_pilon_54,K00376,nosZ,Denitrification,N2O_to_N2
coasm_bin.233,contig_58993_pilon_98,K01847,mcmA,Propionate_PHV,Methylmalonyl_CoA
coasm_bin.233,contig_44402_pilon_31,K07657,phoB,Phosphate,Phosphate_regulation
coasm_bin.233,contig_61568_pilon_247,K00937,ppk,PolyP,PolyP_synthesis
coasm_bin.233,contig_61569_pilon_3,K00937,ppk,PolyP,PolyP_synthesis
coasm_bin.233,contig_61569_pilon_89,K22468,ppk2,PolyP,PolyP_synthesis
coasm_bin.237,contig_20897_pilon_118,K00626,phaA,PHA,PHA_synthesis
coasm_bin.237,contig_20897_pilon_148,K15876,nrfH,Nitrogen_other,DNRA_NO2_to_NH4
coasm_bin.237,contig_20897_pilon_149,K03385,nrfA,Nitrogen_other,DNRA_NO2_to_NH4
coasm_bin.237,contig_20897_pilon_150,K15876,nrfH,Nitrogen_other,DNRA_NO2_to_NH4
coasm_bin.237,contig_20897_pilon_326,K00626,phaA,PHA,PHA_synthesis
coasm_bin.237,contig_20897_pilon_365,K07636,phoR,Phosphate,Phosphate_regulation
coasm_bin.237,contig_20897_pilon_374,K02040,pstS,Phosphate,Phosphate_transport
coasm_bin.237,contig_33031_pilon_52,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.237,contig_33031_pilon_224,K02040,pstS,Phosphate,Phosphate_transport
coasm_bin.237,contig_33031_pilon_227,K00937,ppk,PolyP,PolyP_synthesis
coasm_bin.237,contig_33031_pilon_285,K04561,norB,Denitrification,NO_to_N2O
coasm_bin.237,contig_9735_pilon_84,K00703,glgC,Glycogen,Glycogen_synthesis
coasm_bin.237,contig_9735_pilon_112,K01895,acs,Acetate,Acetate_activation
coasm_bin.237,contig_9735_pilon_210,K01847,mcmA,Propionate_PHV,Methylmalonyl_CoA
coasm_bin.237,contig_9735_pilon_211,K01847,mcmA,Propionate_PHV,Methylmalonyl_CoA
coasm_bin.237,contig_9735_pilon_522,K00703,glgC,Glycogen,Glycogen_synthesis
coasm_bin.237,contig_9735_pilon_562,K22468,ppk2,PolyP,PolyP_synthesis
coasm_bin.237,contig_9735_pilon_574,K00626,phaA,PHA,PHA_synthesis
coasm_bin.237,contig_20880_pilon_3,K00925,ackA,Acetate,Acetate_activation
coasm_bin.237,contig_20880_pilon_88,K02040,pstS,Phosphate,Phosphate_transport
coasm_bin.237,contig_20880_pilon_89,K02037,pstC,Phosphate,Phosphate_transport
coasm_bin.237,contig_20880_pilon_89,K02038,pstA,Phosphate,Phosphate_transport
coasm_bin.237,contig_20880_pilon_90,K02038,pstA,Phosphate,Phosphate_transport
coasm_bin.237,contig_20880_pilon_91,K02036,pstB,Phosphate,Phosphate_transport
coasm_bin.237,contig_20880_pilon_92,K02039,phoU,Phosphate,Phosphate_regulation
coasm_bin.237,contig_20880_pilon_93,K02039,phoU,Phosphate,Phosphate_regulation
coasm_bin.237,contig_20880_pilon_355,K00362,nirB,Nitrogen_other,DNRA_NO2_to_NH4
coasm_bin.237,contig_20880_pilon_405,K00700,glgA,Glycogen,Glycogen_synthesis
coasm_bin.237,contig_20880_pilon_406,K00688,glgP,Glycogen,Glycogen_degradation
coasm_bin.237,contig_20880_pilon_462,K00634,pta,Acetate,Acetate_activation
coasm_bin.237,contig_20880_pilon_595,K00688,glgP,Glycogen,Glycogen_degradation
coasm_bin.237,contig_20880_pilon_603,K00700,glgA,Glycogen,Glycogen_synthesis
coasm_bin.237,contig_20880_pilon_663,K02040,pstS,Phosphate,Phosphate_transport
coasm_bin.237,contig_20880_pilon_780,K07636,phoR,Phosphate,Phosphate_regulation
coasm_bin.237,contig_20076_pilon_152,K00626,phaA,PHA,PHA_synthesis
coasm_bin.238,contig_20109_pilon_12,K00700,glgA,Glycogen,Glycogen_synthesis
coasm_bin.238,contig_58687_pilon_68,K00700,glgA,Glycogen,Glycogen_synthesis
coasm_bin.238,contig_15862_pilon_30,K01659,prpC,Propionate_PHV,Methylcitrate_cycle
coasm_bin.238,contig_15862_pilon_89,K00376,nosZ,Denitrification,N2O_to_N2
coasm_bin.238,contig_15862_pilon_90,K00376,nosZ,Denitrification,N2O_to_N2
coasm_bin.238,contig_39411_pilon_4,K00688,glgP,Glycogen,Glycogen_degradation
coasm_bin.238,contig_17660_pilon_15,K01214,glgX,Glycogen,Glycogen_debranching
coasm_bin.238,contig_17660_pilon_17,K01214,glgX,Glycogen,Glycogen_debranching
coasm_bin.238,contig_21463_pilon_31,K01895,acs,Acetate,Acetate_activation
coasm_bin.238,contig_55275_pilon_1,K02037,pstC,Phosphate,Phosphate_transport
coasm_bin.238,contig_55275_pilon_2,K02038,pstA,Phosphate,Phosphate_transport
coasm_bin.238,contig_55275_pilon_4,K02036,pstB,Phosphate,Phosphate_transport
coasm_bin.238,contig_55275_pilon_5,K02039,phoU,Phosphate,Phosphate_regulation
coasm_bin.238,contig_46505_pilon_11,K00703,glgC,Glycogen,Glycogen_synthesis
coasm_bin.238,contig_58006_pilon_5,K00937,ppk,PolyP,PolyP_synthesis
coasm_bin.238,contig_58006_pilon_6,K00937,ppk,PolyP,PolyP_synthesis
coasm_bin.238,contig_58006_pilon_7,K00937,ppk,PolyP,PolyP_synthesis
coasm_bin.238,contig_45519_pilon_23,K00626,phaA,PHA,PHA_synthesis
coasm_bin.238,contig_32474_pilon_10,K02040,pstS,Phosphate,Phosphate_transport
coasm_bin.24,contig_25237_pilon_269,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.240,contig_32153_pilon_11,K07636,phoR,Phosphate,Phosphate_regulation
coasm_bin.240,contig_17825_pilon_17,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.240,contig_17825_pilon_29,K07657,phoB,Phosphate,Phosphate_regulation
coasm_bin.240,contig_42623_pilon_29,K00368,nirK,Denitrification,NO2_to_NO
coasm_bin.240,contig_50561_pilon_6,K01895,acs,Acetate,Acetate_activation
coasm_bin.240,contig_53107_pilon_5,K00937,ppk,PolyP,PolyP_synthesis
coasm_bin.240,contig_53107_pilon_6,K07636,phoR,Phosphate,Phosphate_regulation
coasm_bin.240,contig_47510_pilon_5,K07636,phoR,Phosphate,Phosphate_regulation
coasm_bin.240,contig_42694_pilon_1,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.240,contig_42694_pilon_9,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.240,contig_38638_pilon_10,K02036,pstB,Phosphate,Phosphate_transport
coasm_bin.240,contig_55677_pilon_6,K00363,nirD,Nitrogen_other,DNRA_NO2_to_NH4
coasm_bin.240,contig_26742_pilon_48,K01895,acs,Acetate,Acetate_activation
coasm_bin.240,contig_59426_pilon_66,K02040,pstS,Phosphate,Phosphate_transport
coasm_bin.240,contig_42912_pilon_5,K00626,phaA,PHA,PHA_synthesis
coasm_bin.240,contig_40990_pilon_1,K00370,narG/narZ/nxrA,Denitrification,NO3_to_NO2
coasm_bin.240,contig_40990_pilon_2,K00370,narG/narZ/nxrA,Denitrification,NO3_to_NO2
coasm_bin.240,contig_40990_pilon_3,K00370,narG/narZ/nxrA,Denitrification,NO3_to_NO2
coasm_bin.240,contig_40990_pilon_4,K00371,narH/narY/nxrB,Denitrification,NO3_to_NO2
coasm_bin.240,contig_40990_pilon_5,K00371,narH/narY/nxrB,Denitrification,NO3_to_NO2
coasm_bin.240,contig_40990_pilon_6,K00371,narH/narY/nxrB,Denitrification,NO3_to_NO2
coasm_bin.240,contig_40990_pilon_8,K00374,narI/narV,Denitrification,NO3_to_NO2
coasm_bin.240,contig_23515_pilon_1,K00702,glgB,Glycogen,Glycogen_branching
coasm_bin.240,contig_37913_pilon_7,K07636,phoR,Phosphate,Phosphate_regulation
coasm_bin.240,contig_51397_pilon_14,K00626,phaA,PHA,PHA_synthesis
coasm_bin.240,contig_15655_pilon_6,K01848,mcmB,Propionate_PHV,Methylmalonyl_CoA
coasm_bin.240,contig_39261_pilon_2,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.240,contig_39261_pilon_4,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.240,contig_39261_pilon_31,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.240,contig_6312_pilon_21,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.240,contig_6312_pilon_30,K15876,nrfH,Nitrogen_other,DNRA_NO2_to_NH4
coasm_bin.240,contig_44356_pilon_1,K07636,phoR,Phosphate,Phosphate_regulation
coasm_bin.240,contig_44356_pilon_2,K07636,phoR,Phosphate,Phosphate_regulation
coasm_bin.240,contig_48369_pilon_22,K02036,pstB,Phosphate,Phosphate_transport
coasm_bin.240,contig_48369_pilon_23,K02038,pstA,Phosphate,Phosphate_transport
coasm_bin.240,contig_48369_pilon_24,K02037,pstC,Phosphate,Phosphate_transport
coasm_bin.240,contig_48369_pilon_24,K02038,pstA,Phosphate,Phosphate_transport
coasm_bin.240,contig_48369_pilon_25,K02040,pstS,Phosphate,Phosphate_transport
coasm_bin.240,contig_48369_pilon_26,K02036,pstB,Phosphate,Phosphate_transport
coasm_bin.240,contig_48369_pilon_27,K02039,phoU,Phosphate,Phosphate_regulation
coasm_bin.240,contig_48369_pilon_29,K02036,pstB,Phosphate,Phosphate_transport
coasm_bin.240,contig_48369_pilon_30,K02038,pstA,Phosphate,Phosphate_transport
coasm_bin.240,contig_48369_pilon_31,K02037,pstC,Phosphate,Phosphate_transport
coasm_bin.240,contig_61531_pilon_15,K00368,nirK,Denitrification,NO2_to_NO
coasm_bin.240,contig_37332_pilon_8,K02040,pstS,Phosphate,Phosphate_transport
coasm_bin.240,contig_37332_pilon_9,K02037,pstC,Phosphate,Phosphate_transport
coasm_bin.240,contig_37332_pilon_10,K02038,pstA,Phosphate,Phosphate_transport
coasm_bin.240,contig_37332_pilon_11,K02036,pstB,Phosphate,Phosphate_transport
coasm_bin.240,contig_44906_pilon_9,K00626,phaA,PHA,PHA_synthesis
coasm_bin.246,contig_62688_pilon_33,K02040,pstS,Phosphate,Phosphate_transport
coasm_bin.246,contig_61239_pilon_13,K02305,norC,Denitrification,NO_to_N2O
coasm_bin.246,contig_61239_pilon_14,K04561,norB,Denitrification,NO_to_N2O
coasm_bin.246,contig_61239_pilon_17,K15864,nirS,Denitrification,NO2_to_NO
coasm_bin.246,contig_26725_pilon_41,K02568,napB,Denitrification,NO3_to_NO2
coasm_bin.246,contig_26725_pilon_44,K02567,napA,Denitrification,NO3_to_NO2
coasm_bin.246,contig_38686_pilon_7,K00700,glgA,Glycogen,Glycogen_synthesis
coasm_bin.246,contig_38686_pilon_8,K00700,glgA,Glycogen,Glycogen_synthesis
coasm_bin.246,contig_38686_pilon_12,K01214,glgX,Glycogen,Glycogen_debranching
coasm_bin.246,contig_27043_pilon_67,K00700,glgA,Glycogen,Glycogen_synthesis
coasm_bin.246,contig_27043_pilon_68,K00700,glgA,Glycogen,Glycogen_synthesis
coasm_bin.246,contig_45251_pilon_12,K00626,phaA,PHA,PHA_synthesis
coasm_bin.246,contig_62863_pilon_21,K01847,mcmA,Propionate_PHV,Methylmalonyl_CoA
coasm_bin.246,contig_27738_pilon_21,K00925,ackA,Acetate,Acetate_activation
coasm_bin.246,contig_56168_pilon_5,K00626,phaA,PHA,PHA_synthesis
coasm_bin.246,contig_59264_pilon_58,K02040,pstS,Phosphate,Phosphate_transport
coasm_bin.246,contig_59264_pilon_59,K02037,pstC,Phosphate,Phosphate_transport
coasm_bin.246,contig_59264_pilon_60,K02038,pstA,Phosphate,Phosphate_transport
coasm_bin.246,contig_33670_pilon_6,K00937,ppk,PolyP,PolyP_synthesis
coasm_bin.246,contig_33670_pilon_7,K00937,ppk,PolyP,PolyP_synthesis
coasm_bin.246,contig_33670_pilon_9,K00937,ppk,PolyP,PolyP_synthesis
coasm_bin.246,contig_36494_pilon_14,K01895,acs,Acetate,Acetate_activation
coasm_bin.246,contig_36494_pilon_15,K01895,acs,Acetate,Acetate_activation
coasm_bin.246,contig_36494_pilon_61,K00363,nirD,Nitrogen_other,DNRA_NO2_to_NH4
coasm_bin.246,contig_36494_pilon_62,K00362,nirB,Nitrogen_other,DNRA_NO2_to_NH4
coasm_bin.246,contig_16085_pilon_77,K00023,phaB,PHA,PHA_synthesis
coasm_bin.246,contig_16085_pilon_78,K03821,phaC,PHA,PHA_synthesis
coasm_bin.246,contig_30192_pilon_1,K00362,nirB,Nitrogen_other,DNRA_NO2_to_NH4
coasm_bin.246,contig_30192_pilon_27,K00688,glgP,Glycogen,Glycogen_degradation
coasm_bin.246,contig_30192_pilon_38,K01214,glgX,Glycogen,Glycogen_debranching
coasm_bin.246,contig_30192_pilon_39,K01214,glgX,Glycogen,Glycogen_debranching
coasm_bin.246,contig_34874_pilon_14,K03821,phaC,PHA,PHA_synthesis
coasm_bin.246,contig_34874_pilon_20,K00626,phaA,PHA,PHA_synthesis
coasm_bin.246,contig_34336_pilon_20,K03821,phaC,PHA,PHA_synthesis
coasm_bin.246,contig_29700_pilon_73,K22468,ppk2,PolyP,PolyP_synthesis
coasm_bin.246,contig_13762_pilon_43,K01908,prpE,Propionate_PHV,Propionyl_CoA_synthesis
coasm_bin.246,contig_10496_pilon_23,K00376,nosZ,Denitrification,N2O_to_N2
coasm_bin.246,contig_10496_pilon_28,K00376,nosZ,Denitrification,N2O_to_N2
coasm_bin.248,contig_34538_pilon_25,K04561,norB,Denitrification,NO_to_N2O
coasm_bin.248,contig_34538_pilon_26,K02305,norC,Denitrification,NO_to_N2O
coasm_bin.248,contig_34538_pilon_30,K15864,nirS,Denitrification,NO2_to_NO
coasm_bin.248,contig_35630_pilon_11,K00626,phaA,PHA,PHA_synthesis
coasm_bin.248,contig_62391_pilon_39,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.248,contig_58676_pilon_68,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.248,contig_58676_pilon_71,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.248,contig_61833_pilon_14,K22468,ppk2,PolyP,PolyP_synthesis
coasm_bin.248,contig_41353_pilon_11,K01847,mcmA,Propionate_PHV,Methylmalonyl_CoA
coasm_bin.248,contig_38201_pilon_1,K00937,ppk,PolyP,PolyP_synthesis
coasm_bin.248,contig_57530_pilon_72,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.248,contig_23763_pilon_30,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.248,contig_33225_pilon_16,K05973,phaZ,PHA,PHA_degradation
coasm_bin.248,contig_33225_pilon_17,K03821,phaC,PHA,PHA_synthesis
coasm_bin.248,contig_33225_pilon_96,K00626,phaA,PHA,PHA_synthesis
coasm_bin.248,contig_23404_pilon_11,K01895,acs,Acetate,Acetate_activation
coasm_bin.248,contig_23404_pilon_11,K01908,prpE,Propionate_PHV,Propionyl_CoA_synthesis
coasm_bin.248,contig_39130_pilon_1,K00362,nirB,Nitrogen_other,DNRA_NO2_to_NH4
coasm_bin.248,contig_48749_pilon_7,K01895,acs,Acetate,Acetate_activation
coasm_bin.248,contig_34447_pilon_5,K00626,phaA,PHA,PHA_synthesis
coasm_bin.248,contig_26862_pilon_47,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.248,contig_60309_pilon_37,K00374,narI/narV,Denitrification,NO3_to_NO2
coasm_bin.248,contig_60309_pilon_39,K00371,narH/narY/nxrB,Denitrification,NO3_to_NO2
coasm_bin.248,contig_60309_pilon_40,K00370,narG/narZ/nxrA,Denitrification,NO3_to_NO2
coasm_bin.248,contig_60309_pilon_41,K00370,narG/narZ/nxrA,Denitrification,NO3_to_NO2
coasm_bin.248,contig_60309_pilon_42,K00370,narG/narZ/nxrA,Denitrification,NO3_to_NO2
coasm_bin.248,contig_60309_pilon_84,K15864,nirS,Denitrification,NO2_to_NO
coasm_bin.248,contig_60309_pilon_88,K02305,norC,Denitrification,NO_to_N2O
coasm_bin.248,contig_60309_pilon_89,K04561,norB,Denitrification,NO_to_N2O
coasm_bin.248,contig_60309_pilon_118,K00376,nosZ,Denitrification,N2O_to_N2
coasm_bin.248,contig_32176_pilon_29,K00376,nosZ,Denitrification,N2O_to_N2
coasm_bin.248,contig_32176_pilon_47,K00634,pta,Acetate,Acetate_activation
coasm_bin.248,contig_32176_pilon_48,K00925,ackA,Acetate,Acetate_activation
coasm_bin.248,contig_32176_pilon_52,K22468,ppk2,PolyP,PolyP_synthesis
coasm_bin.248,contig_38919_pilon_15,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.248,contig_26538_pilon_92,K02040,pstS,Phosphate,Phosphate_transport
coasm_bin.248,contig_40611_pilon_6,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.248,contig_32177_pilon_27,K22468,ppk2,PolyP,PolyP_synthesis
coasm_bin.248,contig_51220_pilon_53,K00626,phaA,PHA,PHA_synthesis
coasm_bin.248,contig_51220_pilon_54,K00023,phaB,PHA,PHA_synthesis
coasm_bin.248,contig_51220_pilon_80,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.248,contig_40550_pilon_43,K22468,ppk2,PolyP,PolyP_synthesis
coasm_bin.248,contig_40550_pilon_48,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.248,contig_19382_pilon_7,K01214,glgX,Glycogen,Glycogen_debranching
coasm_bin.248,contig_19382_pilon_8,K00703,glgC,Glycogen,Glycogen_synthesis
coasm_bin.248,contig_19382_pilon_9,K00703,glgC,Glycogen,Glycogen_synthesis
coasm_bin.248,contig_19382_pilon_11,K00700,glgA,Glycogen,Glycogen_synthesis
coasm_bin.248,contig_19382_pilon_12,K00688,glgP,Glycogen,Glycogen_degradation
coasm_bin.248,contig_28406_pilon_10,K07657,phoB,Phosphate,Phosphate_regulation
coasm_bin.248,contig_28406_pilon_11,K02039,phoU,Phosphate,Phosphate_regulation
coasm_bin.248,contig_28406_pilon_12,K02036,pstB,Phosphate,Phosphate_transport
coasm_bin.248,contig_28406_pilon_13,K02038,pstA,Phosphate,Phosphate_transport
coasm_bin.248,contig_28406_pilon_14,K02037,pstC,Phosphate,Phosphate_transport
coasm_bin.248,contig_28406_pilon_15,K02040,pstS,Phosphate,Phosphate_transport
coasm_bin.248,contig_28406_pilon_16,K07636,phoR,Phosphate,Phosphate_regulation
coasm_bin.248,contig_57629_pilon_53,K22468,ppk2,PolyP,PolyP_synthesis
coasm_bin.248,contig_26588_pilon_31,K01895,acs,Acetate,Acetate_activation
coasm_bin.248,contig_26588_pilon_32,K01895,acs,Acetate,Acetate_activation
coasm_bin.248,contig_42379_pilon_6,K00626,phaA,PHA,PHA_synthesis
coasm_bin.248,contig_35635_pilon_25,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.249,contig_47932_pilon_107,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.249,contig_11855_pilon_254,K22468,ppk2,PolyP,PolyP_synthesis
coasm_bin.249,contig_11855_pilon_257,K00626,phaA,PHA,PHA_synthesis
coasm_bin.249,contig_10326_pilon_192,K00626,phaA,PHA,PHA_synthesis
coasm_bin.249,contig_10326_pilon_273,K04561,norB,Denitrification,NO_to_N2O
coasm_bin.249,contig_10326_pilon_274,K04561,norB,Denitrification,NO_to_N2O
coasm_bin.249,contig_50746_pilon_83,K00937,ppk,PolyP,PolyP_synthesis
coasm_bin.249,contig_50746_pilon_88,K02040,pstS,Phosphate,Phosphate_transport
coasm_bin.249,contig_50746_pilon_89,K02037,pstC,Phosphate,Phosphate_transport
coasm_bin.249,contig_50746_pilon_90,K02038,pstA,Phosphate,Phosphate_transport
coasm_bin.249,contig_50746_pilon_91,K02036,pstB,Phosphate,Phosphate_transport
coasm_bin.249,contig_50746_pilon_92,K02039,phoU,Phosphate,Phosphate_regulation
coasm_bin.249,contig_50746_pilon_93,K07657,phoB,Phosphate,Phosphate_regulation
coasm_bin.249,contig_50746_pilon_94,K07636,phoR,Phosphate,Phosphate_regulation
coasm_bin.249,contig_50746_pilon_129,K02568,napB,Denitrification,NO3_to_NO2
coasm_bin.249,contig_50746_pilon_132,K02567,napA,Denitrification,NO3_to_NO2
coasm_bin.249,contig_62109_pilon_1,K03821,phaC,PHA,PHA_synthesis
coasm_bin.249,contig_62109_pilon_16,K01659,prpC,Propionate_PHV,Methylcitrate_cycle
coasm_bin.249,contig_62109_pilon_52,K03821,phaC,PHA,PHA_synthesis
coasm_bin.249,contig_41281_pilon_116,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.249,contig_41281_pilon_119,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.249,contig_34994_pilon_3,K00626,phaA,PHA,PHA_synthesis
coasm_bin.249,contig_34994_pilon_4,K00626,phaA,PHA,PHA_synthesis
coasm_bin.249,contig_34102_pilon_54,K00626,phaA,PHA,PHA_synthesis
coasm_bin.249,contig_45641_pilon_10,K00362,nirB,Nitrogen_other,DNRA_NO2_to_NH4
coasm_bin.249,contig_45641_pilon_11,K00363,nirD,Nitrogen_other,DNRA_NO2_to_NH4
coasm_bin.249,contig_45641_pilon_134,K05973,phaZ,PHA,PHA_degradation
coasm_bin.249,contig_21279_pilon_103,K01895,acs,Acetate,Acetate_activation
coasm_bin.249,contig_31895_pilon_11,K01847,mcmA,Propionate_PHV,Methylmalonyl_CoA
coasm_bin.249,contig_18418_pilon_24,K00925,ackA,Acetate,Acetate_activation
coasm_bin.249,contig_18418_pilon_25,K00634,pta,Acetate,Acetate_activation
