MAG,Denitrification_genes_present,Denitrification_genes_total,Denitrification_completeness,Denitrification_present_list,Denitrification_absent_list,Nitrogen_other_genes_present,Nitrogen_other_genes_total,Nitrogen_other_completeness,Nitrogen_other_present_list,Nitrogen_other_absent_list,PolyP_genes_present,PolyP_genes_total,PolyP_completeness,PolyP_present_list,PolyP_absent_list,Phosphate_genes_present,Phosphate_genes_total,Phosphate_completeness,Phosphate_present_list,Phosphate_absent_list,PHA_genes_present,PHA_genes_total,PHA_completeness,PHA_present_list,PHA_absent_list,Acetate_genes_present,Acetate_genes_total,Acetate_completeness,Acetate_present_list,Acetate_absent_list,Propionate_PHV_genes_present,Propionate_PHV_genes_total,Propionate_PHV_completeness,Propionate_PHV_present_list,Propionate_PHV_absent_list,Glycogen_genes_present,Glycogen_genes_total,Glycogen_completeness,Glycogen_present_list,Glycogen_absent_list
coasm_bin.125,0,10,0/10,,narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK; norB; norC; nosZ,0,4,0/4,,nirB; nirD; nrfA; nrfH,1,3,1/3,ppk(1),ppk2; ppx,2,8,2/8,pstS(1); phoR(1),pstC; pstA; pstB; pit; phoB; phoU,0,4,0/4,,phaA; phaB; phaC; phaZ,1,3,1/3,acs(3),pta; ackA,1,5,1/5,prpE(1),prpC; prpD; mcmA; mcmB,1,5,1/5,glgA(1),glgC; glgB; glgP; glgX
coasm_bin.13,2,10,2/10,nirK(1); norB(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; norC; nosZ,3,4,3/4,nirD(1); nrfA(1); nrfH(1),nirB,1,3,1/3,ppk(1),ppk2; ppx,2,8,2/8,phoB(1); phoR(1),pstS; pstC; pstA; pstB; pit; phoU,1,4,1/4,phaB(1),phaA; phaC; phaZ,1,3,1/3,ackA(1),pta; acs,1,5,1/5,mcmA(2),prpC; prpD; prpE; mcmB,3,5,3/5,glgC(1); glgA(1); glgX(1),glgB; glgP
coasm_bin.131,8,10,8/10,narG/narZ/nxrA(1); narH/narY/nxrB(1); narI/narV(1); napA(1); napB(1); nirS(1); norB(1); norC(1),nirK; nosZ,0,4,0/4,,nirB; nirD; nrfA; nrfH,1,3,1/3,ppk(2),ppk2; ppx,4,8,4/8,pit(1); phoB(1); phoR(1); phoU(1),pstS; pstC; pstA; pstB,3,4,3/4,phaA(2); phaB(2); phaC(1),phaZ,2,3,2/3,ackA(1); acs(5),pta,2,5,2/5,prpE(1); mcmA(2),prpC; prpD; mcmB,4,5,4/5,glgC(1); glgA(2); glgP(1); glgX(1),glgB
coasm_bin.132,2,10,2/10,nirK(1); nosZ(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; norB; norC,0,4,0/4,,nirB; nirD; nrfA; nrfH,1,3,1/3,ppk(1),ppk2; ppx,1,8,1/8,phoR(2),pstS; pstC; pstA; pstB; pit; phoB; phoU,1,4,1/4,phaA(2),phaB; phaC; phaZ,1,3,1/3,acs(1),pta; ackA,1,5,1/5,mcmA(2),prpC; prpD; prpE; mcmB,3,5,3/5,glgC(1); glgA(1); glgP(1),glgB; glgX
coasm_bin.133,2,10,2/10,norB(1); norC(2),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK; nosZ,0,4,0/4,,nirB; nirD; nrfA; nrfH,0,3,0/3,,ppk; ppk2; ppx,2,8,2/8,pstS(1); phoR(1),pstC; pstA; pstB; pit; phoB; phoU,1,4,1/4,phaA(1),phaB; phaC; phaZ,1,3,1/3,acs(1),pta; ackA,2,5,2/5,prpE(1); mcmA(3),prpC; prpD; mcmB,2,5,2/5,glgC(3); glgA(4),glgB; glgP; glgX
coasm_bin.134,2,10,2/10,nirK(1); norB(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; norC; nosZ,0,4,0/4,,nirB; nirD; nrfA; nrfH,1,3,1/3,ppk(1),ppk2; ppx,7,8,7/8,pstS(2); pstC(1); pstA(1); pstB(1); phoB(1); phoR(1); phoU(1),pit,4,4,4/4,phaA(2); phaB(2); phaC(1); phaZ(1),,1,3,1/3,acs(1),pta; ackA,1,5,1/5,prpC(1),prpD; prpE; mcmA; mcmB,0,5,0/5,,glgC; glgA; glgB; glgP; glgX
coasm_bin.135,2,10,2/10,norB(1); norC(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK; nosZ,0,4,0/4,,nirB; nirD; nrfA; nrfH,1,3,1/3,ppk(1),ppk2; ppx,2,8,2/8,pstS(1); phoR(2),pstC; pstA; pstB; pit; phoB; phoU,1,4,1/4,phaB(3),phaA; phaC; phaZ,1,3,1/3,acs(1),pta; ackA,1,5,1/5,mcmB(1),prpC; prpD; prpE; mcmA,1,5,1/5,glgC(1),glgA; glgB; glgP; glgX
coasm_bin.138,5,10,5/10,narG/narZ/nxrA(1); narH/narY/nxrB(1); narI/narV(3); napA(2); napB(1),nirS; nirK; norB; norC; nosZ,2,4,2/4,nirB(1); nirD(1),nrfA; nrfH,2,3,2/3,ppk(1); ppk2(2),ppx,8,8,8/8,pstS(2); pstC(1); pstA(1); pstB(1); pit(11); phoB(1); phoR(1); phoU(1),,3,4,3/4,phaA(5); phaB(1); phaC(1),phaZ,3,3,3/3,pta(2); ackA(1); acs(2),,2,5,2/5,prpE(1); mcmA(1),prpC; prpD; mcmB,0,5,0/5,,glgC; glgA; glgB; glgP; glgX
coasm_bin.139,1,10,1/10,nosZ(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK; norB; norC,0,4,0/4,,nirB; nirD; nrfA; nrfH,1,3,1/3,ppk(2),ppk2; ppx,8,8,8/8,pstS(2); pstC(1); pstA(1); pstB(1); pit(2); phoB(2); phoR(3); phoU(1),,1,4,1/4,phaA(2),phaB; phaC; phaZ,1,3,1/3,acs(1),pta; ackA,1,5,1/5,mcmA(1),prpC; prpD; prpE; mcmB,2,5,2/5,glgC(2); glgP(1),glgA; glgB; glgX
coasm_bin.142,4,10,4/10,nirK(2); norB(1); norC(1); nosZ(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS,0,4,0/4,,nirB; nirD; nrfA; nrfH,0,3,0/3,,ppk; ppk2; ppx,7,8,7/8,pstS(2); pstC(2); pstA(1); pstB(1); pit(1); phoR(2); phoU(1),phoB,2,4,2/4,phaA(1); phaB(1),phaC; phaZ,1,3,1/3,acs(1),pta; ackA,1,5,1/5,mcmB(2),prpC; prpD; prpE; mcmA,1,5,1/5,glgC(1),glgA; glgB; glgP; glgX
coasm_bin.147,1,10,1/10,norB(2),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK; norC; nosZ,3,4,3/4,nirB(1); nrfA(1); nrfH(2),nirD,0,3,0/3,,ppk; ppk2; ppx,8,8,8/8,pstS(4); pstC(1); pstA(2); pstB(2); pit(1); phoB(1); phoR(2); phoU(2),,1,4,1/4,phaA(2),phaB; phaC; phaZ,3,3,3/3,pta(1); ackA(1); acs(2),,2,5,2/5,prpE(1); mcmA(2),prpC; prpD; mcmB,4,5,4/5,glgC(2); glgA(3); glgP(2); glgX(1),glgB
coasm_bin.15,4,10,4/10,napA(1); napB(1); nirS(2); nosZ(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; nirK; norB; norC,2,4,2/4,nirB(1); nirD(1),nrfA; nrfH,2,3,2/3,ppk(1); ppk2(2),ppx,7,8,7/8,pstS(1); pstC(1); pstA(1); pstB(1); phoB(1); phoR(1); phoU(1),pit,3,4,3/4,phaA(6); phaB(2); phaC(3),phaZ,2,3,2/3,ackA(2); acs(2),pta,3,5,3/5,prpE(1); mcmA(2); mcmB(2),prpC; prpD,3,5,3/5,glgC(1); glgA(1); glgP(4),glgB; glgX
coasm_bin.150,0,10,0/10,,narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK; norB; norC; nosZ,2,4,2/4,nrfA(2); nrfH(2),nirB; nirD,2,3,2/3,ppk(1); ppk2(1),ppx,6,8,6/8,pstS(2); pstC(1); pstA(1); pstB(1); phoR(4); phoU(1),pit; phoB,1,4,1/4,phaA(1),phaB; phaC; phaZ,2,3,2/3,ackA(1); acs(1),pta,2,5,2/5,mcmA(1); mcmB(2),prpC; prpD; prpE,5,5,5/5,glgC(3); glgA(1); glgB(1); glgP(2); glgX(1),
coasm_bin.153,1,10,1/10,nosZ(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK; norB; norC,3,4,3/4,nirD(1); nrfA(1); nrfH(1),nirB,1,3,1/3,ppk(1),ppk2; ppx,6,8,6/8,pstS(1); pstC(1); pstA(1); pstB(1); phoB(1); phoU(2),pit; phoR,1,4,1/4,phaA(1),phaB; phaC; phaZ,2,3,2/3,ackA(1); acs(1),pta,3,5,3/5,prpC(1); prpD(1); mcmB(1),prpE; mcmA,4,5,4/5,glgC(1); glgA(2); glgB(1); glgP(1),glgX
coasm_bin.156,2,10,2/10,nirK(2); nosZ(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; norB; norC,0,4,0/4,,nirB; nirD; nrfA; nrfH,1,3,1/3,ppk(1),ppk2; ppx,3,8,3/8,pstS(1); pit(1); phoR(6),pstC; pstA; pstB; phoB; phoU,2,4,2/4,phaA(1); phaB(1),phaC; phaZ,2,3,2/3,ackA(1); acs(1),pta,1,5,1/5,mcmA(2),prpC; prpD; prpE; mcmB,3,5,3/5,glgC(2); glgA(1); glgP(1),glgB; glgX
coasm_bin.157,6,10,6/10,narG/narZ/nxrA(1); narH/narY/nxrB(1); nirS(1); norB(7); norC(1); nosZ(1),narI/narV; napA; napB; nirK,0,4,0/4,,nirB; nirD; nrfA; nrfH,2,3,2/3,ppk(1); ppk2(2),ppx,3,8,3/8,pstS(2); phoB(1); phoR(1),pstC; pstA; pstB; pit; phoU,2,4,2/4,phaA(2); phaC(1),phaB; phaZ,0,3,0/3,,pta; ackA; acs,1,5,1/5,mcmA(1),prpC; prpD; prpE; mcmB,4,5,4/5,glgC(1); glgA(3); glgP(1); glgX(1),glgB
coasm_bin.161,5,10,5/10,narG/narZ/nxrA(1); narH/narY/nxrB(1); narI/narV(1); nirS(1); norB(1),napA; napB; nirK; norC; nosZ,3,4,3/4,nirD(2); nrfA(1); nrfH(1),nirB,2,3,2/3,ppk(1); ppk2(2),ppx,6,8,6/8,pstS(1); pstA(1); pstB(1); pit(3); phoB(2); phoU(1),pstC; phoR,1,4,1/4,phaA(3),phaB; phaC; phaZ,1,3,1/3,acs(2),pta; ackA,1,5,1/5,mcmB(1),prpC; prpD; prpE; mcmA,0,5,0/5,,glgC; glgA; glgB; glgP; glgX
coasm_bin.171,9,10,9/10,narG/narZ/nxrA(1); narH/narY/nxrB(1); narI/narV(1); napA(1); napB(1); nirS(1); norB(1); norC(1); nosZ(1),nirK,2,4,2/4,nirB(1); nirD(1),nrfA; nrfH,2,3,2/3,ppk(1); ppk2(2),ppx,8,8,8/8,pstS(1); pstC(1); pstA(1); pstB(1); pit(4); phoB(2); phoR(1); phoU(1),,4,4,4/4,phaA(4); phaB(1); phaC(2); phaZ(1),,3,3,3/3,pta(1); ackA(1); acs(1),,2,5,2/5,prpE(1); mcmA(1),prpC; prpD; mcmB,3,5,3/5,glgC(1); glgP(1); glgX(1),glgA; glgB
coasm_bin.178,6,10,6/10,napA(1); napB(1); nirS(1); norB(1); norC(1); nosZ(2),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; nirK,2,4,2/4,nirB(1); nirD(1),nrfA; nrfH,2,3,2/3,ppk(2); ppk2(2),ppx,8,8,8/8,pstS(2); pstC(1); pstA(1); pstB(1); pit(9); phoB(1); phoR(1); phoU(1),,4,4,4/4,phaA(6); phaB(1); phaC(2); phaZ(4),,3,3,3/3,pta(1); ackA(2); acs(4),,2,5,2/5,prpE(1); mcmA(3),prpC; prpD; mcmB,4,5,4/5,glgC(1); glgA(1); glgB(2); glgP(1),glgX
coasm_bin.181,5,10,5/10,narG/narZ/nxrA(2); narI/narV(1); nirK(1); norC(1); nosZ(4),narH/narY/nxrB; napA; napB; nirS; norB,2,4,2/4,nrfA(1); nrfH(1),nirB; nirD,2,3,2/3,ppk(2); ppk2(1),ppx,8,8,8/8,pstS(3); pstC(3); pstA(3); pstB(3); pit(7); phoB(2); phoR(2); phoU(2),,1,4,1/4,phaA(7),phaB; phaC; phaZ,1,3,1/3,acs(2),pta; ackA,2,5,2/5,mcmA(2); mcmB(5),prpC; prpD; prpE,3,5,3/5,glgA(1); glgP(2); glgX(1),glgC; glgB
coasm_bin.183,4,10,4/10,nirK(1); norB(1); norC(1); nosZ(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS,1,4,1/4,nirD(2),nirB; nrfA; nrfH,2,3,2/3,ppk(1); ppk2(1),ppx,8,8,8/8,pstS(2); pstC(1); pstA(1); pstB(1); pit(6); phoB(1); phoR(1); phoU(2),,1,4,1/4,phaA(1),phaB; phaC; phaZ,2,3,2/3,ackA(1); acs(1),pta,1,5,1/5,mcmB(2),prpC; prpD; prpE; mcmA,3,5,3/5,glgC(1); glgA(1); glgP(1),glgB; glgX
coasm_bin.185,5,10,5/10,napA(1); napB(1); nirS(2); norB(1); nosZ(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; nirK; norC,2,4,2/4,nirB(1); nirD(1),nrfA; nrfH,2,3,2/3,ppk(2); ppk2(3),ppx,7,8,7/8,pstS(2); pstC(1); pstA(1); pstB(1); phoB(2); phoR(1); phoU(2),pit,4,4,4/4,phaA(3); phaB(1); phaC(3); phaZ(2),,3,3,3/3,pta(1); ackA(1); acs(2),,5,5,5/5,prpC(1); prpD(1); prpE(1); mcmA(1); mcmB(1),,4,5,4/5,glgC(1); glgA(3); glgP(2); glgX(3),glgB
coasm_bin.188,2,10,2/10,nirK(1); norB(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; norC; nosZ,1,4,1/4,nrfH(1),nirB; nirD; nrfA,2,3,2/3,ppk(1); ppk2(2),ppx,7,8,7/8,pstS(3); pstC(2); pstA(2); pstB(2); phoB(2); phoR(3); phoU(1),pit,1,4,1/4,phaB(1),phaA; phaC; phaZ,2,3,2/3,ackA(1); acs(1),pta,2,5,2/5,prpC(1); mcmA(2),prpD; prpE; mcmB,4,5,4/5,glgC(1); glgA(1); glgB(1); glgP(1),glgX
coasm_bin.196,6,10,6/10,napA(1); napB(1); nirS(1); norB(1); norC(1); nosZ(2),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; nirK,2,4,2/4,nirB(1); nirD(1),nrfA; nrfH,2,3,2/3,ppk(1); ppk2(1),ppx,8,8,8/8,pstS(1); pstC(1); pstA(1); pstB(1); pit(14); phoB(1); phoR(1); phoU(1),,4,4,4/4,phaA(6); phaB(2); phaC(2); phaZ(1),,3,3,3/3,pta(1); ackA(1); acs(3),,2,5,2/5,prpE(1); mcmA(2),prpC; prpD; mcmB,2,5,2/5,glgA(2); glgP(1),glgC; glgB; glgX
coasm_bin.2,6,10,6/10,narG/narZ/nxrA(1); narH/narY/nxrB(1); narI/narV(1); nirS(1); norB(1); norC(1),napA; napB; nirK; nosZ,2,4,2/4,nirB(1); nirD(1),nrfA; nrfH,2,3,2/3,ppk(2); ppk2(2),ppx,8,8,8/8,pstS(1); pstC(1); pstA(1); pstB(1); pit(5); phoB(1); phoR(1); phoU(1),,4,4,4/4,phaA(8); phaB(2); phaC(3); phaZ(2),,3,3,3/3,pta(1); ackA(1); acs(1),,3,5,3/5,prpC(1); prpE(1); mcmA(1),prpD; mcmB,0,5,0/5,,glgC; glgA; glgB; glgP; glgX
coasm_bin.201,4,10,4/10,napB(1); nirK(3); norB(1); norC(2),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; nirS; nosZ,0,4,0/4,,nirB; nirD; nrfA; nrfH,2,3,2/3,ppk(1); ppk2(1),ppx,7,8,7/8,pstS(1); pstA(1); pstB(1); pit(2); phoB(2); phoR(3); phoU(1),pstC,1,4,1/4,phaA(1),phaB; phaC; phaZ,1,3,1/3,acs(1),pta; ackA,0,5,0/5,,prpC; prpD; prpE; mcmA; mcmB,3,5,3/5,glgA(1); glgP(2); glgX(1),glgC; glgB
coasm_bin.202,4,10,4/10,nirS(1); norB(1); norC(1); nosZ(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirK,2,4,2/4,nirB(1); nirD(1),nrfA; nrfH,2,3,2/3,ppk(1); ppk2(3),ppx,8,8,8/8,pstS(1); pstC(1); pstA(1); pstB(1); pit(9); phoB(1); phoR(1); phoU(1),,4,4,4/4,phaA(5); phaB(1); phaC(4); phaZ(1),,2,3,2/3,pta(1); acs(3),ackA,2,5,2/5,prpE(1); mcmA(1),prpC; prpD; mcmB,3,5,3/5,glgC(1); glgP(1); glgX(1),glgA; glgB
coasm_bin.203,4,10,4/10,nirK(1); norB(1); norC(1); nosZ(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS,2,4,2/4,nirB(1); nirD(1),nrfA; nrfH,2,3,2/3,ppk(1); ppk2(3),ppx,8,8,8/8,pstS(2); pstC(1); pstA(1); pstB(1); pit(11); phoB(1); phoR(1); phoU(1),,4,4,4/4,phaA(5); phaB(1); phaC(1); phaZ(1),,3,3,3/3,pta(1); ackA(1); acs(3),,2,5,2/5,prpE(1); mcmA(1),prpC; prpD; mcmB,4,5,4/5,glgC(1); glgA(1); glgP(1); glgX(1),glgB
coasm_bin.206,0,10,0/10,,narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK; norB; norC; nosZ,0,4,0/4,,nirB; nirD; nrfA; nrfH,0,3,0/3,,ppk; ppk2; ppx,1,8,1/8,pit(5),pstS; pstC; pstA; pstB; phoB; phoR; phoU,1,4,1/4,phaA(1),phaB; phaC; phaZ,0,3,0/3,,pta; ackA; acs,2,5,2/5,mcmA(1); mcmB(2),prpC; prpD; prpE,0,5,0/5,,glgC; glgA; glgB; glgP; glgX
coasm_bin.207,0,10,0/10,,narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK; norB; norC; nosZ,0,4,0/4,,nirB; nirD; nrfA; nrfH,1,3,1/3,ppk(1),ppk2; ppx,8,8,8/8,pstS(1); pstC(1); pstA(1); pstB(1); pit(10); phoB(1); phoR(3); phoU(1),,1,4,1/4,phaA(2),phaB; phaC; phaZ,2,3,2/3,pta(1); ackA(2),acs,2,5,2/5,mcmA(1); mcmB(1),prpC; prpD; prpE,3,5,3/5,glgC(1); glgP(1); glgX(1),glgA; glgB
coasm_bin.208,5,10,5/10,napA(6); nirS(1); norB(1); norC(1); nosZ(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napB; nirK,2,4,2/4,nirB(3); nirD(2),nrfA; nrfH,2,3,2/3,ppk(2); ppk2(2),ppx,8,8,8/8,pstS(4); pstC(2); pstA(2); pstB(2); pit(2); phoB(1); phoR(1); phoU(1),,3,4,3/4,phaA(6); phaB(2); phaC(3),phaZ,3,3,3/3,pta(1); ackA(1); acs(1),,2,5,2/5,prpE(1); mcmA(1),prpC; prpD; mcmB,5,5,5/5,glgC(1); glgA(2); glgB(7); glgP(1); glgX(2),
coasm_bin.209,1,10,1/10,nirK(3),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; norB; norC; nosZ,0,4,0/4,,nirB; nirD; nrfA; nrfH,1,3,1/3,ppk(5),ppk2; ppx,6,8,6/8,pstC(1); pstA(1); pstB(2); pit(13); phoR(4); phoU(3),pstS; phoB,1,4,1/4,phaA(1),phaB; phaC; phaZ,0,3,0/3,,pta; ackA; acs,1,5,1/5,mcmB(2),prpC; prpD; prpE; mcmA,3,5,3/5,glgC(2); glgA(1); glgP(2),glgB; glgX
coasm_bin.213,4,10,4/10,nirK(3); norB(1); norC(1); nosZ(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS,0,4,0/4,,nirB; nirD; nrfA; nrfH,1,3,1/3,ppk(1),ppk2; ppx,3,8,3/8,pstS(2); pit(1); phoR(3),pstC; pstA; pstB; phoB; phoU,3,4,3/4,phaA(1); phaB(2); phaC(2),phaZ,1,3,1/3,acs(1),pta; ackA,1,5,1/5,mcmB(1),prpC; prpD; prpE; mcmA,2,5,2/5,glgC(1); glgP(1),glgA; glgB; glgX
coasm_bin.214,6,10,6/10,narG/narZ/nxrA(1); narH/narY/nxrB(1); napA(1); napB(1); norB(1); nosZ(1),narI/narV; nirS; nirK; norC,2,4,2/4,nirB(2); nirD(2),nrfA; nrfH,1,3,1/3,ppk(1),ppk2; ppx,7,8,7/8,pstS(1); pstC(1); pstA(1); pstB(1); phoB(1); phoR(1); phoU(1),pit,4,4,4/4,phaA(8); phaB(2); phaC(3); phaZ(1),,1,3,1/3,acs(2),pta; ackA,3,5,3/5,prpE(1); mcmA(2); mcmB(1),prpC; prpD,3,5,3/5,glgC(1); glgA(1); glgP(1),glgB; glgX
coasm_bin.215,6,10,6/10,narG/narZ/nxrA(1); narH/narY/nxrB(1); narI/narV(1); nirS(1); nirK(1); norB(2),napA; napB; norC; nosZ,0,4,0/4,,nirB; nirD; nrfA; nrfH,2,3,2/3,ppk(1); ppk2(1),ppx,2,8,2/8,phoB(1); phoR(1),pstS; pstC; pstA; pstB; pit; phoU,4,4,4/4,phaA(2); phaB(1); phaC(1); phaZ(1),,1,3,1/3,acs(1),pta; ackA,2,5,2/5,prpC(1); prpD(1),prpE; mcmA; mcmB,0,5,0/5,,glgC; glgA; glgB; glgP; glgX
coasm_bin.218,1,10,1/10,norB(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK; norC; nosZ,0,4,0/4,,nirB; nirD; nrfA; nrfH,1,3,1/3,ppk(1),ppk2; ppx,8,8,8/8,pstS(1); pstC(1); pstA(2); pstB(1); pit(6); phoB(1); phoR(2); phoU(1),,4,4,4/4,phaA(8); phaB(1); phaC(2); phaZ(1),,1,3,1/3,acs(1),pta; ackA,1,5,1/5,mcmA(1),prpC; prpD; prpE; mcmB,0,5,0/5,,glgC; glgA; glgB; glgP; glgX
coasm_bin.219,0,10,0/10,,narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK; norB; norC; nosZ,2,4,2/4,nirB(1); nirD(1),nrfA; nrfH,1,3,1/3,ppk2(2),ppk; ppx,2,8,2/8,pit(4); phoR(1),pstS; pstC; pstA; pstB; phoB; phoU,4,4,4/4,phaA(6); phaB(1); phaC(2); phaZ(2),,3,3,3/3,pta(1); ackA(1); acs(5),,4,5,4/5,prpC(1); prpD(1); prpE(1); mcmA(1),mcmB,4,5,4/5,glgC(1); glgA(3); glgP(1); glgX(1),glgB
coasm_bin.22,1,10,1/10,nirK(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; norB; norC; nosZ,0,4,0/4,,nirB; nirD; nrfA; nrfH,1,3,1/3,ppk2(1),ppk; ppx,7,8,7/8,pstS(2); pstC(1); pstA(2); pstB(1); pit(11); phoB(2); phoR(2),phoU,1,4,1/4,phaA(3),phaB; phaC; phaZ,0,3,0/3,,pta; ackA; acs,0,5,0/5,,prpC; prpD; prpE; mcmA; mcmB,3,5,3/5,glgC(1); glgB(1); glgP(1),glgA; glgX
coasm_bin.221,0,10,0/10,,narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK; norB; norC; nosZ,0,4,0/4,,nirB; nirD; nrfA; nrfH,0,3,0/3,,ppk; ppk2; ppx,1,8,1/8,pit(1),pstS; pstC; pstA; pstB; phoB; phoR; phoU,0,4,0/4,,phaA; phaB; phaC; phaZ,0,3,0/3,,pta; ackA; acs,0,5,0/5,,prpC; prpD; prpE; mcmA; mcmB,1,5,1/5,glgP(1),glgC; glgA; glgB; glgX
coasm_bin.222,6,10,6/10,napA(2); napB(1); nirS(1); norB(1); norC(1); nosZ(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; nirK,2,4,2/4,nirB(2); nirD(2),nrfA; nrfH,2,3,2/3,ppk(1); ppk2(1),ppx,7,8,7/8,pstS(1); pstC(1); pstA(1); pstB(1); phoB(1); phoR(1); phoU(1),pit,4,4,4/4,phaA(6); phaB(2); phaC(3); phaZ(3),,2,3,2/3,ackA(2); acs(1),pta,3,5,3/5,prpD(1); prpE(1); mcmA(1),prpC; mcmB,2,5,2/5,glgC(1); glgP(1),glgA; glgB; glgX
coasm_bin.223,1,10,1/10,napA(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napB; nirS; nirK; norB; norC; nosZ,2,4,2/4,nirB(1); nirD(1),nrfA; nrfH,1,3,1/3,ppk(2),ppk2; ppx,7,8,7/8,pstS(1); pstC(1); pstA(1); pstB(1); phoB(1); phoR(1); phoU(1),pit,1,4,1/4,phaC(2),phaA; phaB; phaZ,1,3,1/3,acs(1),pta; ackA,1,5,1/5,mcmA(1),prpC; prpD; prpE; mcmB,0,5,0/5,,glgC; glgA; glgB; glgP; glgX
coasm_bin.226,3,10,3/10,nirS(1); nirK(1); norB(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; norC; nosZ,0,4,0/4,,nirB; nirD; nrfA; nrfH,1,3,1/3,ppk(1),ppk2; ppx,7,8,7/8,pstS(3); pstC(2); pstA(3); pstB(2); phoB(1); phoR(1); phoU(2),pit,1,4,1/4,phaA(2),phaB; phaC; phaZ,0,3,0/3,,pta; ackA; acs,2,5,2/5,prpC(1); prpD(1),prpE; mcmA; mcmB,1,5,1/5,glgX(1),glgC; glgA; glgB; glgP
coasm_bin.231,4,10,4/10,narG/narZ/nxrA(1); narH/narY/nxrB(1); narI/narV(1); norB(1),napA; napB; nirS; nirK; norC; nosZ,3,4,3/4,nirD(1); nrfA(1); nrfH(1),nirB,1,3,1/3,ppk(1),ppk2; ppx,2,8,2/8,phoB(1); phoR(1),pstS; pstC; pstA; pstB; pit; phoU,0,4,0/4,,phaA; phaB; phaC; phaZ,2,3,2/3,ackA(1); acs(1),pta,1,5,1/5,mcmA(2),prpC; prpD; prpE; mcmB,4,5,4/5,glgC(1); glgA(1); glgP(1); glgX(1),glgB
coasm_bin.233,6,10,6/10,narG/narZ/nxrA(1); narH/narY/nxrB(1); nirS(4); norB(3); norC(1); nosZ(1),narI/narV; napA; napB; nirK,0,4,0/4,,nirB; nirD; nrfA; nrfH,2,3,2/3,ppk(2); ppk2(2),ppx,5,8,5/8,pstS(2); pstC(1); pstA(1); phoB(2); phoR(1),pstB; pit; phoU,2,4,2/4,phaA(3); phaC(1),phaB; phaZ,3,3,3/3,pta(1); ackA(1); acs(1),,1,5,1/5,mcmA(1),prpC; prpD; prpE; mcmB,3,5,3/5,glgC(1); glgA(1); glgP(1),glgB; glgX
coasm_bin.237,1,10,1/10,norB(1),narG/narZ/nxrA; narH/narY/nxrB; narI/narV; napA; napB; nirS; nirK; norC; nosZ,3,4,3/4,nirB(1); nrfA(1); nrfH(2),nirD,2,3,2/3,ppk(1); ppk2(1),ppx,7,8,7/8,pstS(4); pstC(1); pstA(2); pstB(1); pit(1); phoR(2); phoU(2),phoB,1,4,1/4,phaA(4),phaB; phaC; phaZ,3,3,3/3,pta(1); ackA(1); acs(1),,1,5,1/5,mcmA(2),prpC; prpD; prpE; mcmB,3,5,3/5,glgC(2); glgA(2); glgP(2),glgB; glgX
