genome,location,length
coasm_bin.237.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.237.fa,3592965
coasm_bin.238.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.238.fa,1691459
coasm_bin.240.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.240.fa,2849351
coasm_bin.243.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.243.fa,2991797
coasm_bin.246.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.246.fa,2745166
coasm_bin.248.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.248.fa,4188976
coasm_bin.249.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.249.fa,3684492
coasm_bin.24.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.24.fa,1050964
coasm_bin.250.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.250.fa,4557472
coasm_bin.251.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.251.fa,3105555
coasm_bin.255.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.255.fa,3330920
coasm_bin.256.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.256.fa,3247075
coasm_bin.258.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.258.fa,6871788
coasm_bin.259.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.259.fa,2702360
coasm_bin.25.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.25.fa,496503
coasm_bin.260.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.260.fa,5808007
coasm_bin.261.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.261.fa,3228356
coasm_bin.262.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.262.fa,4228235
coasm_bin.265.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.265.fa,2741814
coasm_bin.268.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.268.fa,3040874
coasm_bin.26.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.26.fa,3823323
coasm_bin.271.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.271.fa,4533503
coasm_bin.272.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.272.fa,5562476
coasm_bin.277.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.277.fa,3245928
coasm_bin.278.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.278.fa,2164871
coasm_bin.279.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.279.fa,3431269
coasm_bin.27.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.27.fa,3835170
coasm_bin.280.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.280.fa,3812033
coasm_bin.286.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.286.fa,4318725
coasm_bin.287.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.287.fa,3629879
coasm_bin.289.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.289.fa,4475613
coasm_bin.28.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.28.fa,5730873
coasm_bin.290.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.290.fa,2422833
coasm_bin.292.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.292.fa,4361698
coasm_bin.293.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.293.fa,6935733
coasm_bin.297.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.297.fa,3559540
coasm_bin.298.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.298.fa,3197618
coasm_bin.2.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.2.fa,3739567
coasm_bin.305.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.305.fa,4295195
coasm_bin.308.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.308.fa,3221494
coasm_bin.312.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.312.fa,3897574
coasm_bin.313.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.313.fa,5830611
coasm_bin.314.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.314.fa,6359901
coasm_bin.315.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.315.fa,2905329
coasm_bin.318.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.318.fa,5293471
coasm_bin.31.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.31.fa,4918739
coasm_bin.320.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.320.fa,2403258
coasm_bin.321.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.321.fa,4057075
coasm_bin.322.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.322.fa,3182316
coasm_bin.324.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.324.fa,3070918
coasm_bin.325.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.325.fa,6791272
coasm_bin.326.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.326.fa,3500485
coasm_bin.335.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.335.fa,4441825
coasm_bin.336.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.336.fa,2153427
coasm_bin.337.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.337.fa,3254729
coasm_bin.338.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.338.fa,3242309
coasm_bin.340.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.340.fa,3817075
coasm_bin.346.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.346.fa,3484875
coasm_bin.347.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.347.fa,5645528
coasm_bin.348.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.348.fa,8110918
coasm_bin.350.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.350.fa,3670560
coasm_bin.356.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.356.fa,4162324
coasm_bin.358.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.358.fa,4054882
coasm_bin.362.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.362.fa,5185679
coasm_bin.364.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.364.fa,3382666
coasm_bin.365.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.365.fa,3568950
coasm_bin.367.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.367.fa,3287257
coasm_bin.373.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.373.fa,4961388
coasm_bin.377.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.377.fa,3516583
coasm_bin.383.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.383.fa,742551
coasm_bin.385.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.385.fa,1186437
coasm_bin.386.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.386.fa,4707507
coasm_bin.388.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.388.fa,872018
coasm_bin.389.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.389.fa,3915786
coasm_bin.38.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.38.fa,3345706
coasm_bin.392.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.392.fa,4320884
coasm_bin.393.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.393.fa,4247803
coasm_bin.394.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.394.fa,6708877
coasm_bin.395.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.395.fa,3179587
coasm_bin.399.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.399.fa,4801330
coasm_bin.400.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.400.fa,3256228
coasm_bin.401.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.401.fa,3848380
coasm_bin.405.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.405.fa,4684613
coasm_bin.407.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.407.fa,1034509
coasm_bin.409.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.409.fa,2343331
coasm_bin.40.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.40.fa,3210752
coasm_bin.411.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.411.fa,5047092
coasm_bin.414.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.414.fa,2578106
coasm_bin.415.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.415.fa,4740219
coasm_bin.417.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.417.fa,3220004
coasm_bin.41.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.41.fa,1005698
coasm_bin.420.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.420.fa,5120037
coasm_bin.423.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.423.fa,5032491
coasm_bin.425.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.425.fa,3451804
coasm_bin.426.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.426.fa,3783930
coasm_bin.427.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.427.fa,5238536
coasm_bin.437.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.437.fa,2730168
coasm_bin.441.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.441.fa,3871259
coasm_bin.447.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.447.fa,1213226
coasm_bin.448.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.448.fa,4722211
coasm_bin.449.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.449.fa,2699875
coasm_bin.451.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.451.fa,5921652
coasm_bin.454.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.454.fa,4569636
coasm_bin.460.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.460.fa,2915003
coasm_bin.463.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.463.fa,3972796
coasm_bin.465.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.465.fa,3787387
coasm_bin.466.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.466.fa,3911169
coasm_bin.468.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.468.fa,3067670
coasm_bin.469.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.469.fa,2527093
coasm_bin.471.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.471.fa,2887019
coasm_bin.473.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.473.fa,5503368
coasm_bin.475.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.475.fa,5364480
coasm_bin.476.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.476.fa,2217274
coasm_bin.479.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.479.fa,525065
coasm_bin.47.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.47.fa,5966548
coasm_bin.481.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.481.fa,6260831
coasm_bin.482.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.482.fa,4073591
coasm_bin.484.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.484.fa,3303347
coasm_bin.485.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.485.fa,3759541
coasm_bin.489.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.489.fa,3695497
coasm_bin.492.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.492.fa,3892375
coasm_bin.495.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.495.fa,3028063
coasm_bin.496.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.496.fa,4648668
coasm_bin.497.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.497.fa,3818240
coasm_bin.499.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.499.fa,1048312
coasm_bin.4.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.4.fa,2108970
coasm_bin.502.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.502.fa,2485341
coasm_bin.504.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.504.fa,5816871
coasm_bin.506.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.506.fa,4022940
coasm_bin.508.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.508.fa,1378748
coasm_bin.512.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.512.fa,4839791
coasm_bin.513.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.513.fa,5724692
coasm_bin.514.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.514.fa,4003075
coasm_bin.518.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.518.fa,2765113
coasm_bin.519.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.519.fa,5503164
coasm_bin.51.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.51.fa,4725434
coasm_bin.521.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.521.fa,3302460
coasm_bin.525.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.525.fa,1567421
coasm_bin.526.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.526.fa,4544787
coasm_bin.528.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.528.fa,1946390
coasm_bin.529.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.529.fa,3766665
coasm_bin.532.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.532.fa,570520
coasm_bin.535.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.535.fa,3284844
coasm_bin.538.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.538.fa,4174440
coasm_bin.539.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.539.fa,3355373
coasm_bin.53.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.53.fa,3937983
coasm_bin.540.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.540.fa,4865964
coasm_bin.542.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.542.fa,3722095
coasm_bin.543.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.543.fa,7282889
coasm_bin.546.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.546.fa,6404477
coasm_bin.547.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.547.fa,1156432
coasm_bin.548.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.548.fa,3439245
coasm_bin.54.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.54.fa,3056091
coasm_bin.551.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.551.fa,4388295
coasm_bin.554.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.554.fa,668260
coasm_bin.555.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.555.fa,4988058
coasm_bin.556.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.556.fa,9760845
coasm_bin.558.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.558.fa,3193487
coasm_bin.55.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.55.fa,4171001
coasm_bin.561.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.561.fa,1195515
coasm_bin.562.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.562.fa,2299142
coasm_bin.563.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.563.fa,4265863
coasm_bin.564.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.564.fa,6019084
coasm_bin.565.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.565.fa,3426779
coasm_bin.572.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.572.fa,3815579
coasm_bin.574.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.574.fa,898222
coasm_bin.575.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.575.fa,4781339
coasm_bin.576.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.576.fa,5067456
coasm_bin.578.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.578.fa,3679858
coasm_bin.579.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.579.fa,4162672
coasm_bin.580.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.580.fa,3254959
coasm_bin.59.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.59.fa,1136802
coasm_bin.60.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.60.fa,6686106
coasm_bin.61.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.61.fa,3663202
coasm_bin.70.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.70.fa,4473621
coasm_bin.74.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.74.fa,4396509
coasm_bin.75.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.75.fa,3216513
coasm_bin.7.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.7.fa,3126566
coasm_bin.80.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.80.fa,1146843
coasm_bin.82.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.82.fa,2096340
coasm_bin.84.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.84.fa,2126503
coasm_bin.85.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.85.fa,3392488
coasm_bin.86.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.86.fa,5211748
coasm_bin.88.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.88.fa,4175069
coasm_bin.90.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.90.fa,5243086
coasm_bin.92.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.92.fa,1858860
coasm_bin.93.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.93.fa,3518286
coasm_bin.96.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.96.fa,5935241
