sample_id,abundance_day,op_day,date,note,COD-Inf [mg/L],COD-Inf [mg/L]#2,P-Inf [mg/L],P-return [mg/L],N-Inf [mg/L],N-Inf [mg/L]#2,COD:P,COD:N,N:P,P_An-1 [mg/L],Acetate ppm [mg/L],Propionate ppm [mg/L],Acetate ppm [COD mg/L],Propionate ppm [COD mg/L],COD_An_1 [COD mg/L],P_An-2 [COD mg/L],Acetate ppm [mg/L]#2,Propionate ppm [mg/L]#2,COD_An_2 [COD mg/L],DO_An-1 [mg/L],DO_An-2 [mg/L],OPR_An-1 [mV],OPR_An-2 [mV],An_time [minutes],P_Ax-1 [mg/L],N_Ax-1 [mg/L],P_Ax-2 [mg/L],N_Ax-2 [mg/L],peakN2O [mg/L],pN2O_time [minutes],ORP_Ax-2 [mV],Ax_react_time [minutes],Ax_time [minutes],P_A-1 [mg/L],P_A-2 [mg/L],A_time [minutes],MLSS,MLSS [avg],SRT,COD removal [COD%],N removal [N%],N to N2O conversion [N2O%],P removal [P%],Cod removal (ppm) [COD-ppm],N removal (ppm) [N-ppn],P removal (ppm) [P-ppm],Anoxic P removal [ANO-P-ppm],Aerobic P removal [AER-P-ppm],COD removal [COD%]#2,N removal [N%]#2,N to N2O conversion [N2O%]#2,P removal [P%]#2,denitrification rate [mg NO2–N  h−1],specific denitrification rates [mg NO2–N g−1 VSS−1 h−1],specific denitrifying P uptake rate,anoxic:aerobic P uptake rate ratio
,76.0,315.0,2024-10-15,,,,,,20.0,,,,,,,,,,,,,,,0.88,,,,80.0,,,,,,,,175.0,180.0,,,100.0,,829.9999999999955,,,1.0,,,,,,,,,1.0,,,,,,
,77.0,316.0,2024-10-16,,,,13.199999999999996,6.45,20.6,,,,3.1212121212121224,13.05,,,,,,13.3,,,,0.49,,,,80.0,13.3,20.6,13.1,0.0,,,,175.0,180.0,13.1,12.9,100.0,,829.9999999999955,,,1.0,0.0,0.0227272727272723,,20.6,0.2999999999999954,0.1999999999999993,0.200000000000001,,1.0,0.0,0.0227272727272723,7.062857142857144,8.509466437177329,,
B42,78.0,317.0,2024-10-17,adjusmest ORP broke?,,,,,,,,,,,,,,,,,,,,1.39,,,,80.0,,,,,,,,175.0,180.0,,,100.0,850.0,850.0,31.25000000000125,,,,,,,,,,,,,,,,2.94,87.57499999999999
,79.0,318.0,2024-10-18,,152.48227,,,,,,,,,,48.179,16.403,51.406993,24.834142,76.241135,,30.156,1.846,34.971295999999995,0.18,,,,80.0,,,,,,,,175.0,180.0,,,100.0,,850.0,,0.770653361862989,,,,117.510974,,,,,0.770653361862989,,,,,,2.94,87.57499999999999
,80.0,319.0,2024-10-19,,,,,,,,,,,,,,,,,,,,,0.49,,,,80.0,,,,,0.18,,,175.0,180.0,,,100.0,,850.0,,,,,,,,,,,,,,,,,2.94,87.57499999999999
,81.0,320.0,2024-10-20,,,,,,,,,,,,,,,,,,,,,0.45,,,,80.0,,,,,0.24,,,175.0,180.0,,,100.0,,1109.999999999991,,,,,,,,,,,,,,,,,2.94,87.57499999999999
,82.0,321.0,2024-10-21,,,,,,,,,,,,,,,,,,,,,5.82,,,,80.0,,,,,6.18,,,175.0,180.0,,,100.0,,1109.999999999991,,,,,,,,,,,,,,,,,2.94,87.57499999999999
,83.0,322.0,2024-10-22,,205.472924,,,,,,,,,,63.806,22.89,68.081002,34.65546,102.736462,,2.481,3.751692,8.327288688,5.07,,,,80.0,,,,,0.78,,,175.0,180.0,,,100.0,,1109.999999999991,,0.9594725741674848,,,,197.145635312,,,,,0.9594725741674848,,,,,,2.94,87.57499999999999
,84.0,323.0,2024-10-23,reocvery,,,,,,,,,,,,,,,,,,,,3.51,,,,80.0,,,,,1.05,,,175.0,180.0,,,100.0,,1109.999999999991,,,,,,,,,,,,,,,,,2.94,87.57499999999999
,85.0,324.0,2024-10-24,back to original COD,,,,,,,,,,,,,,,,,,,,0.23,,,,80.0,,,,,1.36,,,175.0,180.0,,,100.0,1109.999999999991,1109.999999999991,36.39344262295106,,,,,,,,,,,,,,,,2.94,87.57499999999999
B43,86.0,325.0,2024-10-25,,,,,,,,,,,,,,,,,,,,,0.17,,,,80.0,,,,,0.65,,,175.0,180.0,,,100.0,,1480.0000000000182,,,,,,,,,,,,,,,,,2.94,87.57499999999999
,87.0,326.0,2024-10-26,,,,,,,,,,,,,,,,,,,,,0.73,,,,80.0,,,,,2.2,,,175.0,180.0,,,100.0,,1480.0000000000182,,,,,,,,,,,,,,,,,2.94,87.57499999999999
,88.0,327.0,2024-10-27,,,,,,,,,,,,,,,,,,,,,0.16,,,,80.0,,,,,3.19,,,175.0,180.0,,,100.0,,1695.0000000000043,,,,,,,,,,,,,,,,,2.94,87.57499999999999
,89.0,328.0,2024-10-28,,233.31882,,11.760000000000003,5.52,24.5,,19.840035714285712,4.761608571428572,4.166666666666665,11.4,74.18,24.775,79.15006000000001,37.50935,116.65941,21.1,0.0,0.0,0.0,1.39,,,,80.0,21.1,24.5,12.1,9.26,3.57,,,175.0,180.0,12.1,9.18,100.0,,1693.3333333333546,,1.0,0.6220408163265306,0.2342519685039369,0.219387755102041,233.31882,15.24,2.580000000000004,9.000000000000002,2.92,,0.6220408163265306,0.2342519685039369,0.219387755102041,5.225142857142857,3.0857142857142468,2.94,87.57499999999999
,90.0,329.0,2024-10-29,,,,,,22.0,,,,,,,,,,,,,,,0.18,,,,80.0,,,,,0.04,,,175.0,180.0,,,100.0,1850.0000000000448,1693.3333333333546,,,1.0,,,,,,,,,1.0,,,,,2.94,87.57499999999999
,91.0,330.0,2024-10-30,,,,10.948717948717947,,19.8,,,,3.616861826697893,,,,,,,17.7,,,,0.82,,,,80.0,17.7,19.8,6.83,4.76,2.42,,,175.0,180.0,6.83,3.4,100.0,,1693.3333333333546,,,0.7595959595959596,0.1609042553191489,0.6894613583138173,,15.04,7.5487179487179485,10.87,3.43,,0.7595959595959596,0.1609042553191489,0.6894613583138173,5.1565714285714295,3.0452193475815146,2.94,87.57499999999999
B44,92.0,331.0,2024-10-31,ace-ano,,,,,,,,,,,,,,,,,,,,0.65,,,,80.0,,,,,3.03,,,175.0,180.0,,,100.0,1539.9999999999636,1820.000000000016,,,,,,,,,,,,,,,,,2.94,87.57499999999999
,93.0,332.0,2024-11-01,ace-ano,,,,,,,,,,,,,,,,,,,,1.4,,,,80.0,,,,,4.46,,,175.0,180.0,,,100.0,1690.0000000000546,1927.4999999999973,,,,,,,,,,,,,,,,,2.94,87.57499999999999
,94.0,333.0,2024-11-02,,,,,,,,,,,,,,,,,,,,,0.18,,,,80.0,,,,,4.12,,,175.0,180.0,,,100.0,,1927.4999999999973,,,,,,,,,,,,,,,,,2.94,87.57499999999999
,95.0,334.0,2024-11-03,,,,,,,,,,,,,,,,,,,,,0.17,,,,80.0,,,,,4.43,,,175.0,180.0,,,100.0,,2120.0000000000045,,,,,,,,,,,,,,,,,2.94,87.57499999999999
,96.0,335.0,2024-11-04,ace-ano,,,,,,,,,,,,,,,,,,,,0.38,,,,80.0,,,,,4.34,,,175.0,180.0,,,100.0,2200.0,2263.333333333321,38.596491228069866,,,,,,,,,,,,,,,,2.94,87.57499999999999
,97.0,336.0,2024-11-05,ace-nitrate,,,,,,,,,,,,,,,,,,,,0.46,,,,80.0,,,,,,,,175.0,180.0,,,100.0,2279.9999999999727,2263.333333333321,39.99999999999952,,,,,,,,,,,,,,,,2.94,87.57499999999999
,98.0,337.0,2024-11-06,,,,,,,,,,,,,,,,,,,,,0.18,,,,80.0,,,,,2.61,,,175.0,180.0,,,100.0,,2263.333333333321,,,,,,,,,,,,,,,,,2.94,87.57499999999999
B45,99.0,338.0,2024-11-07,ace-ano,,,,,,,,,,,,,,,,,,,,0.53,,,,80.0,,,,,2.79,,,175.0,180.0,,,100.0,2309.999999999991,2276.6666666666574,60.00000000000119,,,,,,,,,,,,,,,,2.94,87.57499999999999
,100.0,339.0,2024-11-08,pro-aco,,,,,,,,,,,,,,,,,,,,1.32,,,,80.0,,,,,3.4,,,175.0,180.0,,,100.0,,2275.0,,,,,,,,,,,,,,,,,2.94,87.57499999999999
,101.0,340.0,2024-11-09,ace-aer,,,,,,,,,,,,,,,,,,,,0.52,,,,80.0,,,,,2.47,,,175.0,180.0,,,100.0,,2275.0,,,,,,,,,,,,,,,,,2.94,87.57499999999999
,102.0,341.0,2024-11-10,,,,,,,,,,,,,,,,,,,,,0.18,,,,80.0,,,,,4.3,,,175.0,180.0,,,100.0,,2240.000000000009,,,,,,,,,,,,,,,,,2.94,87.57499999999999
,103.0,342.0,2024-11-11,incycle test,274.439126,,13.88,3.84,22.15,,19.77227132564841,6.195014130925508,3.19164265129683,10.78,90.397,26.926,96.453599,40.765964,137.219563,31.95,0.0,0.0,0.0,0.63,,,,80.0,31.95,22.15,12.36,6.1,4.33,,,175.0,180.0,12.36,7.68,100.0,2240.000000000009,2240.000000000009,20.613496932515623,1.0,0.7246049661399547,0.2697819314641745,0.446685878962536,274.439126,16.049999999999997,6.199999999999999,19.59,4.68,,0.7246049661399547,,0.446685878962536,5.502857142857142,2.456632653061214,2.94,87.57499999999999
,104.0,343.0,2024-11-12,pro-aer,,,,,,,,,,,,,,,,,,,,1.92,,,,80.0,,,,,1.28,,,175.0,180.0,,,100.0,,2240.000000000009,,,,,,,,,,,,,,,,,2.94,87.57499999999999
,105.0,344.0,2024-11-13,,,,,,,,,,,,,,,,,,,,,0.18,,,,80.0,,,,,5.04,,,175.0,180.0,,,100.0,,2240.000000000009,,,,,,,,,,,,,,,,,2.94,87.57499999999999
B46,106.0,345.0,2024-11-14,bring back ORP,,,,,,,,,,,,,,,,,,,,0.18,,,,80.0,,,,,5.16,,,175.0,180.0,,,100.0,,2180.000000000018,,,,,,,,,,,,,,,,,2.94,87.57499999999999
,107.0,346.0,2024-11-15,,,,,,,,,,,,,,,,,,,,,0.18,,,,80.0,,,,,5.06,,,175.0,180.0,,,100.0,,2180.000000000018,,,,,,,,,,,,,,,,,2.94,87.57499999999999
,108.0,347.0,2024-11-16,,,,,,,,,,,,,,,,,,,,,0.18,,,,80.0,,,,,4.93,,,175.0,180.0,,,100.0,,2180.000000000018,,,,,,,,,,,,,,,,,2.94,87.57499999999999
,109.0,348.0,2024-11-17,,,,,,,,,,,,,,,,,,,,,0.18,,,,80.0,,,,,5.35,,,175.0,180.0,,,100.0,,2120.000000000028,,,,,,,,,,,,,,,,,2.94,87.57499999999999
,110.0,349.0,2024-11-18,,,,,,,,,,,,,,,,,,,,,0.19,,,,80.0,,,,,5.11,,,175.0,180.0,,,100.0,,2120.000000000028,,,,,,,,,,,,,,,,,2.94,87.57499999999999
,111.0,350.0,2024-11-19,,253.13155,,13.98,4.26,25.15,,18.106691702432045,5.032436381709741,3.597997138769671,11.25,79.873,27.306,85.224491,41.341284,126.565775,24.5,1.658,1.883,4.619948,0.46,,,,80.0,24.5,25.15,13.3,11.16,3.88,,,175.0,180.0,13.3,9.75,100.0,,2120.000000000028,,0.9817488258575432,0.5562624254473162,0.2773409578270192,0.3025751072961373,248.511602,13.990000000000002,4.23,11.2,3.5500000000000007,0.9817488258575432,0.5562624254473162,0.2773409578270192,0.3025751072961373,4.796571428571429,2.2625336927223434,2.94,87.57499999999999
,112.0,351.0,2024-11-20,,,,,,,,,,,,,,,,,,,,,0.18,,,,80.0,,24.5,,,3.93,,,175.0,180.0,,,100.0,2120.000000000028,2120.000000000028,21.469562281985027,,,,,,,,,,,,0.1604081632653061,,8.4,,2.94,87.57499999999999
,113.0,352.0,2024-11-21,,,,,,,,,,,,,,,,,,,,,0.18,,,,80.0,,24.0,,,3.95,,,175.0,180.0,,,100.0,,2120.000000000028,,,,,,,,,,,,,0.1645833333333333,,8.22857142857143,,2.94,87.57499999999999
,114.0,353.0,2024-11-22,,,,,,,,,,,,,,,,,,,,,0.17,,,,80.0,,23.5,,,4.48,,,175.0,180.0,,,100.0,,2205.000000000007,,,,,,,,,,,,,0.1906382978723404,,8.057142857142857,,2.94,87.57499999999999
B47,115.0,354.0,2024-11-23,,,,,,,,,,,,,,,,,,,,,0.44,,,,80.0,,23.0,,,4.65,,,175.0,180.0,,,100.0,,,,,,,,,,,,,,,0.2021739130434783,,7.885714285714286,,2.94,87.57499999999999
,116.0,355.0,2024-11-24,,,,,,,,,,,,,,,,,,,,,0.18,,,,80.0,,22.5,,,5.38,,,175.0,180.0,,,100.0,,2289.9999999999864,,,,,,,,,,,,,0.2391111111111111,,7.714285714285714,,2.94,87.57499999999999
,117.0,356.0,2024-11-25,,,,,,,,,,,,,,,,,,,,,0.19,,,,80.0,,22.0,,,5.54,,,175.0,180.0,,,100.0,,2289.9999999999864,,,,,,,,,,,,,0.2518181818181818,,7.542857142857144,,2.94,87.57499999999999
,118.0,357.0,2024-11-26,,,,,,,,,,,,,,,,,,,,,0.18,,,,80.0,,21.0,,,4.41,,,175.0,180.0,,,100.0,2289.9999999999864,2289.9999999999864,,,,,,,,,,,,,0.21,,7.2,,2.94,87.57499999999999
,119.0,358.0,2024-11-27,,209.046036,,13.6,5.949999999999999,20.0,,15.371032058823529,5.2261509,2.941176470588235,12.75,64.568,23.533,68.89405599999999,35.628962,104.523018,30.2,1.847,1.648,4.465821,0.32,,,,80.0,30.2,20.0,14.1,4.8,5.29,,,175.0,180.0,14.1,9.85,100.0,,2289.9999999999864,,0.978637140959707,0.76,0.3480263157894737,0.2757352941176471,204.580215,15.2,3.7500000000000018,16.1,4.25,0.978637140959707,0.76,0.3480263157894737,0.2757352941176471,5.211428571428572,2.2757330006238443,2.94,87.57499999999999
,120.0,359.0,2024-11-28,,,,,,,,,,,,,,,,,,,,,0.19,,,,80.0,,20.0,,,4.65,,,175.0,180.0,,,100.0,,2289.9999999999864,,,,,,,,,,,,,0.2325,,6.857142857142858,,2.94,87.57499999999999
B48,121.0,360.0,2024-11-29,,,,,,,,,,,,,,,,,,,,,0.16,,,,80.0,,20.0,,,3.99,,,175.0,180.0,,,100.0,,2459.999999999945,,,,,,,,,,,,,0.1995,,6.857142857142858,,2.94,87.57499999999999
,122.0,361.0,2024-11-30,,,,,,,,,,,,,,,,,,,,,0.19,,,,80.0,,20.0,,,4.67,,,175.0,180.0,,,100.0,,2459.999999999945,,,,,,,,,,,,,0.2334999999999999,,6.857142857142858,,2.94,87.57499999999999
,123.0,362.0,2024-12-01,,,,,,,,,,,,,,,,,,,,,0.19,,,,80.0,,20.0,,,6.03,,,175.0,180.0,,,100.0,,2459.999999999945,,,,,,,,,,,,,0.3015,,6.857142857142858,,2.94,87.57499999999999
,124.0,363.0,2024-12-02,pH upset for 1 day; pH went up to 8.4 ,,,,,,,,,,,,,,,,,,,,0.19,,,,80.0,,20.0,,,5.94,,,175.0,180.0,,,100.0,,2459.999999999945,,,,,,,,,,,,,0.297,,6.857142857142858,,2.94,87.57499999999999
,125.0,364.0,2024-12-03,,257.40071,,13.999999999999998,4.8,20.15,,18.385765000000003,6.387114392059552,2.878571428571429,11.8,80.019,28.613,85.380273,43.320082,128.700355,30.2,1.791,1.409,4.044223,0.55,,,,80.0,30.2,20.15,13.4,4.78,6.31,,,175.0,180.0,13.4,7.95,100.0,2459.999999999945,2459.999999999945,16.095965103598445,0.9842882212718062,0.7627791563275433,0.4105400130123617,0.432142857142857,253.356487,15.37,6.049999999999998,16.799999999999997,5.45,0.9842882212718062,0.7627791563275433,0.4105400130123617,0.432142857142857,5.269714285714287,2.1421602787456924,2.94,87.57499999999999
,126.0,365.0,2024-12-04,,,,,,,,,,,,,,,,,,,,,0.19,,,,80.0,,21.0,,,5.5,,,175.0,180.0,,,100.0,,2459.999999999945,,,,0.2619047619047619,,,,,,,,,0.2619047619047619,,7.2,,2.94,87.57499999999999
B49,127.0,366.0,2024-12-05,,,,,,,,,,,,,,,,,,,,,0.2,,,,80.0,28.3,23.05,15.0,9.08,5.23,,,175.0,180.0,,,100.0,,2459.999999999945,,,,0.3743736578382248,,,,,13.3,,,,0.3743736578382248,,4.789714285714286,1.947038327526176,2.94,87.57499999999999
,128.0,367.0,2024-12-06,,271.980254,,14.5,6.05,22.35,,18.75725889655173,6.084569440715884,3.082758620689655,13.3,83.911,30.685,89.533037,46.45709,135.990127,31.9,1.886456,1.446,4.202092552,0.19,,,,80.0,31.9,22.35,17.6,7.86,5.12,,,175.0,180.0,17.6,13.65,100.0,,2589.999999999964,,0.9845500087223245,0.6483221476510067,0.3533471359558316,0.0586206896551723,267.778161448,14.489999999999998,0.8499999999999996,14.299999999999995,3.950000000000001,0.9845500087223245,0.6483221476510067,0.3533471359558316,0.0586206896551723,4.968,1.9181467181467453,2.94,87.57499999999999
,129.0,368.0,2024-12-07,pH upset,,,,,22.0,,,,,,,,,,,,,,,0.2,,,,80.0,,22.0,,,7.09,,,175.0,180.0,,,100.0,,2589.999999999964,,,,0.3222727272727272,,,,,,,,1.0,0.3222727272727272,,7.542857142857144,,2.94,87.57499999999999
,130.0,369.0,2024-12-08,pH upset,,,,,21.8,,,,,,,,,,,,,,,0.19,,,,80.0,,22.0,,,1.9,,,175.0,180.0,,,100.0,,2589.999999999964,,,,0.0863636363636363,,,,,,,,1.0,,,7.542857142857144,,2.94,87.57499999999999
,131.0,370.0,2024-12-09,pH upset,,,,,21.6,,,,,,,,,,,,,,,0.19,,,,80.0,,22.0,,,1.57,,,175.0,180.0,,,100.0,,2534.166666666632,,,,0.0713636363636363,,,,,,,,1.0,,,7.542857142857144,,2.94,87.57499999999999
,132.0,371.0,2024-12-10,"pH upset, pH went up to 8.9",267.616174,,0.0,,21.0,,,6.371813666666666,,,84.491,28.835,90.151897,43.65619,133.808087,,0.0,0.0,0.0,0.57,,,,80.0,0.0,21.0,,,6.56,,,175.0,180.0,0.0,,100.0,2589.999999999964,2534.166666666632,18.307337071768178,1.0,,0.3123809523809523,,267.616174,,,,,,1.0,0.3123809523809523,,7.2,,2.94,87.57499999999999
,133.0,372.0,2024-12-11,,,,,,21.0,,,,,,,,,,,,,,,0.19,,,,80.0,,21.0,,,5.13,,,175.0,180.0,,,100.0,,2534.166666666632,,,,0.2442857142857142,,,,,,,,1.0,0.2442857142857142,,7.2,,2.94,87.57499999999999
B50,134.0,373.0,2024-12-12,1.25,,,,,,,,,,,,,,,,,,,,0.19,,,,80.0,,21.0,,,4.09,,,175.0,180.0,,,100.0,,2534.166666666632,,,,0.1947619047619047,,,,,,,,,0.1947619047619047,,7.2,,2.94,87.57499999999999
,135.0,374.0,2024-12-13,,,,,,,,,,,,,,,,,,,,,0.2,,,,80.0,,20.0,,,3.09,,,175.0,180.0,,,100.0,2478.3333333333003,2478.3333333333003,,,,0.1545,,,,,,,,,0.1545,,6.857142857142858,,2.94,87.57499999999999
,136.0,375.0,2024-12-14,,,,,,,,,,,,,,,,,,,,,0.67,,,,80.0,,20.0,,,3.22,,,175.0,180.0,,,100.0,,2422.499999999968,,,,0.161,,,,,,,,,0.161,,6.857142857142858,,2.94,87.57499999999999
,137.0,376.0,2024-12-15,,,,,,,,,,,,,,,,,,,,,0.2,,,,80.0,,20.0,,,3.02,,,175.0,180.0,,,100.0,,2422.499999999968,,,,0.151,,,,,,,,,0.151,,6.857142857142858,,2.94,87.57499999999999
,138.0,377.0,2024-12-16,daily,238.47357,,14.3,6.8500000000000005,19.85,,16.676473426573427,6.006890931989924,2.7762237762237767,14.0,77.305,24.275,82.484435,36.75235,119.236785,25.7,0.0,0.0,0.0,1.92,,,,80.0,25.7,19.85,15.9,7.04,3.55,,,175.0,180.0,15.9,12.75,100.0,,2513.333333333314,,1.0,0.6453400503778338,0.277127244340359,0.1083916083916083,238.47357,12.810000000000002,1.549999999999999,9.8,3.1500000000000004,,0.6453400503778338,0.277127244340359,0.1083916083916083,4.392000000000001,1.7474801061008096,2.94,87.57499999999999
,139.0,378.0,2024-12-17,,,,,,,,,,,,,,,,,,,,,7.16,,,,80.0,,20.0,,,5.79,,,175.0,180.0,,,100.0,,2513.333333333314,,,,0.2895,,,,,,,,,0.2895,,6.857142857142858,,2.94,87.57499999999999
,140.0,379.0,2024-12-18,,,,,,,,,,,,,,,,,,,,,7.38,,,,80.0,,20.0,,,,,,175.0,180.0,,,100.0,2366.6666666666365,2513.333333333314,19.41128223822098,,,0.0,,,,,,,,,,,6.857142857142858,,2.94,87.57499999999999
B51,141.0,380.0,2024-12-19,,,,,,,,,,,,,,,,,,,,,0.28,,,,80.0,,20.0,,,4.56,,,175.0,180.0,,,100.0,,2415.555555555537,,,,0.2279999999999999,,,,,,,,,0.2279999999999999,,6.857142857142858,,2.94,87.57499999999999
,142.0,381.0,2024-12-20,pro-nitrate,,,,,,,,,,,,,,,,,,,,7.4,,,,80.0,,20.0,,,,,,175.0,180.0,,,100.0,2659.999999999991,2415.555555555537,23.32787652011196,,,0.0,,,,,,,,,,,6.857142857142858,,2.94,87.57499999999999
,143.0,382.0,2024-12-21,,,,,,,,,,,,,,,,,,,,,0.4,,,,80.0,,20.0,,,3.23,,,175.0,180.0,,,100.0,,2439.9999999999864,,,,0.1615,,,,,,,,,0.1615,,6.857142857142858,,2.94,87.57499999999999
,144.0,383.0,2024-12-22,,,,,,,,,,,,,,,,,,,,,0.71,,,,80.0,,20.0,,,0.99,,,175.0,180.0,,,100.0,,2439.9999999999864,,,,0.0495,,,,,,,,,,,6.857142857142858,,2.94,87.57499999999999
,145.0,384.0,2024-12-23,last in cycle test profile,,,,,,,,,,,,,,,,,,,,6.61,,,,80.0,,20.0,,,1.8,,,175.0,180.0,,,100.0,2219.999999999982,2219.999999999982,25.05077860528117,,,0.09,,,,,,,,,,,6.857142857142858,,2.94,87.57499999999999
,146.0,385.0,2024-12-24,,,,,,,,,,,,,,,,,,,,,4.01,,,,80.0,,20.0,,,2.08,,,175.0,180.0,,,100.0,,2219.999999999982,,,,0.104,,,,,,,,,,,6.857142857142858,,2.94,87.57499999999999
B52,147.0,386.0,2024-12-25,,,,,,,,,,,,,,,,,,,,,2.83,,,,80.0,,20.0,,,0.86,,,175.0,180.0,,,100.0,,2219.999999999982,,,,0.043,,,,,,,,,,,6.857142857142858,,2.94,87.57499999999999
,148.0,387.0,2024-12-26,ace-nitrate,,,,,,,,,,,,,,,,,,,,0.55,,,,80.0,,20.0,,,2.08,,,175.0,180.0,,,100.0,,2219.999999999982,,,,0.104,,,,,,,,,,,6.857142857142858,,,
,149.0,388.0,2024-12-27,pro-aer,,,,,,,,,,,,,,,,,,,,2.72,,,,80.0,,20.0,,,4.26,,,175.0,180.0,,,100.0,,2219.999999999982,,,,0.213,,,,,,,,,0.213,,6.857142857142858,,,
,150.0,389.0,2024-12-28,,271.907856,,14.8,5.9,20.15,,18.37215243243244,6.747093200992555,2.722972972972973,13.3,86.18,29.062,91.95406,43.999868,135.953928,27.0,2.814746,2.55866,6.877145222,0.44,,,,80.0,27.0,20.15,14.9,7.52,4.7,,,175.0,180.0,14.9,10.6,100.0,,2219.999999999982,,0.974707809758906,0.6267990074441688,0.3721298495645288,0.2837837837837837,265.030710778,12.630000000000004,4.199999999999999,12.1,4.300000000000001,0.974707809758906,0.6267990074441688,0.3721298495645288,0.2837837837837837,4.330285714285715,1.9505791505791668,,
,151.0,390.0,2024-12-29,pro-nitrite,,,,,,,,,,,,,,,,,,,,0.5,,,,80.0,,20.0,,,3.5,,,175.0,180.0,,,100.0,,2219.999999999982,,,,0.175,,,,,,,,,0.175,,6.857142857142858,,,
,152.0,391.0,2024-12-30,mondY ,,,,,,,,,,,,,,,,,,,,0.18,,,,80.0,,20.0,,,5.99,,,175.0,180.0,,,100.0,,2219.999999999982,,,,0.2995,,,,,,,,,0.2995,,6.857142857142858,,,
,153.0,392.0,2024-12-31,weird low op release? ,,,,,,,,,,,,,,,,,,,,0.59,,,,80.0,,20.0,,,5.89,,,175.0,180.0,,,100.0,,2219.999999999982,,,,0.2945,,,,,,,,,0.2945,,6.857142857142858,,,
,154.0,393.0,2025-01-01,,,,,,,,,,,,,,,,,,,,,0.19,,,,80.0,,20.0,,,4.9,,,175.0,180.0,,,100.0,,2219.999999999982,,,,0.245,,,,,,,,,0.245,,6.857142857142858,,,
,155.0,394.0,2025-01-02,change the anoxic aphse length ,,,,,,,,,,,,,,,,,,,,,,,,80.0,,20.0,,,3.46,,,175.0,180.0,,,100.0,,2219.999999999982,,,,0.173,,,,,,,,,,,6.857142857142858,,,
,156.0,395.0,2025-01-03,,,,13.6,3.4000000000000004,19.85,,,,2.919117647058824,10.2,,,,,,19.15,,,,,,,,80.0,19.15,19.85,10.9,8.85,2.72,,,175.0,180.0,10.9,8.2,100.0,,2219.999999999982,,,0.5541561712846348,0.2472727272727272,0.3970588235294118,,11.000000000000002,5.4,8.249999999999998,2.700000000000001,,0.5541561712846348,0.2472727272727272,0.3970588235294118,3.771428571428572,1.698841698841713,,
,157.0,396.0,2025-01-04,V pH is not accurate (measured lower),,,,,,,,,,,,,,,,,,,,0.2,,,,80.0,,,,,3.33,,,,240.0,,,40.0,,,,,,,,,,,,,,,,,,,,
B53,158.0,397.0,2025-01-05,V,,,,,,,,,,,,,,,,,,,,0.46,,,,80.0,,,12.65,7.4,4.02,,,,240.0,12.65,11.9,40.0,,,,,,-0.5432432432432431,,,,,,0.75,,,0.0,,,,4.82,
,159.0,398.0,2025-01-06,,339.741186,,,,,,,,,,111.061,33.929,118.502087,51.368506,169.870593,,0.0,0.0,0.0,0.56,,,,80.0,,,,,4.3,,,,240.0,,,40.0,,,,1.0,,,,339.741186,,,,,,,,,,,4.82,
,160.0,399.0,2025-01-07,wed-prospectus,,,,,,,,,,,,,,,,,,,,0.18,,,,80.0,,,,,4.34,,,,240.0,,,40.0,,,,,,,,,,,,,,,,,,,4.82,
,161.0,400.0,2025-01-08,back to taiwam,337.68808,,12.880000000000004,4.76,21.0,,26.218018633540368,8.040192380952382,3.2608695652173907,11.2,109.896,34.072,117.259032,51.585008,168.84404,25.6,0.0,0.0,0.0,0.96,,,,80.0,25.6,21.0,,,3.97,,,,240.0,,10.15,40.0,,,,1.0,1.0,0.189047619047619,0.2119565217391307,337.68808,,2.730000000000004,,,,1.0,0.189047619047619,0.2119565217391307,,,4.82,
,162.0,401.0,2025-01-09,,,,,,,,,,,,,,,,,,,,,0.2,,,,80.0,,21.0,,,5.49,,,,240.0,,,40.0,,,,,,0.2614285714285714,,,,,,,,,0.2614285714285714,,,,4.82,
B54,163.0,402.0,2025-01-10,,,,,,,,,,,,,,,,,,,,,0.72,,,,80.0,,21.0,,,6.66,,,,240.0,,,40.0,,,,,,0.3171428571428571,,,,,,,,,0.3171428571428571,,,,4.82,
,164.0,403.0,2025-01-11,,,,,,,,,,,,,,,,,,,,,0.2,,,,80.0,,21.0,,,6.9,,,,240.0,,,40.0,,,,,,0.3285714285714285,,,,,,,,,0.3285714285714285,,,,4.82,
,165.0,404.0,2025-01-12,,,,,,,,,,,,,,,,,,,,,0.2,,,,80.0,,21.0,,,7.37,,,,240.0,,,40.0,,,,,,0.3509523809523809,,,,,,,,,0.3509523809523809,,,,4.82,
,166.0,405.0,2025-01-13,,,,,,,,,,,,,,,,,,,,,0.67,,,,80.0,,21.0,,,8.49,,,,240.0,,,40.0,,,,,,0.4042857142857143,,,,,,,,,0.4042857142857143,,,,4.82,
,167.0,406.0,2025-01-14,,,,,,,,,,,,,,,,,,,,,0.19,,,,80.0,,21.0,,,8.63,,,,240.0,,,40.0,,,,,,0.410952380952381,,,,,,,,,0.410952380952381,,,,4.82,
,168.0,407.0,2025-01-15,,,,,,,,,,,,,,,,,,,,,0.68,,,,80.0,,21.0,,,7.93,,,,240.0,,,40.0,,,,,,0.3776190476190476,,,,,,,,,0.3776190476190476,,,,4.82,
