ko	root_iterativeID	n_MAGs	genus	CAN_1	CAN_2	CAN_3	CAN_4	CAN_5
K01908	Phreatobacter_m	2	Phreatobacter	3.1013	4.4877	4.6880	5.3334	5.5837
K01908	Arenimonas	4	Chiayiivirga	0.0000	0.2720	0.3729	0.0000	0.0000
K01908	Rhizobiaceae	2	Mesorhizobium_A	0.2709	0.7139	0.6329	1.1784	1.2346
K01908	Sulfuritalea	2	Azospira_A	0.6143	1.0793	1.2892	0.4448	0.1480
K01908	Rhabdaerophilum_m	1	Rhabdaerophilum	0.2700	0.2669	0.3049	0.4590	1.4200
K01908	Gemmobacter	1	Gemmobacter	0.7508	0.9893	0.8633	0.0000	0.0000
K01908	Hoeflea	1	Pseudohoeflea	0.4264	0.1873	0.1284	0.3222	0.0808
K01908	Inhella_m	2	Inhella	0.5743	3.3454	3.1402	0.0000	0.0000
K01908	Amaricoccus	1	Amaricoccus	0.5057	0.3332	0.3807	0.1910	0.1438
K01908	Flavobacterium	1	Flavobacterium	1.2189	2.2308	2.3248	0.2047	0.0770
K01908	Leadbetterella_m	1	Leadbetterella	0.0000	0.0000	0.0606	1.3685	2.8605
K01908	Sulfuritalea_m	1	Sulfuritalea	0.9029	0.0000	0.0816	0.2729	0.0000
K01908	JAIUNP01_m	1	JAIUNP01	0.5067	0.6677	0.4578	0.3828	0.0000
K01908	alphaI_cluster	1	GCA-013693735	0.5384	0.4729	0.4864	0.6779	0.4081
K01908	Luteimonas	3	Luteimonas_D	0.2061	0.4526	0.3103	0.0519	0.1953
K01908	Cloacibacterium	1	Kaistella	1.1640	3.3384	2.4744	0.0517	0.0389
K01908	Aquimonas_m	3	Aquimonas	0.7509	0.8095	2.1351	3.5023	1.0458
K01908	Novosphingobium	1	Novosphingobium	0.0000	0.0000	0.0000	0.2141	3.5440
K01908	UBA2475_m	3	UBA2475	0.5127	4.0538	3.2425	0.3874	0.0000
K01908	Pseudorhodobacter	1	JAAKGP01	0.9642	1.6941	0.5808	0.2428	0.0000
K01908	GCA-013693735_m	1	GCA-013693735	0.6546	0.5175	0.9461	0.1978	1.4885
K01908	Luteimonas_D_m	1	Luteimonas_D	1.1640	0.5113	1.0516	0.0000	0.1103
K01908	Paracoccus	1	Paracoccus	0.1365	0.0000	0.4933	0.4641	0.1552
K01908	Casimicrobium_m	1	Casimicrobium	0.1598	0.8423	0.5775	0.0000	0.0909
K01908	Thermomonas	2	Thermomonas	0.2739	0.0902	0.3093	0.0517	0.0000
K01908	JABFRJ01_m	1	JABFRJ01	0.1385	0.1825	0.0000	0.0000	0.0000
K01908	Edaphobaculum	3	Flavipsychrobacter	0.0000	0.0000	0.0000	0.4291	0.6458
K01908	Holophaga_m	1	Holophaga	0.1976	0.5207	0.1785	0.1493	0.4493
K01908	Shinella	1	Mesorhizobium_G	0.9675	2.5498	1.7482	0.7310	0.0000
K01908	Flavobacterium_m	1	Flavobacterium	2.4712	7.9081	6.0598	0.0000	0.2007
K01908	Defluviimonas	1	Albidovulum	0.0000	0.0000	0.0616	0.1030	0.4262
K01908	midas_g_94	1		0.2279	0.1501	0.1029	0.0861	0.3887
K01908	midas_g_251	1	SCUB01	0.0000	1.6450	0.0000	0.1572	0.0000
K01908	JAFLBI01_m	1	JAFLBI01	0.0000	0.1892	0.2162	0.0000	0.0000
K02035	Ca_Competibacter	6	Competibacter	0.0695	0.2746	0.3138	9.2503	5.4020
K02035	Thauera	1	Thauera	49.9557	121.2590	119.6720	4.9188	1.7795
K02035	Leptovillus_m	2	Leptovillus	337.1391	167.7215	204.7111	489.5064	407.6498
K02035	JAEULV01_m	1	JAEULV01	73.2789	86.3977	87.4669	98.5077	372.8071
K02035	OLB5_m	3	OLB5	393.8660	237.9073	261.4985	348.8513	128.5543
K02035	Niveibacterium	1	Niveibacterium	0.2556	0.9929	0.7962	0.5693	0.0727
K02035	Azonexus	3	Azonexus	0.0000	0.0996	0.1365	0.2283	0.0000
K02035	Lysobacter	1	SCMT01	12.5277	12.1699	12.8049	9.6721	2.9113
K02035	Giesbergeria_m	2	Giesbergeria	90.5044	134.8840	143.1355	30.1890	5.8184
K02035	JAAEKA01_m	2	JAAEKA01	1.2576	1.3495	0.4657	39.8599	61.8198
K02035	Zoogloea	3	Zoogloea	3.2884	4.6501	4.7098	0.1212	0.1824
K02035	Bosea	2	JAIUNP01	94.1752	149.8638	170.9746	34.2669	67.6948
K02035	Fen-1058_m	1	Fen-1058	0.2648	0.0000	0.0000	17.6550	60.2969
K02035	Villigracilis_m	4	Villigracilis	19.2046	3.3853	3.9610	62.1759	42.5609
K02035	Mesorhizobium	4	DUSC01	19.5006	12.9102	16.5205	47.9090	49.8714
K02035	UBA5066_m	3	UBA5066	15.1243	23.6377	26.0701	0.7988	0.2412
K02035	Rhodobacter	4	JAAKGP01	34.2659	46.7689	40.7448	18.6269	9.7323
K02035	Ca_Caldilinea	2	Caldilinea	16.9708	13.4365	13.7873	48.3094	28.8905
K02035	Flexifilum_m	4	Flexifilum	26.7922	12.7890	18.4929	53.6925	39.6554
K02035	Ottowia_m	1	Ottowia	10.1926	17.4178	20.4475	10.2260	9.9490
K02035	Rhodobacteraceae	3	Neotabrizicola	11.4738	4.9018	6.1248	53.1726	31.9939
K02035	midas_g_8672	1	OLB9	0.0000	0.0000	0.0000	29.3908	17.3771
K02035	Hydrogenophaga_m	3	Hydrogenophaga	3.0127	6.4190	6.0175	1.4163	0.2321
K02035	CAIKZJ01_m	1	CAIKZJ01	0.0000	0.0000	0.0000	4.7263	2.4916
K02035	Ignavibacterium	3	UTCHB3	0.3988	2.1019	0.3603	3.2138	0.0756
K02035	Defluviicoccus_m	2	Defluviicoccus	3.5700	5.7421	3.7806	0.6011	0.1110
K02035	Phaeodactylibacter	1	UBA2329	3.2397	1.5067	1.2052	3.5995	3.0337
K02035	CALBKH01_m	1	CALBKH01	1.7042	2.5068	3.2634	2.2490	6.1285
K02035	Rhodoplanes	1	SCUB01	0.0000	0.2056	0.0000	1.4148	2.9277
K02035	Phreatobacter_m	2	Phreatobacter	19.1850	30.3170	27.7750	20.4941	18.3552
K02035	UBA1573_m	3	UBA1573	2.3144	2.3985	2.7011	0.0000	0.0000
K02035	Rhizobiaceae	2	Mesorhizobium_A	12.0598	14.6074	14.3785	12.3485	12.1259
K02035	UBA2796_m	1	UBA2796	5.1744	1.1737	1.6417	18.5377	14.6129
K02035	UBA1924_m	2		5.0679	5.1775	6.6615	0.4814	0.1162
K02035	JACTMZ01_m	4	JACTMZ01	1.6251	2.1467	1.9263	1.9037	0.8650
K02035	PHOS-HE28_m	2	PHOS-HE28	0.2283	0.5013	0.2062	0.0000	0.0000
K02035	UBA6663_m	1	UBA6663	10.2961	10.9452	10.8641	10.7233	21.2111
K02035	Taibaiella	1	Flavipsychrobacter	1.0696	1.2685	1.5139	0.5657	0.0000
K02035	JADKHR01_m	1	JADKHR01	4.3779	2.1759	2.3368	0.9621	1.5196
K02035	Rhabdaerophilum_m	1	Rhabdaerophilum	6.1474	4.9450	6.1840	11.1085	25.4343
K02035	Chelatococcus_asaccharovorans	1	Chelatococcus	27.0292	43.3556	45.6561	2.2277	0.2892
K02035	P3OB-42	1	JAEUJQ01	2.9636	2.4157	2.1135	0.1886	0.0000
K02035	Gemmobacter	1	Gemmobacter	11.6078	19.3118	17.2529	1.5881	0.1884
K02035	JACRCT01_m	1	JACRCT01	0.0000	0.0000	0.1827	0.0850	11.3792
K02035	Hoeflea	1	Pseudohoeflea	20.5295	20.3050	12.6599	16.5103	5.1706
K02035	Inhella_m	2	Inhella	3.3512	8.6918	9.0247	0.4355	0.1405
K02035	OLB10_m	1	OLB10	3.1210	0.1645	0.5639	2.1693	0.5678
K02035	Amaricoccus	1	Amaricoccus	3.1609	4.0610	4.4104	1.6010	0.7480
K02035	Flavobacterium	1	Flavobacterium	1.0465	2.6520	2.1092	0.0608	0.0000
K02035	JALHNB01_m	2	JALHNB01	8.0136	6.2405	5.9936	27.6677	9.2090
K02035	JANWYT01_m	1	JANWYT01	13.2344	13.3594	10.8230	1.1825	0.3673
K02035	GCA-2794515_m	2	GCA-2794515	21.5756	10.1652	11.5693	9.4021	3.9090
K02035	JAIUNP01_m	1	JAIUNP01	5.1501	4.6216	4.1280	2.0268	4.4235
K02035	alphaI_cluster	1	GCA-013693735	11.4644	15.7362	17.4644	12.4072	4.3103
K02035	Bryobacter	3	JACTMJ01	2.2229	1.0984	2.7614	0.4199	0.1580
K02035	Cephaloticoccus	1	UBA2377	6.3795	2.2380	2.4394	2.5668	0.3954
K02035	UBA2287_m	1	UBA2287	0.4733	0.6237	0.0000	3.7546	2.8253
K02035	Novosphingobium	1	Novosphingobium	0.1856	0.2446	0.1677	0.2805	2.1109
K02035	JAIOHN01_m	1	JAIOHN01	9.6932	1.4156	3.9263	29.3433	5.6483
K02035	midas_g_1409	1	M3007	1.8440	0.8678	0.4760	1.9902	0.0000
K02035	UBA9002_m	1	UBA9002	1.9923	0.8377	0.5576	1.5135	4.5142
K02035	UBA5195_m	1	UBA5195	0.2765	0.0000	0.2124	5.3563	7.4775
K02035	JAAFHL01_m	1	JAAFHL01	1.0411	0.4837	0.6331	0.0000	4.3899
K02035	UBA2475_m	3	UBA2475	3.4558	7.2535	5.8808	0.0000	0.0451
K02035	JARKPB01_m	1	JARKPB01	1.0580	0.4411	0.5950	7.3854	1.3652
K02035	Pseudorhodobacter	1	JAAKGP01	2.6961	6.3484	6.4658	5.0283	3.0314
K02035	midas_g_4351	1	JADZAI01	3.2548	1.5933	1.1729	5.5165	3.6491
K02035	Gemmatimonas	1	JAABRT01	0.8388	1.3609	1.8021	0.0000	0.0000
K02035	2-12-FULL-35-15_m	2	2-12-FULL-35-15	3.6110	1.1267	1.4168	2.7796	0.4910
K02035	JADZAI01_m	1	JADZAI01	2.5329	6.5781	5.4249	1.4635	0.5919
K02035	GCA-013693735_m	1	GCA-013693735	5.9552	6.3159	7.2189	4.5872	6.2130
K02035	JACKCG01_m	1	JACKCG01	4.7903	2.3605	1.8231	21.6005	1.1558
K02035	Holophagaceae	1	Holophaga	0.0000	1.6450	1.6918	2.3580	0.0000
K02035	JALNZU01_m	1	JALNZU01	2.6369	2.3164	3.5734	0.9961	0.2499
K02035	midas_g_6489	1	UBA6170	0.0000	0.7996	0.1365	4.5318	3.0230
K02035	Paracoccus	1	Paracoccus	0.9559	1.2665	0.7796	0.7898	0.8593
K02035	Casimicrobium_m	1	Casimicrobium	0.9253	3.3667	2.7100	0.0679	0.0511
K02035	Terrimicrobium	1	QYQL01	0.0000	0.0000	0.0000	0.5378	0.9612
K02035	JABFRJ01_m	1	JABFRJ01	3.2134	1.7861	3.9031	2.3042	0.7784
K02035	Anaerolinea	1	Anaerolinea	2.8477	2.2109	2.1599	5.6519	1.5704
K02035	Edaphobaculum	3	Flavipsychrobacter	0.0000	0.0000	0.0000	0.4612	0.5205
K02035	UBA8950_m	1	UBA8950	0.4030	0.6794	0.3187	3.4271	1.0158
K02035	UBA2392_m	1	UBA2392	3.8079	1.5023	0.9574	0.0000	0.0000
K02035	UBA5200_m	1	UBA5200	4.9904	9.1317	8.6004	2.0583	1.0300
K02035	Holophaga_m	1	Holophaga	0.0959	0.5056	0.2600	0.0725	0.2181
K02035	Shinella	1	Mesorhizobium_G	0.5265	10.1305	4.2289	0.3975	1.2726
K02035	Defluviimonas	1	Albidovulum	1.8063	1.4123	0.4691	0.5850	6.8307
K02035	JAEUKH01_m	1	JAEUKH01	0.0000	0.0000	0.0000	0.0000	0.3724
K02035	IGN3_m	1	IGN3	0.0766	0.0000	0.0000	0.2316	0.0871
K02035	Vicingus_m	1	Vicingus	3.9368	3.4344	0.7093	8.3239	0.0000
K02035	GCA-2702655_m	1	GCA-2702655	0.1066	0.0000	0.0000	1.6452	0.9772
K02035	Prosthecobacter	1	Prosthecobacter	0.5535	0.2106	0.3557	2.2764	0.1356
K02035	Ch132_m	1	Ch132	0.9385	0.3059	0.2098	1.3452	0.2696
K02035	Leptolinea	1	Leptolinea	0.2852	0.9499	3.3822	6.2642	6.0527
K02035	Blastopirellula	1	M30B19	1.2306	0.2316	0.6353	0.0000	0.0000
K02035	midas_g_2947	1	Arctic95D-9	1.8389	1.8332	2.6257	0.0000	0.0000
K02035	JABWBB01_m	1	JABWBB01	0.0000	0.0000	0.1859	0.6736	0.0780
K02035	CAIVAT01_m	1	CAIVAT01	0.0841	0.0000	0.0000	0.8544	0.0845
K02035	Flavitalea	1	JJ008	0.2036	0.2683	0.7359	0.1539	0.0000
K02035	Salinispiraceae_m	1		0.6589	2.5923	2.0570	5.7345	0.0000
K02035	UBA2386_m	1	UBA2386	1.0746	0.9542	0.6319	0.0000	0.0000
K02035	JADLGF01_m	1	JADLGF01	0.8340	0.0000	0.0651	14.2128	2.0945
K02035	midas_g_9628	1	UBA1930	0.2269	0.1495	0.2459	0.0086	0.0000
K02035	JAFLCM01_m	1	JAFLCM01	0.0000	0.5414	0.3093	0.0000	0.0000
K02035	Herpetosiphon	1	Herpetosiphon	0.7344	0.6964	1.9424	0.0000	3.2175
K02035	Mariniflexile_m	1	Mariniflexile	0.4086	0.2154	0.0738	0.0617	0.0000
K02035	Rurimicrobium	1	Flavipsychrobacter	0.1563	0.3090	0.2825	0.0000	0.0000
K02035	Flavipsychrobacter_m	1	Flavipsychrobacter	0.0782	0.0000	0.0706	0.2362	0.4888
K02035	JAKRSD01_m	1	JAKRSD01	0.0000	0.0000	0.0000	0.0000	0.2440
K02035	JACDQM01_m	1	JACDQM01	0.1802	1.8997	4.0701	0.1361	0.0000
K02035	JAEUWI01_m	1	JAEUWI01	0.3043	1.2031	0.1319	0.0000	0.0000
K02035	Fimbriimonadaceae_m	1		0.0000	0.1381	0.0947	0.2375	0.1192
K02035	midas_g_251	1	SCUB01	0.6320	1.1166	0.2527	0.4790	0.2011
K02035	Chlorobium	1	Chlorobium	0.0795	0.0000	0.5276	1.8653	0.0000
K02035	JAIEMT01_m	1	JAIEMT01	3.5159	0.9074	1.1350	0.1157	0.0000
K02035	JAFLBI01_m	1	JAFLBI01	0.0783	0.1032	0.2122	0.0000	0.0000
K02035	JAMQHH01_m	2	JAMQHH01	0.1889	0.0000	0.0569	1.8010	2.2093
K02035	UBA924_m	1	UBA924	0.2732	0.1200	0.0823	0.6879	0.0000
K02035	1-14-0-10-56-10_m	2	1-14-0-10-56-10	0.9679	0.2126	0.4372	1.6873	0.3628
K02035	JALHNF01_m	1	JALHNF01	0.1501	0.0989	0.5423	0.3401	0.0000
K02035	PJMF01_m	1		0.1595	0.0000	0.0000	0.6026	0.2267
K02035	UBA927_m	1	UBA927	0.0000	0.0000	0.0000	0.2179	0.1093
K02035	JAHFLJ01_m	1	JAHFLJ01	0.0000	0.0000	0.0713	0.1192	0.5830
K02035	Zambryskibacteraceae_m	1		0.3244	0.1069	0.0733	0.0000	0.0000
K02036	Ca_Competibacter	6	Competibacter	358.8130	353.4077	345.8349	277.3020	166.3742
K02036	Ca_Accumulibacter	3	Accumulibacter	40.0097	22.6623	19.9908	70.7787	178.1372
K02036	Thauera	1	Thauera	73.9783	164.4710	173.1893	6.3804	3.2648
K02036	Leptovillus_m	2	Leptovillus	118.4671	52.4288	70.7157	168.4687	138.1886
K02036	JAEULV01_m	1	JAEULV01	9.9534	12.5027	13.0262	13.4938	51.6689
K02036	OLB5_m	3	OLB5	35.9715	20.7670	24.2375	32.6307	24.4019
K02036	Niveibacterium	1	Niveibacterium	285.0948	293.4239	299.7479	120.8106	43.7809
K02036	Azonexus	3	Azonexus	0.9939	1.5280	0.7483	0.0000	0.0942
K02036	Propionivibrio	1	Accumulibacter	10.2992	1.9740	3.8910	27.7296	1.4904
K02036	Lysobacter	1	SCMT01	14.0897	11.1817	12.6567	8.6491	2.4122
K02036	Giesbergeria_m	2	Giesbergeria	11.9450	20.6021	21.3254	2.7425	0.7263
K02036	Denitratisoma	1	Desulfobacillus	20.4687	7.4921	9.7597	7.4101	0.4041
K02036	Accumulibacter_m	3	Accumulibacter	19.2704	8.1074	7.3515	31.1156	9.7747
K02036	JAAEKA01_m	2	JAAEKA01	0.6445	0.2875	0.4169	19.7414	29.2652
K02036	Zoogloea	3	Zoogloea	4.9229	12.2317	11.9004	0.1977	0.4732
K02036	Bosea	2	JAIUNP01	2.2161	6.4224	5.2777	4.2806	8.0942
K02036	Fen-1058_m	1	Fen-1058	0.1760	0.3564	0.7101	11.5095	57.0276
K02036	Competibacter_A_m	1	Competibacter_A	4.6948	5.2449	5.7167	2.2379	0.8565
K02036	Azospira	2	Azospira_A	11.0987	8.7303	8.9788	3.1288	1.4091
K02036	Villigracilis_m	4	Villigracilis	2.6657	0.6386	1.5694	24.0211	14.7444
K02036	Mesorhizobium	4	DUSC01	2.0781	2.4800	1.4728	4.1925	5.0174
K02036	Dokdonella	6	Dokdonella	11.1764	9.0872	11.9344	8.8470	1.4048
K02036	UBA5066_m	3	UBA5066	13.8039	21.8855	22.0872	1.7360	0.3155
K02036	Beijerinckiaceae_m	1		0.8096	0.0000	0.0000	0.8563	14.7284
K02036	Rhodobacter	4	JAAKGP01	3.8750	3.0779	4.2791	1.2726	0.7106
K02036	Azonexus_m	2	Azonexus	0.9773	1.9740	0.6326	5.8711	0.7640
K02036	Pseudoxanthomonas_A_m	2	Pseudoxanthomonas_A	4.4599	9.5707	10.4759	0.0963	0.0724
K02036	Ca_Caldilinea	2	Caldilinea	1.4079	0.3675	0.1410	3.6426	2.5427
K02036	Flexifilum_m	4	Flexifilum	0.8251	0.5671	0.7713	3.2447	1.8800
K02036	Ottowia_m	1	Ottowia	1.3553	1.5875	0.9524	0.9102	1.1130
K02036	Pseudoxanthomonas	1	Pseudoxanthomonas	6.0732	4.4051	5.8391	12.0814	2.9776
K02036	Rhodobacteraceae	3	Neotabrizicola	1.2334	0.6425	0.2937	3.9081	2.5412
K02036	midas_g_8672	1	OLB9	0.0000	0.0000	0.0000	8.5350	6.0211
K02036	BA12_m	2	BA12	0.2504	0.0000	0.0000	18.3593	4.8402
K02036	JAEXTR01_m	1	JAEXTR01	1.3345	1.5987	1.5345	1.9249	3.6556
K02036	Hydrogenophaga_m	3	Hydrogenophaga	2.0870	5.7250	5.8797	0.8590	0.0000
K02036	CAIKZJ01_m	1	CAIKZJ01	0.0000	0.0000	0.0000	11.2162	2.8227
K02036	Ignavibacterium	3	UTCHB3	1.7225	1.1921	1.8489	3.6523	0.2903
K02036	Defluviicoccus_m	2	Defluviicoccus	5.3384	3.1485	5.2745	1.2515	0.3119
K02036	CALBKH01_m	1	CALBKH01	0.3226	0.4251	0.7287	0.7312	2.3844
K02036	Rhodoplanes	1	SCUB01	0.0000	0.1314	0.0901	0.7532	3.4575
K02036	Desulfobacillus_m	1	Desulfobacillus	4.5680	1.7198	1.6213	1.6023	0.4637
K02036	Phreatobacter_m	2	Phreatobacter	0.3237	1.5206	0.6482	0.9779	1.3362
K02036	Arenimonas	4	Chiayiivirga	1.4509	2.8143	2.6215	0.4284	0.2324
K02036	Rhizobiaceae	2	Mesorhizobium_A	5.5449	4.5095	3.7782	4.6273	1.8300
K02036	UBA2796_m	1	UBA2796	0.9826	0.2158	0.4438	2.7220	2.2345
K02036	UBA1924_m	2		1.5208	4.9743	4.7680	0.0415	0.0104
K02036	JACTMZ01_m	4	JACTMZ01	3.4371	4.6441	2.7775	2.4218	1.4348
K02036	BA9_m	1	BA9	0.0000	0.3734	0.0000	9.6335	0.0000
K02036	UBA6663_m	1	UBA6663	0.2076	0.5470	0.1875	0.1568	0.6490
K02036	JADKHR01_m	1	JADKHR01	13.9276	3.8147	4.4353	4.0680	3.5457
K02036	Sulfuritalea	2	Azospira_A	0.3313	1.0914	1.6462	0.0000	0.0000
K02036	Rhabdaerophilum_m	1	Rhabdaerophilum	0.1856	0.1223	0.2516	0.9117	1.7415
K02036	Chelatococcus_asaccharovorans	1	Chelatococcus	0.1795	0.4729	1.2970	0.0000	0.1020
K02036	Gemmobacter	1	Gemmobacter	1.0482	1.5067	1.4634	0.2160	0.3792
K02036	JACRCT01_m	1	JACRCT01	0.0000	0.0000	0.0000	0.3337	4.3949
K02036	Hoeflea	1	Pseudohoeflea	0.5047	0.8868	0.0000	0.2542	0.2869
K02036	Inhella_m	2	Inhella	1.0153	2.1622	3.4717	0.0000	0.0000
K02036	OLB10_m	1	OLB10	2.7202	0.5974	1.0922	2.8544	0.5155
K02036	Amaricoccus	1	Amaricoccus	3.2673	2.3833	3.0312	1.5432	0.1160
K02036	Brevundimonas	2	Brevundimonas	0.4339	0.0000	0.0980	2.7868	0.1850
K02036	JALHNB01_m	2	JALHNB01	0.6174	0.3852	0.0000	1.4485	0.7204
K02036	CFX2_m	1	CFX2	5.5483	5.3283	4.1629	2.4867	0.4812
K02036	JANWYT01_m	1	JANWYT01	2.6722	0.8285	1.2781	0.0000	0.0000
K02036	GCA-2794515_m	2	GCA-2794515	4.8506	1.9219	1.7909	1.3753	0.3455
K02036	Sulfuritalea_m	1	Sulfuritalea	1.9727	0.8665	0.8911	0.4968	0.0000
K02036	JAIUNP01_m	1	JAIUNP01	0.7022	0.6169	0.6344	0.0000	0.6654
K02036	alphaI_cluster	1	GCA-013693735	0.7556	0.5689	0.3901	0.3262	0.1227
K02036	Luteimonas	3	Luteimonas_D	1.0836	6.8815	3.5812	1.3730	0.7154
K02036	Cephaloticoccus	1	UBA2377	1.5684	0.7949	0.9809	1.0026	0.1372
K02036	Aquimonas_m	3	Aquimonas	0.7571	1.2193	1.2667	1.5644	0.1595
K02036	JADKFD01_m	1	JADKFD01	1.7382	1.0180	0.8724	1.1673	0.1098
K02036	Novosphingobium	1	Novosphingobium	0.1220	0.3215	0.1102	0.5531	1.4567
K02036	JAIOHN01_m	1	JAIOHN01	0.0000	0.0000	0.0000	0.5037	0.1137
K02036	UBA9002_m	1	UBA9002	0.7285	0.7781	0.7656	1.3383	2.3716
K02036	UBA5195_m	1	UBA5195	0.0000	0.0000	0.0000	2.3167	3.7815
K02036	JARKPB01_m	1	JARKPB01	1.6026	0.0000	1.4479	14.5707	3.9585
K02036	Pseudorhodobacter	1	JAAKGP01	0.8790	1.1582	3.9704	0.0000	0.9994
K02036	midas_g_4351	1	JADZAI01	0.4550	0.0000	0.8221	1.7187	1.1208
K02036	Gemmatimonas	1	JAABRT01	0.4989	0.8765	0.4507	0.0000	0.0000
K02036	2-12-FULL-35-15_m	2	2-12-FULL-35-15	1.1485	0.0000	0.5188	0.2892	0.0000
K02036	JADZAI01_m	1	JADZAI01	1.1187	0.5896	1.4149	0.0845	0.2544
K02036	GCA-013693735_m	1	GCA-013693735	0.3155	0.2079	0.8552	0.4768	0.8072
K02036	JACKCG01_m	1	JACKCG01	0.0894	0.0000	0.1615	1.2152	0.0508
K02036	Holophagaceae	1	Holophaga	0.5743	1.0089	1.3835	1.4462	0.0000
K02036	Luteimonas_D_m	1	Luteimonas_D	0.4518	1.1906	0.8163	0.5689	0.1712
K02036	midas_g_6489	1	UBA6170	0.0000	0.5255	0.0000	2.5654	1.7947
K02036	Pseudofulvimonas_m	2	Pseudofulvimonas	1.1434	1.7578	1.2052	1.2958	0.0000
K02036	Casimicrobium_m	1	Casimicrobium	0.3863	2.2905	2.2683	0.0000	0.0000
K02036	Thermomonas	2	Thermomonas	1.0951	1.4248	1.1391	0.9700	0.1046
K02036	Terrimicrobium	1	QYQL01	0.0000	0.6377	0.4372	0.7312	1.1005
K02036	JABFRJ01_m	1	JABFRJ01	0.4102	1.0810	0.3706	0.3099	0.0000
K02036	Anaerolinea	1	Anaerolinea	0.6862	0.8853	0.7426	3.0781	0.7639
K02036	Edaphobaculum	3	Flavipsychrobacter	0.1716	0.9044	0.1550	0.3889	0.0000
K02036	UBA8950_m	1	UBA8950	0.3923	0.0751	0.1816	2.4545	1.4315
K02036	UBA2392_m	1	UBA2392	1.4903	0.9819	0.4039	0.0000	0.0000
K02036	UBA5072_m	1	UBA5072	0.0000	0.0000	0.0000	1.0019	1.5688
K02036	UBA5200_m	1	UBA5200	0.6024	0.9922	1.0884	0.2276	0.0000
K02036	Holophaga_m	1	Holophaga	0.4500	1.1860	1.6263	1.0200	2.2635
K02036	Shinella	1	Mesorhizobium_G	0.0000	0.2064	0.7075	0.0000	0.0000
K02036	Defluviimonas	1	Albidovulum	0.0000	0.2134	0.0000	0.0000	0.6444
K02036	JAEUKH01_m	1	JAEUKH01	0.0000	0.0000	0.1663	0.0000	0.5232
K02036	GCA-2702655_m	1	GCA-2702655	0.0000	0.4204	0.1441	0.7231	0.4534
K02036	Prosthecobacter	1	Prosthecobacter	0.4913	0.0000	0.4438	1.9796	0.0000
K02036	GWE2-31-10_m	1		0.0000	0.0000	0.0000	0.1188	0.8490
K02036	JAFEBO01_m	1	JAFEBO01	0.5367	1.0608	0.7273	0.0000	0.1526
K02036	Ch132_m	1	Ch132	2.0590	1.0997	0.4760	2.1828	0.1038
K02036	Leptolinea	1	Leptolinea	0.1709	0.0000	0.4632	0.6456	0.8745
K02036	Blastopirellula	1	M30B19	1.0950	1.4429	0.0000	0.0000	0.0000
K02036	midas_g_2947	1	Arctic95D-9	0.5028	1.6512	1.6021	0.0000	0.0853
K02036	JABWBB01_m	1	JABWBB01	0.1398	0.5528	0.3790	1.2678	0.3975
K02036	CAIVAT01_m	1	CAIVAT01	0.0000	0.0000	0.0000	0.8968	0.0000
K02036	UBA2386_m	1	UBA2386	1.2809	1.4768	0.8679	0.0000	0.0000
K02036	JADLGF01_m	1	JADLGF01	0.0000	0.0000	0.0000	1.0363	0.0000
K02036	midas_g_94	1		0.1833	0.0000	0.1656	0.1385	0.8336
K02036	JAFLCM01_m	1	JAFLCM01	0.1325	0.1746	0.3592	0.2002	0.0000
K02036	midas_g_17587	1		0.3190	2.1019	0.8647	0.3616	0.0907
K02036	Herpetosiphon	1	Herpetosiphon	0.0000	0.8471	0.0000	0.0000	1.4871
K02036	UBA2396_m	1	UBA2396	1.2793	1.1238	0.3853	0.2148	0.1616
K02036	Brevundimonas_m	1	Brevundimonas	0.0000	0.0000	0.0000	2.2401	0.0000
K02036	JAEUWI01_m	1	JAEUWI01	0.1533	0.2020	0.4154	0.0000	0.0000
K02036	Fimbriimonadaceae_m	1		0.0000	0.2158	0.1479	0.2475	0.3724
K02036	Xanthomonadaceae	1	Pseudoxanthomonas_B	0.9099	0.3997	0.4110	0.0000	0.2587
K02036	UBA1934_m	1	UBA1934	0.0000	0.0000	0.0000	0.2493	0.4691
K02036	Chlorobium	1	Chlorobium	0.3324	0.0000	0.5760	0.6586	0.3625
K02036	Bacteria_m	1		0.1676	0.2208	0.3028	0.0000	0.0000
K02037	Ca_Competibacter	6	Competibacter	259.7287	248.6348	249.6924	230.8632	105.3305
K02037	Ca_Accumulibacter	3	Accumulibacter	31.8850	18.6780	19.0718	62.2731	156.6787
K02037	Thauera	1	Thauera	57.8286	140.0249	136.3681	4.9671	2.2884
K02037	Leptovillus_m	2	Leptovillus	60.7942	23.3374	34.1407	86.9319	69.1589
K02037	JAEULV01_m	1	JAEULV01	9.0293	13.0876	10.7677	13.5753	50.3578
K02037	OLB5_m	3	OLB5	162.1837	97.5434	114.2992	160.1571	53.1259
K02037	Niveibacterium	1	Niveibacterium	239.8655	242.7054	249.9178	92.3582	37.0510
K02037	Azonexus	3	Azonexus	0.5522	1.4552	0.7483	0.1043	0.0785
K02037	Propionivibrio	1	Accumulibacter	5.2334	1.3047	1.9168	14.9074	1.0052
K02037	Lysobacter	1	SCMT01	9.4861	7.5828	8.2857	5.5705	1.8403
K02037	Giesbergeria_m	2	Giesbergeria	12.1383	21.5224	22.3065	2.2356	0.9346
K02037	Denitratisoma	1	Desulfobacillus	21.7360	10.8731	13.4550	9.8836	0.3433
